ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Salle_à_manger,Surface_salle_à_manger,Garage,Nombre_de_place_de_parking_intérieur,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Nombre_de_façades,Nombre_détages_de_limmeuble,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Véranda,Dressing,Buanderie,Local_vélo,Nombre_de_Garages,Orientation_de_la_façade_du_bien,Jardin,Surface_du_jardin,Référence_PEB,Année_de_construction,Surface_du_garage,Équipement_de_la_cuisine,Surface_de_lades_salles_de_bain,Largeur_de_la_façade,Orientation_de_la_terrasse,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Nombre_de_places_de_parking_extérieur,Surface_des_caves,Surface_du_grenier,Surface_chambre_à_coucher_5,Attestation__Installation_électrique__Validité,Surface_constructible,Étage_de_lappartement,Panneaux_solaires,Parlophone,Possibilités_pour_profession_libérale,Adoucisseur_deau,Maison_basse_énergie,Panneaux_solaires_thermiques,Chauffage_au_sol,Pompe_à_chaleur,Compteur_Bihoraire,Air_conditionné,Domotique,Alarme_antieffraction,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Citerne_à_eau_de_pluie,Attestation__Citernes_à_mazout,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Orientation_du_jardin,Espace_ouvert_sensible_à_leau__WORG,Surface_du_bureau,Balcon,Surface_du_dressing,Attestation__Asbuilt,Affectation_urbanistique_la_plus_récente,Niveau_E,Niveau_K,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Porte_de_garage_motorisée,Clef_électronique,Attestation__Citernes_à_mazout__Validité,Station_de_charge_électrique,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Appartement_de_service,Niveau_S,Surface_de_la_véranda
https://immovlan.be/fr/detail/maison/a-vendre/2300/turnhout/rbt73273,RBT73273,Maison à vendre,259000,Gildenstraat 53,2300 Turnhout,,,A l’acte,4,14 m²,15 m²,9 m²,15 m²,120 m²,,15 m²,Oui,Oui,,,,,,16 m²,3,,3,Gaz,Double vitrage,,,2,,Oui,,84 m²,,,,,319 kWh/m²/an,,,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,,,,1937,,Super équipée,3 m²,,,,,,Non,,,20 m²,12 m²,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2340/beerse/rbt73272,RBT73272,Maison à vendre,145000,D'Aestenstraat 31,2340 Beerse,Normal,,A l’acte,2,12 m²,8 m²,,,60 m²,,30 m²,,,,,,,Kitchenette,5 m²,1,,,,Double vitrage,,,4,,,,1800 m²,,,,,,,,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,,,,,,,Oui,,,1990,,Semi-équipée,3 m²,7 m,,,7 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9000/gand/rbt73271,RBT73271,Maison à vendre,285000,Groendreef 155,9000 Gand,Normal,Non,A l’acte,3,,,,,,,,Non,,Non,,,,,,1,,2,,Double vitrage,,,,,,,70 m²,,,,,282 kWh/m²/an,,,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,,,,,20240917-0003374682-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2370/arendonk/rbt73270,RBT73270,Maison à vendre,245000,Hoogakkers 4,2370 Arendonk,À rénover,,A l’acte,3,13 m²,13 m²,,,105 m²,,27 m²,Oui,Oui,,,Oui,,Kitchenette,,1,,1,Gaz,Double vitrage,,,3,,,,226 m²,,,,,355 kWh/m²/an,,,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,Oui,,,,1,,Oui,,,1967,12 m²,Semi-équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8460/oudenburg/rbt73267,RBT73267,Maison à vendre,269000,Nieuwstraat 20,8460 Oudenburg,À rénover,,A l’acte,3,,,,,145 m²,,,,,,,Oui,1,Kitchenette,,1,,,Gaz,Double vitrage,,,3,,Oui,,338 m²,Oui,Oui,Oui,,460 kWh/m²/an,,27/01/2035,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,,,,,,Nord,Oui,,,1956,,Semi-équipée,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8470/gistel/rbt73266,RBT73266,Maison à vendre,350000,Vaartstraat 4,8470 Gistel,À restaurer,,A l’acte,8,,,,,,,,,,,,,,,,,,,,,,,4,,,,609 m²,,,,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,40 m,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1050/ixelles/vwd13943,VWD13943,Appartement à vendre,435000,Rue du Consei 51,1050 Ixelles,Excellent,Non,,2,,,,,90 m²,,,Oui,,,,,,,,1,,,Gaz,Triple vitrage,,,,,,,,Oui,Oui,Oui,,145 kWh/m²/an,,25/05/2035,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,Non,,,Non,,,Oui,11 m²,20250525-0000715692-01-9,,,,,,,,,Oui,,,,,,,,,,,Non,,Non,,,Non,,Non,,,,,,,Non,pas d'application,Non,Sud-est,,,,,Non,,,,,,,,,,,Non,,,,,Non,,
https://immovlan.be/fr/detail/maison/a-vendre/6220/lambusart/vbc92007,VBC92007,Maison à vendre,160000,Avenue de la Terrienne 37,6220 Lambusart,,Non,A l’acte,3,,,,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,510 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,,,,,20250612021870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7160/pieton/vbc92006,VBC92006,Maison à vendre,119000,,7160 Piéton,À rénover,Non,A l’acte,3,18 m²,20 m²,36 m²,,153 m²,Non,14 m²,Oui,Oui,Oui,18 m²,,,Kitchenette,9 m²,2,1,2,Gaz,Double vitrage,Non,Non,2,3,Oui,,159 m²,Oui,Oui,Oui,,232 kWh/m²/an,35539 kWh/an,11/06/2035,43,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,Oui,,,1900,,Semi-équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6020/dampremy/vbc92004,VBC92004,Maison à vendre,195000,Rue Jean Jaures 284,6020 Dampremy,Normal,,,4,13 m²,14 m²,10 m²,18 m²,178 m²,Non,,Oui,,Oui,14 m²,Oui,,Américaine,29 m²,1,,2,Mazout,Double vitrage,Non,Non,2,2,Oui,20 m²,200 m²,Oui,Oui,Oui,,219 kWh/m²/an,47296 kWh/an,17/10/2034,,,,Information non communiquée,Information non communiquée,Oui,,,,1,Ouest,Oui,85 m²,,,,Equipée,,6 m,,32 m,6 m,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4000/liege/vbc92003,VBC92003,Maison à vendre,249000,Rue du Petit Chene 45,4000 Liège,À rénover,,A l’acte,4,14 m²,15 m²,16 m²,19 m²,169 m²,,38 m²,Oui,,,,,,,15 m²,2,2,2,Mazout,Double vitrage,Non,Non,2,2,Oui,16 m²,182 m²,Oui,Oui,Oui,,462 kWh/m²/an,91413 kWh/an,,114,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,Sud,Oui,70 m²,,,,,,6 m,,34 m,6 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nord,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc92002,VBC92002,Maison à vendre,155000,Impasse des Fours à Chaux 18,7080 Frameries,Excellent,,,3,15 m²,13 m²,8 m²,,133 m²,,37 m²,Oui,Oui,,,,,Américaine,10 m²,1,1,1,Gaz,Double vitrage,,,3,,Oui,,180 m²,Oui,Oui,Oui,,191 kWh/m²/an,25525 kWh/an,30/05/2035,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,Oui,,,1962,,Equipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6700/arlon/vbc92001,VBC92001,Maison à vendre,489000,Route de Bouillon 267,6700 Arlon,,,Immédiatement,4,,,,,165 m²,Non,,,,,,,,Américaine,,1,,,Gaz,,Non,Non,4,1,Oui,,374 m²,,,,,,,12/06/2035,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,Oui,374 m²,,2025,,Equipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6800/libramont-chevigny/vbc92000,VBC92000,Maison à vendre,369900,Dessous la Ville,6800 Libramont-Chevigny,Nouveau,,,4,13 m²,12 m²,9 m²,10 m²,155 m²,Non,43 m²,,,,,,,,,1,1,2,Gaz,Double vitrage,Non,Non,3,,Oui,6 m²,,,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,Oui,588 m²,,2025,,,7 m²,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6800/libramont-chevigny/vbc91999,VBC91999,Appartement à vendre,259900,Dessous la Ville,6800 Libramont-Chevigny,Nouveau,Non,,2,,,,,88 m²,Non,,,,,,,,,,1,1,1,Gaz,Double vitrage,Non,Oui,,2,Oui,6 m²,,,,,,85 kWh/m²/an,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,Sud,,,,2026,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1730/asse/rbt73265,RBT73265,Maison à vendre,279000,Kapellestraat 35,1730 Asse,À rénover,,Immédiatement,3,16 m²,12 m²,20 m²,,140 m²,Non,35 m²,Oui,,,,Oui,,Américaine,15 m²,1,,2,Mazout,Double vitrage,,,3,,Oui,20 m²,435 m²,Oui,Oui,Oui,,595 kWh/m²/an,,30/03/2035,,"oui, attestation non conforme",Oui,Pas de risque d’inondation,Information non communiquée,,,,,1,,Oui,300 m²,,1952,,Equipée,8 m²,8 m,,,8 m,Oui,Non,2,60 m²,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5570/winenne/vbc91989,VBC91989,Maison à vendre,195000,RUE DES ARDENNES 505,5570 Winenne,À rénover,Non,Immédiatement,4,19 m²,13 m²,14 m²,20 m²,325 m²,Non,37 m²,Non,,Non,,,,,16 m²,2,,2,,Double vitrage,Non,Non,,,Oui,30 m²,,,Non,Oui,,308 kWh/m²/an,,,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,,,,,20250306019803,,,,15 m²,,,,,,,,,,,,232 m²,,,,,,,Non,Non,,,Non,Non,Oui,,Non,Non,,,"oui, attestation non conforme",Non,,,,Non,,Non,,,,,,,,Non,Non,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5570/winenne/vbc91988,VBC91988,Maison à vendre,175000,Château d'Eau 4,5570 Winenne,Normal,Oui,Immédiatement,2,14 m²,14 m²,,,120 m²,Non,33 m²,Non,,Non,,Oui,1,,13 m²,1,,1,,Triple vitrage,Non,Non,,,,,,,Non,Oui,,457 kWh/m²/an,,,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,,,Oui,250 m²,20250306022401,,,,5 m²,,,,,,,1,,,,,376 m²,,,,,,,Non,Non,,,Non,Non,Non,,Non,Oui,,,"oui, attestation non conforme",Non,,,,Non,,Non,,,,,,,,Non,Non,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5001/belgrade/vbc91984,VBC91984,Maison à vendre,170000,Rue Edmond Delahaut 121,5001 Belgrade,À rénover,Non,A l’acte,4,12 m²,19 m²,11 m²,19 m²,147 m²,,26 m²,Oui,,Non,,,,,11 m²,1,,3,Gaz,Double vitrage,,,2,2,,,163 m²,Oui,,,,296 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,,Est,Oui,163 m²,20250530001596,,,,,,,,,,,,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9000/gand/rbt73264,RBT73264,Appartement à vendre,310000,Smidsestraat 6E,9000 Gand,Normal,,,1,,,,,80 m²,,,Non,,,,,,,,1,,,Gaz,,Non,Non,,,,,,,,,,,,23/12/2031,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,20211223-0002514805-RES-1,2000,,,,,,,,,Non,,,,,,,3,,Oui,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5550/bohan/vbc91983,VBC91983,Maison à vendre,265000,Rue du Vicinal 222,5550 Bohan,Normal,,,3,,,,,165 m²,,,Oui,Oui,,,Oui,,,,1,,,Bois,Double vitrage,Non,Non,,,,,1213 m²,,,,,407 kWh/m²/an,56846 kWh/an,20/05/2035,101,pas d'application,,Information non communiquée,Information non communiquée,Non,,,,2,Nord-est,,,20250520013510,1966,24 m²,,9 m²,8 m,,,,,Non,,7 m²,53 m²,,,55 m²,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1030/schaerbeek/vbc91981,VBC91981,Appartement à vendre,225000,Rue Eugène Smits 80 3,1030 Schaerbeek,Normal,,,1,,,,,62 m²,,,Non,,,,,,,,1,,,Gaz,,Non,Non,,,,,,,,,,345 kWh/m²/an,21 kWh/an,,69,pas d'application,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,,,,,6 m,,,,,Non,,,,,,,3,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1030/schaerbeek/vbc91980,VBC91980,Appartement à vendre,325000,Rue Eugène Smits 80 0,1030 Schaerbeek,Normal,,,1,,,,,96 m²,,,Non,,,,,,,,1,,,Gaz,,Non,Non,,,,,,,,,,267 kWh/m²/an,25 kWh/an,,53,pas d'application,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,,,,,6 m,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1030/schaerbeek/vbc91979,VBC91979,Appartement à vendre,325000,Rue Eugène Smits 80,1030 Schaerbeek,Normal,,,2,,,,,112 m²,,,Non,,,,,,,,1,,,Gaz,,Non,Non,,,Oui,11 m²,,,,,,203 kWh/m²/an,22 kWh/an,,40,pas d'application,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,,,,6 m²,6 m,,,70 m,,Non,,,,,,,1,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbt73263,RBT73263,Maison à vendre,315000,Krekelendries 3A,1700 Dilbeek,À rénover,,,6,,,,,307 m²,,,Oui,,,,Oui,,,,1,,,Gaz,Double vitrage,Non,Non,,,,,1443 m²,,,,,325 kWh/m²/an,,,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,Non,,,,1,,Oui,,20240701-0003298514-RES-1,1969,58 m²,,8 m²,,,,,,Non,,66 m²,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/3920/lommel/rbt73257,RBT73257,Rez-de-chaussée à vendre,335000,Leuken 53 A,3920 Lommel,Normal,Non,A convenir,2,,,,,143 m²,Non,,Non,,Non,,Oui,,,,1,,1,,,Non,,3,2,,,,,Oui,Oui,,171 kWh/m²/an,,21/08/2031,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,1,Nord,Oui,266 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3583/paal/rbt73256,RBT73256,Maison à vendre,658000,Gestelstraat 12,3583 Paal,À rénover,Non,A l’acte,4,,,,,204 m²,Non,,Non,,Non,,,,,,1,,1,Mazout,,Non,,4,,,,2309 m²,,,,,850 kWh/m²/an,,,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,,,Oui,,,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3971/heppen/rbt73255,RBT73255,Maison à vendre,549000,Venberg 16,3971 Heppen,Excellent,Non,A l’acte,5,,,,,256 m²,Non,,Non,,Non,,Oui,,,,2,,3,Mazout,,Non,,4,,Oui,,948 m²,,,,,237 kWh/m²/an,,,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,1,Est,Oui,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt73254,RBT73254,Maison à vendre,379000,Deliestraat 20,2490 Balen,Normal,Non,A l’acte,3,,,,,174 m²,Non,,Non,,Non,,Oui,,,,1,,2,,,Non,,3,,Oui,,385 m²,,Oui,Oui,,,,01/07/2032,,pas d'application,Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,1,Nord-est,Oui,,13003-G-OMV_2021006471/EP02120/A001/D01/SD001,2022,,,,11 m,,,,,,1,,,,,80 m²,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3971/heppen/rbt73252,RBT73252,Maison à vendre,349000,Leopoldsburgsesteenweg 115,3971 Heppen,Normal,Non,A convenir,3,,,,,170 m²,Non,,Non,,Non,,Oui,,,,1,,2,Gaz,,Non,,3,,Oui,,1080 m²,,,,,329 kWh/m²/an,,03/03/2035,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,1,Nord-ouest,Oui,,20250303-0003543877-RES-2,1952,,,,,,58 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt73251,RBT73251,Maison à vendre,449000,Savel 45,2490 Balen,À rénover,Non,A l’acte,4,,,,,204 m²,Non,,Non,,Non,,Oui,,,,1,,,Mazout,,Non,,4,,Oui,,3720 m²,,,Oui,,569 kWh/m²/an,,,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,1,Sud,Oui,,,1931,,,,,,,,,,,,,,,222 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3920/lommel/rbt73250,RBT73250,Maison à vendre,385000,Enneven 49,3920 Lommel,Normal,Non,A convenir,3,,,,,184 m²,Non,,Non,,Non,,,,,,2,,2,Non specifié,,Non,,4,,Oui,,846 m²,,Oui,Oui,,679 kWh/m²/an,,13/03/2035,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,,Nord-ouest,Oui,,20250313-000355182-RES-1,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3945/ham/rbt73249,RBT73249,Maison à vendre,685000,Grensstraat 11,3945 Ham,Excellent,Non,A l’acte,5,,,,,333 m²,Non,,Non,,Non,,Oui,,,,1,,3,Gaz,,Non,,4,,Oui,,1708 m²,,,,,153 kWh/m²/an,,10/01/2035,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,2,Sud-est,Oui,,3501036-res-1,1981,,,,16 m,,60 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3920/lommel/rbt73248,RBT73248,Maison à vendre,525000,Koningsbeemdstraat 13,3920 Lommel,Normal,Non,A l’acte,4,,,,,246 m²,Non,,Non,,Non,,,,,,2,,3,Gaz,,Non,,4,,Oui,,695 m²,,Oui,Oui,,160 kWh/m²/an,,,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,,Ouest,Oui,,,2001,,,,13 m,,35 m,,,,2,,,,,160 m²,,,,,,,,,,,,,,,,,,,,,,,,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2400/mol/rbt73246,RBT73246,Villa à vendre,1200000,Hovenierstraat 46A,2400 Mol,Nouveau,Non,Immédiatement,3,,,,,,Non,,Non,,Non,,,,,,3,,4,,,Oui,,4,,Oui,,900 m²,,,,,,,,,pas d'application,Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,,,Oui,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3945/ham/rbt73245,RBT73245,Maison à vendre,749000,Genebosstraat 46A,3945 Ham,Excellent,Non,A l’acte,5,,,,,322 m²,Non,,Non,,Non,,,,,,2,,3,Gaz,,Non,,4,,Oui,,708 m²,,,,,100 kWh/m²/an,,05/11/2034,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,,Ouest,Oui,,20241105-0003436692-RES-1,2012,,,,,,32 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3900/pelt/rbt73244,RBT73244,Maison à vendre,675000,Over 't Waterstraat 104,3900 Pelt,Excellent,Non,A l’acte,4,,,,,256 m²,Non,,Non,,Non,,Oui,,,,1,,2,Mazout,,Non,,4,,Oui,,3042 m²,,,,,192 kWh/m²/an,,,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,2,Ouest,Oui,,,1997,,,,17 m,,96 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone agricole,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3580/beringen/rbt73243,RBT73243,Maison à vendre,1250000,Kroonstraat 247,3580 Beringen,Excellent,Non,,15,,,,,422 m²,Non,,Non,,Non,,Oui,,,,9,,12,Gaz,,Non,,4,,Oui,,11954 m²,,,,,,,,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,2,Sud,Oui,,,1935,,,,21 m,,115 m,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3583/paal/rbt73242,RBT73242,Maison à vendre,335000,Gestelstraat 12,3583 Paal,À rénover,Non,A l’acte,4,,,,,204 m²,Non,,Non,,Non,,,,,,1,,1,Mazout,,Non,,4,,,,906 m²,,,,,850 kWh/m²/an,,13/03/2035,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,,,Oui,,3552293-RES-1,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3920/lommel/rbt73241,RBT73241,Maison à vendre,779000,Leliestraat 30,3920 Lommel,Normal,Non,A l’acte,5,,,,,348 m²,Non,,Non,,Non,,Oui,,,,2,,3,Gaz,,Non,,4,,Oui,,1221 m²,,Oui,Oui,,,,30/09/2034,,pas d'application,Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,1,Nord-ouest,Oui,,20240930-0003393202-RES-1,2006,,,,,,,,,,2,,,,,229 m²,,,,,,,,,,,,,,,,,,,,,,,,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,
