ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Garage,Équipement_de_la_cuisine,Nombre_de_façades,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Conso_spécifique_dénergie_primaire,Permis_durbanisation_accordé,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Type_de_zone_inondable,Zone_inondable_délimitée,Véranda,Nombre_de_salles_de_bain,Type_de_chauffage,Ascenseur,Accessible_aux_moins_valides,Largeur_de_la_façade,Surface_constructible,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Nombre_de_Garages,Type_de_vitrage,Panneaux_solaires,Pompe_à_chaleur,Air_conditionné,Alarme_antieffraction,Orientation_de_la_façade_du_bien,Parlophone,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Étage_de_lappartement,Nombre_de_places_de_parking_extérieur,Permis_de_bâtir_obtenu,Largeur_du_terrain_à_rue,Bien_actuellement_loué,Salle_à_manger,Dressing,Buanderie,Local_vélo,Nombre_de_toilettes,Raccordé_à_leau_courante,Attestation__Asbuilt,Affectation_urbanistique_la_plus_récente,Emission_de_CO2,Surface_du_garage,Conso_annuelle_totale_dénergie_primaire,Nombre_de_place_de_parking_intérieur,Type_de_cuisine,Maison_basse_énergie,Chauffage_au_sol,Compteur_Bihoraire,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Citerne_à_eau_de_pluie,Niveau_S,Surface_du_séjour,Surface_du_bureau,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_des_caves,Surface_de_la_cuisine,Surface_de_lades_salles_de_bain,Orientation_du_jardin,Profondeur_du_terrain,Surface_du_grenier,Possibilités_pour_profession_libérale,Surface_totale,Porte_de_garage_motorisée,Domotique,Porte_daccès_sécurisée,Niveau_K,Nombre_de_douches,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Piscine_extérieure,Surface_salle_à_manger,Orientation_de_la_terrasse,Feu_ouvert,Balcon,Espace_ouvert_sensible_à_leau__WORG,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Station_de_charge_électrique,Adoucisseur_deau,HammamSaunaJacuzzi,Adaptations_pour_les_seniors,Attestation__Citernes_à_mazout,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Attestation__Installation_électrique__Validité,Panneaux_solaires_thermiques,Appartement_de_service,Surface_du_dressing,Surface_de_la_véranda,Niveau_E,Attestation__Citernes_à_mazout__Validité,Clef_électronique
https://immovlan.be/fr/detail/maison/a-vendre/6800/libramont-chevigny/vbc87210,VBC87210,Maison à vendre,449000,Sur le Chene 30,6800 Libramont-Chevigny,Normal,1978,Immédiatement,5,273 m²,Non,Oui,,Oui,Equipée,4,Oui,780 m²,Oui,1259 m²,294 kWh/m²/an,Oui,,,,,Pas de risque d’inondation,Information non communiquée,,2,Mazout,Non,Non,16 m,,,28/05/2035,"oui, attestation non conforme",Non,,2,Double vitrage,,,,,Sud-est,,,35 m²,,3,Oui,16 m,Non,Oui,,,,2,Oui,,,73,,62513 kWh/an,,Américaine,,,,Oui,,,,26 m²,,12 m²,16 m²,16 m²,,16 m²,9 m²,,,,,,,,,,,26 m²,9 m²,,10 m²,Nord-ouest,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/liege/vbc87207,VBC87207,Appartement à vendre,215000,Rue Julien d'Andrimont 15 012,4000 Liège,Remis à neuf,,,2,88 m²,,Non,Non,,,,,,Oui,,140 kWh/m²/an,Non,,,,,Information non communiquée,Information non communiquée,Non,1,Gaz,Oui,Non,,,20250605014140,05/06/2035,"non, pas d'attestation",,Non,,,,,,,,Oui,,2 m²,1,,,,,,,,,,,,,,,12536 kWh/an,,,,,,,,,,,,,,,,,4 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt66261,RBT66261,Maison à vendre,575000,Grote Peperstraat 39,9100 Sint-Niklaas,,1850,Immédiatement,4,360 m²,,,Oui,,Equipée,2,Oui,,Oui,320 m²,236 kWh/m²/an,Non,,,,,Pas de risque d’inondation,Information non communiquée,,2,Gaz,Non,Non,,,20191106-0002214176-RES-1,,,Non,Non,,Double vitrage,,,Non,Non,Sud,,,,,,Non,,,,,,,5,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3650/dilsen-stokkem/rbt66253,RBT66253,Maison à vendre,389000,Meuffelstraatje 1 A,3650 Dilsen-Stokkem,Nouveau,2025,,4,235 m²,Non,Non,Oui,Oui,Equipée,,,,Oui,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,,,,,,,,pas d'application,Non,,,Double vitrage,Oui,,,Non,,Non,,,,1,,,Non,Non,Non,Non,Non,2,Oui,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,Oui,,Oui,Non,,,,,,,,,,,,,,,,,Non,Non,,1,,,Non,,,,,,,,,,,pas d'application,,,,,Non,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/willebroek/rbt66249,RBT66249,Maison à vendre,299000,Overwinningsstraat 160,2830 Willebroek,Normal,,A convenir,2,99 m²,Non,Non,Oui,Oui,Semi-équipée,2,Oui,103 m²,Oui,202 m²,391 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Gaz,Non,,,72 m²,20250520-0003605156-RES-1,,"oui, attestation conforme",Non,,,,,,,,Nord-ouest,,,,,2,,,Non,Non,Non,Non,Non,1,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,41 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2860/sint-katelijne-waver/rbt66214,RBT66214,Maison à vendre,550000,Irisstraat 7,2860 Sint-Katelijne-Waver,Nouveau,1933,A l’acte,6,407 m²,Non,Non,Oui,,Semi-équipée,3,Oui,,Oui,770 m²,492 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,,Non,,,,20230622-0002925608-RES-1,22/06/2033,pas d'application,Oui,,,,,,,,Nord,,,,,,,,Non,Non,Non,Non,Non,3,Oui,,Zone agricole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8370/blankenberge/rbt66206,RBT66206,Appartement à vendre,239900,,8370 Blankenberge,,,,1,136 m²,,Non,Non,Oui,,,Oui,,Oui,,338 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,,,,,86 m²,20230130-0002795258-RES-2,30/01/2033,"oui, attestation non conforme",,,5,,,,,,,,2,,1,5,,,Non,Non,Non,Oui,Non,1,Oui,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,Oui,,,,,,,,,,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8370/blankenberge/rbt66205,RBT66205,Appartement à vendre,220000,,8370 Blankenberge,,1966,,4,86 m²,,Non,Oui,,,,Oui,,,,274 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,,,,,86 m²,20230215-0002795357-RES-2,30/01/2033,"oui, attestation non conforme",,,,,,,,,,,2,,2,,,,Non,Non,Non,Non,Non,1,Oui,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,Oui,,,,,,,,,,,Ouest,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2840/rumst/rbt66244,RBT66244,Maison à vendre,280000,Vissersstraat 38,2840 Rumst,Normal,,A partir du : 01/10/2025,2,68 m²,Non,Non,Oui,,Super équipée,3,Oui,,,111 m²,178 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Gaz,Non,,,33 m²,20240108-0003080519-RES-1,08/01/2034,"oui, attestation conforme",Non,,,,,,,,Nord-ouest,,,,,,,,Non,Non,Non,Non,Non,2,Oui,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,Oui,,,,,,,,,,,,30 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8620/nieuwpoort/rbt66200,RBT66200,Appartement à vendre,189000,Franslaan 150 0407,8620 Nieuwpoort,Excellent,2002,,1,50 m²,Oui,Non,Non,,,,Oui,,Oui,,145 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,,Oui,,,,,,"oui, attestation non conforme",,,,Double vitrage,,,,,,,8,,4,,,,Non,Non,Non,Non,Non,1,Oui,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,Sud-ouest,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4020/liege/vbc87152,VBC87152,Appartement à vendre,339000,Avenue Albert Mahiels 7,4020 Liège,Remis à neuf,,,3,120 m²,,Non,Non,,,,,,,,181 kWh/m²/an,Non,,,,,Information non communiquée,Information non communiquée,Non,1,Gaz,Non,Non,,,20240404011649,04/04/2034,"non, pas d'attestation",,Non,,Double vitrage,,,,,,Oui,,,3,,,,,,,,,,,,,,,22839 kWh/an,,,,,,,,,,,,,,,,,4 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4470/saint-georges-sur-meuse/vbc87151,VBC87151,Maison à vendre,149000,Rue Mallieue 23,4470 Saint-Georges-sur-Meuse,À rénover,,,2,92 m²,,Non,Oui,,,,,,,206 m²,213 kWh/m²/an,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Electrique,Non,Non,,,20160202027070,02/02/2026,"non, pas d'attestation",,Non,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,213,,19719 kWh/an,,,,,,,,,,,,,,,,,3 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6250/pont-de-loup/vbc77889,VBC77889,Maison à vendre,199990,,6250 Pont-de-Loup,À rénover,,Immédiatement,2,152 m²,Non,Non,Non,,,3,Oui,,Oui,,425 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Gaz,Non,,,112 m²,20240911000623,11/09/2034,"oui, attestation conforme",,,,,,,,,Sud-est,,1,,,,,,Non,Non,Non,Non,Non,1,Oui,,,,,,,,,,,,Oui,,,28 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8680/koekelare/rbs94238,RBS94238,Maison à vendre,105000,Sterrestraat 152,8680 Koekelare,,1956,A l’acte,2,89 m²,,Non,Oui,,,3,Oui,,,220 m²,743 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Gaz,Non,Non,4 m,,20240122-0003117935-RES-1,,,Non,Non,,Simple vitrage,,,Non,Non,Nord-ouest,,,,,,,6 m,Non,Non,Non,Non,Non,1,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,38 m,,,,,,,,,,,Non,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/7800/ath/vbc73015,VBC73015,Rez-de-chaussée à vendre,140000,Esplanade 15,7800 Ath,À rénover,,A l’acte,1,62 m²,Non,,,,,2,,,Oui,,303 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,Oui,,,,,,"oui, attestation conforme",,,,Double vitrage,,,,,,Oui,,,,,,,,,,,,2,Oui,,,,,22667 kWh/an,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8940/wervik/rwc38486,RWC38486,Appartement à vendre,149000,Sint Maartensplein 1 E,8940 Wervik,Normal,1981,A l’acte,2,90 m²,,Non,Oui,Oui,Super équipée,2,,,Oui,,290 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Gaz,Oui,Oui,,,,,"oui, attestation non conforme",,Non,,Double vitrage,Oui,Non,Non,Non,,Oui,2,,1,,,,Non,,,Oui,Oui,,Oui,,,,15 m²,,1,Indépendante,Oui,Non,,Oui,Oui,,,,,,,,,,,,,,Oui,90 m²,Non,Non,Oui,,,,,Non,,,Non,,,,Non,,Non,Non,pas d'application,Oui,Oui,Oui,,,Non,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4470/saint-georges-sur-meuse/vbc75234,VBC75234,Appartement à vendre,470000,Rue Bailesse 13 11,4470 Saint-Georges-sur-Meuse,Excellent,2019,A l’acte,3,166 m²,,Oui,,,Super équipée,2,Oui,,Oui,,80 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,,2,Gaz,Oui,Oui,,,,20/02/2029,"oui, attestation conforme",,,,,,,,,,Oui,3,10 m²,,1,,,,,,,,2,Oui,,,16,,,,,,,,Oui,,,,35 m²,,18 m²,25 m²,14 m²,6 m²,15 m²,,,,,,,,,,,2,,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7861/wannebecq/vbc59815,VBC59815,Maison à vendre,220000,Rue Trieu 29,7861 Wannebecq,Normal,,A l’acte,3,159 m²,Non,Oui,Oui,Oui,,3,Oui,410 m²,,623 m²,508 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,1,Mazout,,,14 m,,,,"oui, attestation non conforme",,,1,,,,,,,,2,,,,,14 m,,,,,,1,,,,,,80667 kWh/an,,,,,,,,,,34 m²,,8 m²,12 m²,17 m²,16 m²,24 m²,5 m²,,45 m,25 m²,,,,,,,,,,,,,,,,,,,,,,,,,04/01/2025,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6060/gilly/vwd12849,VWD12849,Maison à vendre,59000,,6060 Gilly,À rénover,,Immédiatement,4,122 m²,,Oui,Oui,,,2,Oui,,,,619 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,,Non specifié,,,,,20211024001412,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6560/hantes-wiheries/vbc76521,VBC76521,Maison à vendre,195000,,6560 Hantes-Wihéries,,,,3,140 m²,,Non,Oui,,,3,Oui,,Oui,210 m²,409 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Non,,Non specifié,,,,,20250512019277,,,,,,,,,,,,,,65 m²,,,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,36 m²,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6560/erquelinnes/vbc66240,VBC66240,Maison à vendre,80000,,6560 Erquelinnes,,,,2,75 m²,,Non,Oui,,,2,Oui,100 m²,Oui,180 m²,495 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Non,1,Non specifié,,,,,20250221013778,,,,,,,,,,,,,,15 m²,,,,,Non,Non,Non,Non,Non,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1420/braine-l-alleud/vbc44602,VBC44602,Villa à vendre,610000,,1420 Braine-l'Alleud,Normal,1966,,3,200 m²,Non,Oui,,Oui,Super équipée,4,Oui,800 m²,Oui,1500 m²,388 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Oui,2,Gaz,Non,,12 m,,,20/10/2024,"oui, attestation conforme",,,2,Double vitrage,,,,,,,,,,4,,12 m,,,,,,2,Oui,,,71,,78591 kWh/an,,,,,,Oui,Oui,Oui,,61 m²,,14 m²,14 m²,12 m²,,18 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1410/waterloo/vbc44601,VBC44601,Villa à vendre,610000,,1410 Waterloo,Normal,1966,,3,200 m²,,Oui,,Oui,Super équipée,4,Oui,800 m²,Oui,1500 m²,388 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Oui,2,Gaz,Non,,12 m,,,20/10/2024,"oui, attestation conforme",,,2,Double vitrage,,,,,,,,,,4,,12 m,,,,,,2,Oui,,,71,,78591 kWh/an,,,,,,Oui,Oui,Oui,,61 m²,,14 m²,14 m²,12 m²,,18 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7110/houdeng-aimeries/vbc49149,VBC49149,Appartement à vendre,98000,Rue de l'Infante Isabelle 107,7110 Houdeng-Aimeries,,,,,,,Non,Oui,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,Non,1,,,,,,20250313034632,,"non, pas d'attestation",,,,,,,,,,,,,2,1,,,Non,Non,Non,Non,Non,,,,,5392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6010/couillet/vbc75085,VBC75085,Maison à vendre,179000,Rue Maximilien Luce 36,6010 Couillet,Normal,,,5,140 m²,Non,,,,,3,,,Oui,145 m²,493 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,Non,Non,,,,,,,,,,,,,,,,1,6 m²,,,,,,,,,,2,,,,,,87046 kWh/an,,,,,,,,,,,,16 m²,14 m²,14 m²,,,,,,,,,,,,,1,11 m²,8 m²,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8680/koekelare/rbt26655,RBT26655,Maison à vendre,359000,Populiereweg 28,8680 Koekelare,,1978,A partir du : 01/12/2025,3,204 m²,,Non,Non,Oui,Equipée,4,Oui,,,740 m²,313 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Mazout,Non,Non,12 m,,Certificaat-20250430-0003589836-RES-1,,,Non,Non,2,,,,Non,Non,,,,,,2,,19 m,Non,Non,Non,Non,Non,1,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,36 m,,,,,,,,,,,Non,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1140/evere/vbc51183,VBC51183,Appartement à vendre,229000,,1140 Evere,,,,2,100 m²,,Non,Non,Oui,,2,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,Non,1,Mazout,,,,,,,,,,1,,,,,,,,,6 m²,3,,,,Non,Non,Non,Non,Non,,,,,,,,1,,,,,,,,,30 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/8660/la-panne/rbt41665,RBT41665,Duplex à vendre,329000,Duinkerkelaan 36 0502,8660 La Panne,,2007,,3,103 m²,,,Non,,Equipée,,,,Oui,,112 kWh/m²/an,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Gaz,Oui,Non,,,20241113-0003443404-RES-1,,,Non,Non,,,,,Non,Non,,,8,,5,1,Oui,,Non,Non,Non,Non,Non,1,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5650/walcourt/vbc45914,VBC45914,Maison à vendre,99000,Domaine de Pumont 2,5650 Walcourt,À rénover,,A l’acte,2,89 m²,Oui,,,Oui,Equipée,4,Oui,,Oui,,785 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Oui,1,Bois,,,,,,04/03/2035,"oui, attestation non conforme",,,1,Double vitrage,,,,,,,,,,2,,,Non,,,,,1,Oui,,,3,,70144 kWh/an,1,Américaine,,,,Oui,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8432/leffinge/rbt03440,RBT03440,Maison à vendre,249000,Leffingestraat 20,8432 Leffinge,,1962,A l’acte,3,121 m²,,Non,Oui,Oui,Non équipée,4,Oui,,,356 m²,762 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Gaz,Non,Non,8 m,,20250212-0003528573-RES-1,,,Non,Non,1,Double vitrage,,,Non,Non,Sud,,,,,2,,12 m,Non,Non,Non,Non,Non,2,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,27 m,,,,,,,,,,,Non,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6560/erquelinnes/vbc74798,VBC74798,Maison à vendre,285000,,6560 Erquelinnes,,,,3,185 m²,,Non,Oui,,,4,Oui,740 m²,Oui,821 m²,471 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Non,1,Non specifié,,,,,20250428003309,,,,,,,,,,,,,,20 m²,,2,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,40 m²,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6200/chatelet/vbc61899,VBC61899,Appartement à vendre,189000,,6200 Châtelet,Normal,1994,,2,,Non,Oui,Oui,,,2,,,,,188 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,Oui,Oui,,,,25/03/2035,,,,,Double vitrage,,,,,Nord-ouest,Oui,4,,4,,Oui,,Oui,,,,,1,Oui,,,35,,19147 kWh/an,,,,,,Oui,Oui,,,40 m²,,13 m²,8 m²,,,,6 m²,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8500/courtrai/rbt02313,RBT02313,Maison à vendre,158000,,8500 Courtrai,,1918,A l’acte,2,143 m²,,Non,Oui,,,2,Oui,,,135 m²,807 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Electrique,Non,Non,4 m,,20250331-0001872786-RES-2,,,Non,Non,,Simple vitrage,,,Non,Non,,,3,,,,,4 m,Non,Non,Non,Non,Non,1,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8800/roeselare/rbt45961,RBT45961,Appartement à vendre,174000,Kokelaarstraat 19 9,8800 Roeselare,Remis à neuf,1974,,2,79 m²,,Non,Non,Oui,,2,Oui,,Oui,,291 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,,Oui,,,,20220629-0002632264-RES-2,29/06/2032,"oui, attestation conforme",Oui,,1,,,,Oui,,,,4,,4,,Oui,,Non,Non,Non,Non,Non,1,Oui,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,Oui,,,,,,,,,,,Sud,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1400/nivelles/vbc82916,VBC82916,Maison à vendre,390000,Rue Paquette 12,1400 Nivelles,Normal,1950,A l’acte,3,149 m²,Non,Oui,,Oui,Equipée,2,Oui,88 m²,Oui,212 m²,307 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,Non,Non,6 m,,,19/05/2035,"oui, attestation non conforme",Non,,2,Double vitrage,,,,,,,4,20 m²,,,Oui,6 m,Oui,Oui,,,,2,Oui,,,56,,,,Américaine,,,,Oui,,,,32 m²,,10 m²,15 m²,40 m²,35 m²,10 m²,6 m²,Sud,36 m,,,,,,,,2,,,Non,14 m²,Sud,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1325/chaumont-gistoux/vbc44488,VBC44488,Appartement à vendre,599000,Corniche d'Or 3,1325 Chaumont-Gistoux,Nouveau,2023,Immédiatement,2,135 m²,,,Oui,Oui,Super équipée,3,,,Oui,,85 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,Oui,,,,,,"oui, attestation conforme",,,1,Double vitrage,,,,,,Oui,2,29 m²,,,,,,,,,,2,Oui,,,18,,,,,,,,Oui,Oui,,,60 m²,,16 m²,15 m²,,,11 m²,8 m²,,,,,,,,,,1,,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1325/chaumont-gistoux/vbc44078,VBC44078,Appartement à vendre,499000,Corniche d'Or 4,1325 Chaumont-Gistoux,Nouveau,2023,Immédiatement,2,133 m²,,,,Oui,Super équipée,2,Oui,,Oui,,80 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,Oui,,,,,,"oui, attestation conforme",,,,Double vitrage,,,,,,Oui,2,14 m²,0,,,,,,,,,2,,,,17,,,,,,,,Oui,Oui,,,,,22 m²,16 m²,,,,8 m²,,,,,,,,,,1,,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5100/jambes/vbc55980,VBC55980,Appartement à vendre,199000,Rue des Cotelis Jambois 1 C2,5100 Jambes,Normal,,,2,78 m²,Non,Non,Non,Oui,Semi-équipée,,Non,,Non,,213 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Non,1,,Non,,,,20250322009043,,pas d'application,,,1,,,,,,,,,,2,,,,Non,Non,Non,Non,Non,1,,,,,,17748 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
