ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Surface_du_séjour,Grenier,Véranda,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Orientation_de_la_terrasse,Surface_totale_du_terrain,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Attestation__Installation_électrique,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Caves,Salle_à_manger,Dressing,Buanderie,Local_vélo,Surface_constructible,Référence_PEB,Emission_de_CO2,Nombre_détages_de_limmeuble,Garage,Porte_de_garage_motorisée,Clef_électronique,Panneaux_solaires_thermiques,Chauffage_au_sol,Air_conditionné,Domotique,Alarme_antieffraction,HammamSaunaJacuzzi,Feu_ouvert,Raccordé_au_gaz_de_ville,Balcon,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_salle_à_manger,Nombre_de_Garages,Surface_chambre_à_coucher_5,Possibilités_pour_profession_libérale,Nombre_de_place_de_parking_intérieur,Citerne_à_eau_de_pluie,Panneaux_solaires,Surface_du_grenier,Parlophone,Étage_de_lappartement,Surface_du_dressing,Pompe_à_chaleur,Surface_des_caves,Surface_du_garage,Orientation_du_jardin,Porte_daccès_sécurisée,Maison_basse_énergie,Compteur_deau_individuel,Attestation__Installation_électrique__Validité,Surface_totale,Compteur_Bihoraire,Surface_du_bureau,Attestation__Citernes_à_mazout__Validité,Station_de_charge_électrique,Profondeur_du_terrain,Appartement_de_service
https://immovlan.be/fr/detail/villa/a-vendre/6900/marche-en-famenne/vbc58671,VBC58671,Villa à vendre,345000,Rue du Progrès 5,6900 Marche-en-Famenne,Normal,Non,,Immédiatement,5,11 m²,15 m²,12 m²,18 m²,170 m²,Non,35 m²,Oui,,Equipée,,11 m²,2,,2,,,Double vitrage,Non,Non,,,,1,Oui,1338 m²,Oui,,,,,,Oui,,540 kWh/m²/an,93360 kWh/an,,"oui, attestation non conforme",Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,Oui,,,,,1338 m²,202212040013699,134,,Oui,Non,Non,,Non,Non,Non,Non,Non,Non,Non,Non,pas d'application,Non,Non,,,11 m²,,1,,Non,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbc57504,VBC57504,Appartement à vendre,,Rue des Tilleuls 6 1,6900 Marche-en-Famenne,Normal,,2024,,2,,,,,86 m²,,,Non,Non,,,,1,,,,Air pulsé,Double vitrage,Oui,Non,Sud-est,,,,,,Oui,7 m²,,,,,,,,,05/07/2034,"non, pas d'attestation",,Non,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,20240705504329,,3,Oui,,,,Oui,,,,,,,,,,Non,,,,,,,Oui,,Oui,1,,Oui,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc56223,VBC56223,Maison à vendre,159000,Chaussée de Marenne 16,6900 Marche-en-Famenne,Normal,Oui,1918,,2,13 m²,25 m²,,,98 m²,Non,13 m²,Oui,,Semi-équipée,Kitchenette,11 m²,2,1,2,,Mazout,Double vitrage,Non,Non,Sud-est,2,,,Oui,140 m²,Oui,8 m²,Nord-ouest,140 m²,,Oui,Oui,Non,246 kWh/m²/an,27876 kWh/an,,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,61,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc55614,VBC55614,Maison à vendre,225000,Chaussée de l'Ourthe 55,6900 Marche-en-Famenne,Normal,Non,,Immédiatement,5,16 m²,16 m²,16 m²,12 m²,180 m²,Non,32 m²,Oui,,Equipée,,14 m²,1,,2,,Bois,Double vitrage,Non,Non,,,,,Oui,298 m²,,,,,,,Oui,,246 kWh/m²/an,46555 kWh/an,,"oui, attestation conforme",Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,Oui,,,,,298 m²,202441010010315,61,,,Non,Non,,Non,Non,Non,Non,Non,Non,Non,Non,pas d'application,Non,Non,,,11 m²,,,,Non,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbc51331,VBC51331,Appartement à vendre,,,6900 Marche-en-Famenne,,,,,2,16 m²,11 m²,,,98 m²,Non,35 m²,,,,,,1,,,,Gaz,Double vitrage,Oui,Oui,,,,,,,Oui,5 m²,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,Oui,,,1,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc50148,VBC50148,Maison à vendre,339000,Les Eglantines 5,6900 Marche-en-Famenne,Normal,Non,1984,A l’acte,4,19 m²,22 m²,17 m²,14 m²,256 m²,Non,40 m²,,,Equipée,Américaine,20 m²,1,1,2,,Mazout,Double vitrage,Non,Non,,4,,,Oui,841 m²,Oui,10 m²,,841 m²,,,Oui,Non,257 kWh/m²/an,56574 kWh/an,04/03/2035,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,63,3,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,52 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbc48566,VBC48566,Appartement à vendre,265800,Rue du Luxembourg 71,6900 Marche-en-Famenne,,,2025,,2,14 m²,10 m²,,,100 m²,Non,34 m²,,,Super équipée,,,1,1,1,,,Double vitrage,Oui,Oui,,,,9,Oui,,Oui,8 m²,Sud-ouest,,,Oui,Oui,Non,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,3,Oui,,,,,,,,,,Oui,,,,,,,,,15,,,,Oui,1,,,,,,,,,,,,,,Oui,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbc48565,VBC48565,Appartement à vendre,269100,Rue du Luxembourg 71,6900 Marche-en-Famenne,,,2025,,2,13 m²,8 m²,,,91 m²,Non,32 m²,,,Super équipée,,,1,1,1,,,Double vitrage,Oui,Oui,,,,9,Oui,50 m²,Oui,12 m²,Sud-ouest,,,Oui,Oui,Non,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,3,Oui,,,,,,,,,,Oui,,,,,,,,,15,,,,Oui,1,,,,,,,,,,,,,,Oui,,
https://immovlan.be/fr/detail/villa/a-vendre/6900/marche-en-famenne/vbc05144,VBC05144,Villa à vendre,435000,Rue des Rossignols 28,6900 Marche-en-Famenne,Normal,Non,,Immédiatement,4,17 m²,30 m²,31 m²,18 m²,246 m²,Non,60 m²,Oui,,Equipée,,13 m²,2,,2,,,Double vitrage,Non,Non,,,,1,Oui,,Oui,18 m²,,,,,Oui,,270 kWh/m²/an,103547 kWh/an,,,Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,Oui,,,,,1971 m²,20250115006606,50,,Oui,Non,Non,,Oui,Non,Non,Non,Non,Oui,Oui,Non,pas d'application,Non,Non,,,,,1,,Non,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbc44899,VBC44899,Appartement à vendre,108500,Place de l'Étang 11,6900 Marche-en-Famenne,Normal,Non,,Immédiatement,1,11 m²,,,,56 m²,Non,16 m²,,,,,,,,2,,,Double vitrage,Oui,Non,,,,1,,,,,,,,,Oui,,,,,,Non,Non,Non,Information non communiquée,Information non communiquée,,,,,,,,,,,Non,Non,,Non,Oui,Non,Non,Non,Non,Non,Non,,Non,Non,,,,,,,Non,,,0,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbc37288,VBC37288,Appartement à vendre,295000,Avenue de la Toison d'Or 61C 21,6900 Marche-en-Famenne,Excellent,,2008,,2,17 m²,12 m²,,,96 m²,Non,33 m²,,,Equipée,Américaine,6 m²,2,2,3,6 m²,Gaz,,Oui,Oui,,,,,,,Oui,8 m²,,,,,,Non,302 kWh/m²/an,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,57,2,Oui,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbc35811,VBC35811,Appartement à vendre,269000,Route de Waillet 17/03 17,6900 Marche-en-Famenne,Normal,Non,2017,A l’acte,2,12 m²,11 m²,,,92 m²,Non,34 m²,,,Equipée,Américaine,8 m²,1,1,1,5 m²,Gaz,,Oui,Oui,,,,1,Oui,,Oui,15 m²,,,,,,Non,117 kWh/m²/an,10948 kWh/an,,"oui, attestation conforme",Oui,Oui,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,Oui,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc34420,VBC34420,Maison à vendre,279000,Rue de la Baronne 5,6900 Marche-en-Famenne,Excellent,Non,,A l’acte,3,21 m²,13 m²,40 m²,,155 m²,Non,16 m²,Oui,,Equipée,Américaine,21 m²,1,1,1,,Gaz,Double vitrage,Non,Non,Nord-est,2,,,Oui,239 m²,Oui,20 m²,Sud-ouest,239 m²,,,,Non,190 kWh/m²/an,32669 kWh/an,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,32,3,Oui,,,,,,,,,,,,,,,,1,,,1,,Oui,,,,,,,28 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc29200,VBC29200,Maison à vendre,285000,Rue des Bergeronnettes 29,6900 Marche-en-Famenne,Normal,Non,1984,,5,12 m²,12 m²,12 m²,13 m²,191 m²,Non,38 m²,Oui,,Equipée,Américaine,6 m²,2,2,2,,Mazout,Double vitrage,Non,Non,,4,,,Oui,1810 m²,Oui,40 m²,,1810 m²,,,,Non,297 kWh/m²/an,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,160,2,,,,,,,,,,,,,,,,,,13 m²,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbc28109,VBC28109,Appartement à vendre,284100,,6900 Marche-en-Famenne,Nouveau,,2025,,2,13 m²,8 m²,,,91 m²,Non,32 m²,,,,,,1,,1,,Gaz,Double vitrage,Oui,Oui,,2,,,Oui,50 m²,Oui,12 m²,Ouest,,,,,Non,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,0,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbc27443,VBC27443,Appartement à vendre,295000,Rue du Luxembourg 41 C01,6900 Marche-en-Famenne,Excellent,Non,,Immédiatement,3,9 m²,13 m²,8 m²,,103 m²,Non,30 m²,,,Equipée,,5 m²,2,,2,,,Double vitrage,Oui,Non,,,,,,,Oui,3 m²,,,,,Oui,,126 kWh/m²/an,13776 kWh/an,,"oui, attestation conforme",Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,20246530021666,30,,,Non,Non,,Non,Non,Non,Non,Non,Non,Oui,Non,pas d'application,Oui,Non,,,,,,,Non,,,0,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6900/marche-en-famenne/vbc27162,VBC27162,Immeuble mixte à vendre,395000,Rue Victor Libert 6,6900 Marche-en-Famenne,À rénover,,1900,A l’acte,6,20 m²,18 m²,23 m²,16 m²,356 m²,Non,,,,Equipée,Américaine,,3,2,3,,Mazout,,Non,Non,,2,,,Oui,206 m²,Oui,,,206 m²,,,,Non,286 kWh/m²/an,,,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,71,4,Oui,,,,,,,,,,,,,,,,,23 m²,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc21866,VBC21866,Maison à vendre,319000,Au Trou des Lutons 8,6900 Marche-en-Famenne,Normal,Non,2012,A l’acte,3,18 m²,13 m²,10 m²,,145 m²,Non,,,,Equipée,Américaine,,1,1,2,,Mazout,Double vitrage,Non,Non,Nord-est,2,,,Oui,1488 m²,Oui,10 m²,Sud-ouest,1488 m²,,Oui,Oui,Non,125 kWh/m²/an,17255 kWh/an,,"non, pas d'attestation",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,31,2,Oui,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbc16713,VBC16713,Appartement à vendre,252000,Rue du Luxembourg 71,6900 Marche-en-Famenne,,,2025,,2,12 m²,9 m²,,,87 m²,Non,35 m²,,,Super équipée,,,1,1,1,,,Double vitrage,Oui,Oui,,,,9,Oui,,Oui,10 m²,Sud-ouest,,,Oui,Oui,Non,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,3,Oui,,,,,,,,,,Oui,,,,,,,,,15,,,,Oui,1,,,,,,,,,,,,,,Oui,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc06623,VBC06623,Maison à vendre,298500,Chemin de Champlon 39,6900 Marche-en-Famenne,À rénover,Non,,Immédiatement,4,11 m²,10 m²,10 m²,13 m²,118 m²,Non,28 m²,Oui,,Equipée,,11 m²,1,,1,,,Double vitrage,Non,Non,,,,1,Oui,,,,,,,,Oui,,542 kWh/m²/an,63796 kWh/an,,"oui, attestation conforme",Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,Oui,,,,,899 m²,20241122002644,134,,Oui,Non,Non,,Non,Non,Non,Non,Non,Non,Non,Non,pas d'application,Non,Non,,,,,1,,Non,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbb57193,VBB57193,Appartement à vendre,295000,,6900 Marche-en-Famenne,Nouveau,,2021,,2,16 m²,14 m²,,,88 m²,Non,,,,Equipée,Américaine,,1,1,1,,Gaz,,Oui,Oui,,2,,,,,Oui,16 m²,,,,,,Non,52 kWh/m²/an,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,11,6,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbb09941,VBB09941,Appartement à vendre,231000,Rue du Luxembourg 71,6900 Marche-en-Famenne,,,2025,,2,13 m²,8 m²,,,81 m²,Non,27 m²,,,Super équipée,,,1,1,1,,,Double vitrage,Oui,Oui,,,,9,Oui,,Oui,6 m²,Sud-ouest,,,Oui,Oui,Non,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,3,Oui,,,,,,,,,,Oui,,,,,,,,,15,,,,Oui,1,,,,,,,,,,,,,,Oui,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbb09940,VBB09940,Appartement à vendre,276000,Rue du Luxembourg 71,6900 Marche-en-Famenne,,,2025,,2,13 m²,10 m²,,,96 m²,Non,40 m²,,,Super équipée,,,1,1,1,,,Double vitrage,Oui,Oui,,,,9,Oui,,Oui,10 m²,Sud-ouest,,,Oui,Oui,Non,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,3,Oui,,,,,,,,,,Oui,,,,,,,,,15,,,,Oui,1,,,,,,,,,,,,,,Oui,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbb09939,VBB09939,Appartement à vendre,252000,Rue du Luxembourg 71,6900 Marche-en-Famenne,,,2025,,2,12 m²,9 m²,,,87 m²,Non,35 m²,,,Super équipée,,,1,1,1,,,Double vitrage,Oui,Oui,,,,9,Oui,,Oui,10 m²,Sud-ouest,,,Oui,Oui,Non,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,3,Oui,,,,,,,,,,Oui,,,,,,,,,15,,,,Oui,1,,,,,,,,,,,,,,Oui,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbb09938,VBB09938,Appartement à vendre,248000,Rue du Luxembourg 71,6900 Marche-en-Famenne,,,2025,,1,15 m²,,,,87 m²,Non,34 m²,,,Super équipée,,,1,1,1,,,Double vitrage,Oui,Oui,,,,9,Oui,,Oui,6 m²,Sud-ouest,,,Oui,Oui,Non,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,3,Oui,,,,,,,,,,Oui,,,,,,,,,15,,,,Oui,1,,,,,,,,,,,,,,Oui,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbb09937,VBB09937,Appartement à vendre,286000,Rue du Luxembourg 71,6900 Marche-en-Famenne,,,2025,,2,14 m²,10 m²,,,100 m²,Non,34 m²,,,Super équipée,,,1,1,1,,,Double vitrage,Oui,Oui,,,,9,Oui,,Oui,8 m²,Sud-ouest,,,Oui,Oui,Non,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,3,Oui,,,,,,,,,,Oui,,,,,,,,,15,,,,Oui,1,,,,,,,,,,,,,,Oui,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbb09936,VBB09936,Appartement à vendre,292600,Rue du Luxembourg 71,6900 Marche-en-Famenne,,,2025,,2,13 m²,10 m²,,,103 m²,Non,44 m²,,,Super équipée,,,1,1,1,,,Double vitrage,Oui,Oui,,,,9,Oui,,Oui,8 m²,Sud-ouest,,,Oui,Oui,Non,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,3,Oui,,,,,,,,,,Oui,,,,,,,,,15,,,,Oui,1,,,,,,,,,,,,,,Oui,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbb09935,VBB09935,Appartement à vendre,296700,Rue du Luxembourg 71,6900 Marche-en-Famenne,,,2025,,2,13 m²,10 m²,,,104 m²,Non,44 m²,,,Super équipée,,,1,1,1,,,Double vitrage,Oui,Oui,,,,9,Oui,,Oui,8 m²,Sud-ouest,,,Oui,Oui,Non,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,3,Oui,,,,,,,,,,Oui,,,,,,,,,15,,,,Oui,1,,,,,,,,,,,,,,Oui,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbb09934,VBB09934,Appartement à vendre,290400,Rue du Luxembourg 71,6900 Marche-en-Famenne,,,2025,,2,14 m²,10 m²,,,103 m²,Non,40 m²,,,Super équipée,,,1,1,1,,,Double vitrage,Oui,Oui,,,,9,Oui,,Oui,6 m²,Sud-ouest,,,Oui,Oui,Non,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,3,Oui,,,,,,,,,,Oui,,,,,,,,,15,,,,Oui,1,,,,,,,,,,,,,,Oui,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbb09933,VBB09933,Appartement à vendre,280800,Rue du Luxembourg 71,6900 Marche-en-Famenne,,,2025,,2,14 m²,10 m²,,,100 m²,Non,34 m²,,,Super équipée,,,1,1,1,,,Double vitrage,Oui,Oui,,,,9,Oui,,Oui,8 m²,Sud-ouest,,,Oui,Oui,Non,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,3,Oui,,,,,,,,,,Oui,,,,,,,,,15,,,,Oui,1,,,,,,,,,,,,,,Oui,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbb09932,VBB09932,Appartement à vendre,287300,Rue du Luxembourg 71,6900 Marche-en-Famenne,,,2025,,2,13 m²,10 m²,,,103 m²,Non,44 m²,,,Super équipée,,,1,1,1,,,Double vitrage,Oui,Oui,,,,9,Oui,,Oui,8 m²,Sud-ouest,,,Oui,Oui,Non,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,3,Oui,,,,,,,,,,Oui,,,,,,,,,15,,,,Oui,1,,,,,,,,,,,,,,Oui,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbb09931,VBB09931,Appartement à vendre,291400,Rue du Luxembourg 71,6900 Marche-en-Famenne,,,2025,,2,13 m²,10 m²,,,104 m²,Non,44 m²,,,Super équipée,,,1,1,1,,,Double vitrage,Oui,Oui,,,,9,Oui,,Oui,8 m²,Sud-ouest,,,Oui,Oui,Non,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,3,Oui,,,,,,,,,,Oui,,,,,,,,,15,,,,Oui,1,,,,,,,,,,,,,,Oui,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbb09930,VBB09930,Appartement à vendre,285200,Rue du Luxembourg 71,6900 Marche-en-Famenne,,,2025,,2,14 m²,10 m²,,,103 m²,Non,40 m²,,,Super équipée,,,1,1,1,,,Double vitrage,Oui,Oui,,,,9,Oui,,Oui,6 m²,Sud-ouest,,,Oui,Oui,Non,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,3,Oui,,,,,,,,,,Oui,,,,,,,,,15,,,,Oui,1,,,,,,,,,,,,,,Oui,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbb09929,VBB09929,Appartement à vendre,284100,Rue du Luxembourg 71,6900 Marche-en-Famenne,,,2025,,2,13 m²,8 m²,,,91 m²,Non,32 m²,,,Super équipée,,,1,1,1,,,Double vitrage,Oui,Oui,,,,9,Oui,50 m²,Oui,12 m²,Sud-ouest,,,Oui,Oui,Non,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,3,Oui,,,,,,,,,,Oui,,,,,,,,,15,,,,Oui,1,,,,,,,,,,,,,,Oui,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbb09928,VBB09928,Appartement à vendre,314300,Rue du Luxembourg 71,6900 Marche-en-Famenne,,,2025,,2,12 m²,10 m²,,,103 m²,Non,43 m²,,,Super équipée,,,1,,1,,,Double vitrage,Oui,Oui,,,,9,Oui,39 m²,Oui,17 m²,Sud-ouest,,,Oui,Oui,Non,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,3,Oui,,,,,,,,,,Oui,,,,,,,,,15,,,,Oui,1,,,,,,,,,,,,,,Oui,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbb09927,VBB09927,Appartement à vendre,315400,Rue du Luxembourg 71,6900 Marche-en-Famenne,,,2025,,2,12 m²,10 m²,,,103 m²,Non,43 m²,,,Super équipée,,,1,,1,,,Double vitrage,Oui,Oui,,,,9,Oui,38 m²,Oui,16 m²,Sud-ouest,,,Oui,Oui,Non,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,3,Oui,,,,,,,,,,Oui,,,,,,,,,15,,,,Oui,1,,,,,,,,,,,,,,Oui,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbb09926,VBB09926,Appartement à vendre,285300,Rue du Luxembourg 71,6900 Marche-en-Famenne,,,2025,,2,12 m²,9 m²,,,97 m²,Non,39 m²,,,Super équipée,,,1,,1,,,Double vitrage,Oui,Oui,,,,9,Oui,30 m²,Oui,10 m²,Sud-ouest,,,Oui,Oui,Non,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,,Oui,,,,,,,,,,Oui,,,,,,,,,15,,,,Oui,1,,,,,,,,,,,,,,Oui,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vba82854,VBA82854,Appartement à vendre,,,6900 Marche-en-Famenne,,Oui,,,2,15 m²,15 m²,,,105 m²,Non,39 m²,,,,,,1,,,,Gaz,Double vitrage,Oui,Oui,,,,,Oui,94 m²,Oui,13 m²,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,5,Oui,,,,,,,Oui,,,,,,,,,,,,1,,Oui,,,1,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vba38852,VBA38852,Appartement à vendre,550000,Rue de la Commanderie 8,6900 Marche-en-Famenne,Normal,,,,2,14 m²,9 m²,,,216 m²,,,,,,,,1,,3,12 m²,,Double vitrage,,,Nord-ouest,4,9 m,7,Oui,1041 m²,Oui,83 m²,,,9 m,Oui,Oui,,206 kWh/m²/an,35684 kWh/an,,,,,,Information non communiquée,Information non communiquée,Oui,,,,,,,9,2,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,87 m²,,,,,,,,,,,,42 m,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vba32953,VBA32953,Maison à vendre,249000,Ch. de Rochefort 69,6900 Marche-en-Famenne,Normal,,1957,,3,16 m²,19 m²,16 m²,,135 m²,Non,18 m²,Oui,Oui,Semi-équipée,Kitchenette,27 m²,1,1,2,,Mazout,Double vitrage,Non,Non,Nord-est,2,6 m,,Oui,729 m²,Oui,24 m²,Sud-ouest,729 m²,6 m,Oui,Oui,Non,349 kWh/m²/an,50375 kWh/an,,,,,,Pas de risque d’inondation,Riveraine d’une zone inondable délimitée,Oui,,,,,,,86,2,Oui,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,63 m²,,,,,,,,,,,70 m,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vaz81741,VAZ81741,Appartement à vendre,,,6900 Marche-en-Famenne,,,,,0,,,,,,Non,,,,,,,,,,,,,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,Oui,,,,,Non,,,,,,,,,,,,,,Non
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vaz81740,VAZ81740,Appartement à vendre,,,6900 Marche-en-Famenne,,,,,0,,,,,,Non,,,,,,,,,,,,,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,Oui,,,,,Non,,,,,,,,,,,,,,Non
