ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_toilettes,Parlophone,Ascenseur,Étage_de_lappartement,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_constructible,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Attestation__Installation_électrique,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Disponibilité_du_bien,Type_de_chauffage,Type_de_vitrage,Air_conditionné,Alarme_antieffraction,Accessible_aux_moins_valides,Nombre_de_façades,Surface_totale_du_terrain,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Balcon,Conso_spécifique_dénergie_primaire,Référence_PEB,Le_bien_fait_lobjet_dun_droit_de_préemption,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Largeur_de_la_façade,Etat_du_bien,Surface_de_la_terrasse,Surface_chambre_à_coucher_1,Meublé,Surface_du_séjour,Équipement_de_la_cuisine,Surface_de_la_cuisine,Nombre_de_douches,Orientation_de_la_façade_du_bien,Raccordé_aux_égouts,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Panneaux_solaires,Panneaux_solaires_thermiques,Chauffage_au_sol,Domotique,Porte_daccès_sécurisée,Attestation__Citernes_à_mazout,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Type_de_cuisine,Surface_salle_à_manger,Niveau_E,Surface_du_jardin,Niveau_K,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Attestation__Asbuilt,Citerne_à_eau_de_pluie,Surface_des_caves,Surface_de_lades_salles_de_bain,Feu_ouvert,Orientation_de_la_terrasse,Nombre_de_place_de_parking_intérieur,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Pompe_à_chaleur,Porte_de_garage_motorisée,Clef_électronique,HammamSaunaJacuzzi,Attestation__Installation_électrique__Validité,Adoucisseur_deau,Surface_du_grenier,Surface_du_bureau,Attestation__Citernes_à_mazout__Validité,Station_de_charge_électrique,Surface_chambre_à_coucher_5,Maison_basse_énergie,Surface_du_garage,Espace_ouvert_sensible_à_leau__WORG,Possibilités_pour_profession_libérale,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Adaptations_pour_les_seniors,Appartement_de_service,Niveau_S,Surface_de_la_véranda,Surface_du_dressing,Compteur_Bihoraire
https://immovlan.be/fr/detail/appartement/a-vendre/2300/turnhout/rbt66859,RBT66859,Appartement à vendre,169000,Kempenlaan 23 4,2300 Turnhout,Non,1972,3,118 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,1,2,,Non,4,5,,,,Oui,,Oui,Oui,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Risque élevé,Information non communiquée,A l’acte,Gaz,,,,,3,,,,,262 kWh/m²/an,2143350,Non,,,À rénover,,,Non,41 m²,,,,Nord-est,,,21/03/2029,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2300/turnhout/rbt66819,RBT66819,Maison à vendre,275000,Rivierstraat 25,2300 Turnhout,Non,,2,133 m²,Non,Non,Non,Non,Non,Non,Non,,,1,,,Non,,,,Oui,,Oui,105 m²,Oui,Oui,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Gaz,,,,,2,165 m²,,,,281 kWh/m²/an,,Non,,,Normal,,,Non,,,,,Est,,,06/11/2031,,,,,,,,,,,,,,75 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2300/turnhout/rbt66818,RBT66818,Maison à vendre,239000,Steenweg op Mol 106,2300 Turnhout,Non,1899,3,155 m²,Non,Non,Non,Non,Non,Non,Non,,,1,1,,Non,,,,Oui,,,89 m²,Oui,Oui,,pas d'application,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,,,,,2,313 m²,61 m,,,251 kWh/m²/an,20230906-0002979054-RES-1,Non,,5 m,,,,Non,,,,,Sud,,,06/09/2033,,,,,,,,,,,,,,175 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt66782,RBT66782,Maison à vendre,595000,Battelsesteenweg 468,2800 Malines,Non,,4,201 m²,Non,Oui,Non,Non,Non,Non,Non,,,1,2,,Non,,,4,Oui,,,107 m²,Oui,Oui,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,,,,,3,565 m²,62 m,,,171 kWh/m²/an,20250415-0003578629-RES-1,Non,,,Excellent,,,Non,,Super équipée,,,Nord-est,,,15/04/2035,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vwd13811,VWD13811,Maison à vendre,129000,,6200 Châtelet,,,2,160 m²,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,Immédiatement,Gaz,,,,,,,,,,750 kWh/m²/an,20181208003899,,,,À rénover,,,,,Non équipée,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4000/liege/vbc87395,VBC87395,Villa à vendre,234000,Rue Saint-Gilles 504,4000 Liège,Non,,2,75 m²,Oui,,,,,,,Oui,,1,,,,,2,1,,,Oui,,,,,,,Information non communiquée,Information non communiquée,,,,,,,3,,,,,118 kWh/m²/an,,,,,Normal,7 m²,8 m²,Non,29 m²,,7 m²,,,,11421 kWh/an,09/06/2035,,,,,,,,17 m²,,,,,,,,,,,,8 m²,4 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3080/tervuren/vbc87332,VBC87332,Villa à vendre,995000,,3080 Tervuren,Non,,4,257 m²,Oui,Oui,,Oui,,,,Oui,1,2,2,,Non,,4,1,Oui,Sud-ouest,Oui,,Oui,Oui,Non,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,A l’acte,Mazout,Double vitrage,,Oui,Non,4,1420 m²,63 m,15 m,,358 kWh/m²/an,,,,15 m,Normal,,13 m²,Non,34 m²,Equipée,7 m²,1,,Oui,91993 kWh/an,04/06/2035,22295,,,,,,,14 m²,15 m²,43 m²,Américaine,14 m²,,,,Oui,Non,,Oui,38 m²,5 m²,Oui,,,,,,,,,,,06/02/2025,,16 m²,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7170/manage/vbc87324,VBC87324,Villa à vendre,750000,Rue du Long Tri 10,7170 Manage,,,8,454 m²,,,,,,,,,,2,4,,,,,10,Oui,,Oui,,,Oui,,,,Information non communiquée,Information non communiquée,A l’acte,Mazout,Double vitrage,,Oui,,4,1723 m²,77 m,12 m,,243 kWh/m²/an,,,,12 m,,71 m²,16 m²,,51 m²,Equipée,26 m²,1,,Oui,59239 kWh/an,,,,,,,,,11 m²,18 m²,11 m²,Américaine,,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,15 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6001/marcinelle/vbc87318,VBC87318,Maison à vendre,139000,Rue des Sarts 32,6001 Marcinelle,Non,,3,193 m²,Oui,Oui,Oui,Oui,,,,,,1,1,,Non,,2,,Oui,,Oui,,Oui,Oui,Non,"non, pas d'attestation",,Information non communiquée,Information non communiquée,A l’acte,,,,,Non,2,564 m²,,,,461 kWh/m²/an,,Non,,,À rénover,,20 m²,Non,32 m²,,5 m²,1,Est,,66013 kWh/an,10/12/2034,,,,,,,,17 m²,8 m²,,Indépendante,14 m²,,,,Non,Non,,,68 m²,,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6200/chatelineau/vbc87313,VBC87313,Appartement à vendre,220000,,6200 Châtelineau,Non,,3,197 m²,Non,Non,Non,Non,Non,Non,Non,,,1,1,,Non,,1,,,,Oui,,Oui,Oui,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,,,,,2,,,,,417 kWh/m²/an,20241205008495,,,,,16 m²,,Non,77 m²,,,,Est,,,05/12/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1000/bruxelles/vbc87245,VBC87245,Maison à vendre,549000,Rue des Fabriques 15,1000 Bruxelles,,1900,6,365 m²,,Oui,,,,,,,,2,2,,Non,,4,,,,Oui,,Oui,Oui,Non,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,Gaz,Double vitrage,,,Non,2,136 m²,20 m,6 m,,798 kWh/m²/an,,,,6 m,À rénover,17 m²,13 m²,,23 m²,,7 m²,1,,Oui,,,,,,,,,,17 m²,14 m²,17 m²,,,,,,,,,,,,,,,,,,,,,,,,,53 m²,,,,21 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6800/libramont-chevigny/vbc87224,VBC87224,Immeuble mixte à vendre,349000,Avenue de Bouillon 28,6800 Libramont-Chevigny,Oui,,8,175 m²,Oui,Oui,,,,,,Oui,,3,,,Non,,,,Oui,,Oui,,,Oui,Non,,,Pas de risque d’inondation,Information non communiquée,,Mazout,Double vitrage,,,Non,3,312 m²,,10 m,,315 kWh/m²/an,,Non,,10 m,Normal,16 m²,16 m²,Non,10 m²,Equipée,10 m²,390,Sud-est,Oui,9490 kWh/an,05/06/2029,,,,,,,,10 m²,10 m²,15 m²,Américaine,,,131 m²,,Non,Non,,,,10 m²,,Nord-ouest,,,,,,,,,,,,,,,,20 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6800/libramont-chevigny/vbc87210,VBC87210,Maison à vendre,449000,Sur le Chene 30,6800 Libramont-Chevigny,Non,1978,5,273 m²,Oui,,,Oui,,,,Oui,2,2,2,,Non,,,3,Oui,,Oui,,,Oui,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,Immédiatement,Mazout,Double vitrage,,,Non,4,1259 m²,,16 m,,294 kWh/m²/an,,Non,,16 m,Normal,35 m²,12 m²,Non,26 m²,Equipée,16 m²,,Sud-est,Oui,62513 kWh/an,28/05/2035,73,,,,,,,16 m²,16 m²,26 m²,Américaine,10 m²,,780 m²,,Oui,Oui,,,,9 m²,,Nord-ouest,,,,,,,,,,,,,,,,9 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/liege/vbc87207,VBC87207,Appartement à vendre,215000,Rue Julien d'Andrimont 15 012,4000 Liège,,,2,88 m²,Non,Non,Non,,,,,,,1,,Oui,Oui,1,,,,,Oui,,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,Gaz,,,,Non,,,,,,140 kWh/m²/an,20250605014140,,Non,,Remis à neuf,2 m²,,,,,,,,,12536 kWh/an,05/06/2035,,,,,,,,,,,,,,,,,Non,,,,4 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt66261,RBT66261,Maison à vendre,575000,Grote Peperstraat 39,9100 Sint-Niklaas,,1850,4,360 m²,,Oui,,,,,,,,2,5,,Non,,,,Oui,,Oui,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Immédiatement,Gaz,Double vitrage,Non,Non,Non,2,320 m²,,,Non,236 kWh/m²/an,20191106-0002214176-RES-1,Non,Non,,,,,,,Equipée,,,Sud,,,,,,,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3650/dilsen-stokkem/rbt66253,RBT66253,Maison à vendre,389000,Meuffelstraatje 1 A,3650 Dilsen-Stokkem,Non,2025,4,235 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,,1,2,Non,,,,1,,,Oui,,Non,Oui,Non,pas d'application,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,Double vitrage,,Non,,,,,,,,,Non,,,Nouveau,,,Non,,Equipée,,1,,Oui,,,,Oui,Non,Oui,Non,Non,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/willebroek/rbt66249,RBT66249,Maison à vendre,299000,Overwinningsstraat 160,2830 Willebroek,Non,,2,99 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,,1,1,,Non,,,2,Oui,,Oui,72 m²,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,A convenir,Gaz,,,,,2,202 m²,41 m,,,391 kWh/m²/an,20250520-0003605156-RES-1,Non,,,Normal,,,Non,,Semi-équipée,,,Nord-ouest,,,,,,,,,,,,,,,,,103 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2860/sint-katelijne-waver/rbt66214,RBT66214,Maison à vendre,550000,Irisstraat 7,2860 Sint-Katelijne-Waver,Non,1933,6,407 m²,Non,Oui,Non,Non,Non,Non,Non,,,1,3,,Non,,,,Oui,,Oui,,,Oui,,pas d'application,Zone agricole,Pas de risque d’inondation,Information non communiquée,A l’acte,,,,,,3,770 m²,,,,492 kWh/m²/an,20230622-0002925608-RES-1,Oui,,,Nouveau,,,Non,,Semi-équipée,,,Nord,,,22/06/2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8370/blankenberge/rbt66206,RBT66206,Appartement à vendre,239900,,8370 Blankenberge,Non,,1,136 m²,Non,Non,Non,Non,Non,Oui,Non,Oui,5,1,1,,,1,2,5,Oui,Ouest,Oui,86 m²,Oui,Oui,,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,338 kWh/m²/an,20230130-0002795258-RES-2,,,,,,,,,,,,,,,30/01/2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8370/blankenberge/rbt66205,RBT66205,Appartement à vendre,220000,,8370 Blankenberge,Non,1966,4,86 m²,Non,Oui,Non,Non,Non,Non,Non,,,1,1,,,2,2,,Oui,Ouest,,86 m²,Oui,Oui,Non,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,274 kWh/m²/an,20230215-0002795357-RES-2,,,,,,,,,,,,,,,30/01/2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2840/rumst/rbt66244,RBT66244,Maison à vendre,280000,Vissersstraat 38,2840 Rumst,Non,,2,68 m²,Non,Oui,Non,Non,Non,Non,Non,,,1,2,,Non,,,,Oui,,,33 m²,Oui,Oui,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,A partir du : 01/10/2025,Gaz,,,,,3,111 m²,30 m,,,178 kWh/m²/an,20240108-0003080519-RES-1,Non,,,Normal,,,Non,,Super équipée,,,Nord-ouest,,,08/01/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8620/nieuwpoort/rbt66200,RBT66200,Appartement à vendre,189000,Franslaan 150 0407,8620 Nieuwpoort,Non,2002,1,50 m²,Non,Non,Non,Non,Non,Non,Non,,,1,1,,Oui,4,8,,Oui,Sud-ouest,Oui,,,Oui,Non,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,Double vitrage,,,,,,,,,145 kWh/m²/an,,,,,Excellent,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4020/liege/vbc87152,VBC87152,Appartement à vendre,339000,Avenue Albert Mahiels 7,4020 Liège,,,3,120 m²,Non,Non,Non,,,,,,,1,,Oui,Non,3,,,,,,,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,Gaz,Double vitrage,,,Non,,,,,,181 kWh/m²/an,20240404011649,,Non,,Remis à neuf,,,,,,,,,,22839 kWh/an,04/04/2034,,,,,,,,,,,,,,,,,Non,,,,4 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4470/saint-georges-sur-meuse/vbc87151,VBC87151,Maison à vendre,149000,Rue Mallieue 23,4470 Saint-Georges-sur-Meuse,,,2,92 m²,Non,Oui,Non,,,,,,,1,,,Non,,,,,,,,,,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,Electrique,Double vitrage,,,Non,,206 m²,,,,213 kWh/m²/an,20160202027070,,Non,,À rénover,,,,,,,,,,19719 kWh/an,02/02/2026,213,,,,,,,,,,,,,,,,Non,,,,3 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6250/pont-de-loup/vbc77889,VBC77889,Maison à vendre,199990,,6250 Pont-de-Loup,Non,,2,152 m²,Non,Non,Non,Non,Non,Non,Non,,,1,1,,Non,,1,,Oui,,Oui,112 m²,Oui,Oui,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,Immédiatement,Gaz,,,,,3,,,,,425 kWh/m²/an,20240911000623,,,,À rénover,,,Non,28 m²,,,,Sud-est,,,11/09/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8680/koekelare/rbs94238,RBS94238,Maison à vendre,105000,Sterrestraat 152,8680 Koekelare,Non,1956,2,89 m²,Non,Oui,Non,Non,Non,Non,Non,,,1,1,,Non,,,,Oui,,,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,Simple vitrage,Non,Non,Non,3,220 m²,38 m,6 m,Non,743 kWh/m²/an,20240122-0003117935-RES-1,Non,Non,4 m,,,,,,,,,Nord-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/7800/ath/vbc73015,VBC73015,Rez-de-chaussée à vendre,140000,Esplanade 15,7800 Ath,,,1,62 m²,,,,,,,,,,1,2,Oui,Oui,,,,,,Oui,,,Oui,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,A l’acte,Gaz,Double vitrage,,,,2,,,,,303 kWh/m²/an,,,,,À rénover,,,Non,,,,1,,Oui,22667 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8940/wervik/rwc38486,RWC38486,Appartement à vendre,149000,Sint Maartensplein 1 E,8940 Wervik,Non,1981,2,90 m²,Non,Oui,Non,,,Oui,Oui,Oui,,1,,Oui,Oui,1,2,,,,Oui,,Oui,Oui,Non,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,Double vitrage,Non,Non,Oui,2,,,,,290 kWh/m²/an,,,Non,,Normal,,,,,Super équipée,,,,Oui,,,,Oui,,Non,Non,Oui,pas d'application,,,,Indépendante,,,,,,,,,,,Non,,1,,,,,Non,Non,,Non,,,,,,Non,,Oui,15 m²,,Oui,90 m²,Oui,Oui,Oui,Non,Non,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4470/saint-georges-sur-meuse/vbc75234,VBC75234,Appartement à vendre,470000,Rue Bailesse 13 11,4470 Saint-Georges-sur-Meuse,,2019,3,166 m²,Oui,,,,,,,,,2,2,Oui,Oui,,3,1,Oui,,Oui,,,Oui,Non,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,,,,Oui,2,,,,,80 kWh/m²/an,,,,,Excellent,10 m²,18 m²,,35 m²,Super équipée,15 m²,2,,Oui,,20/02/2029,16,,,,,,,25 m²,14 m²,,,,,,,,,,,6 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7861/wannebecq/vbc59815,VBC59815,Maison à vendre,220000,Rue Trieu 29,7861 Wannebecq,,,3,159 m²,Oui,Oui,,,,,,Oui,1,1,1,,,,2,,Oui,,,,,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,A l’acte,Mazout,,,,,3,623 m²,45 m,14 m,,508 kWh/m²/an,,,,14 m,Normal,,8 m²,Non,34 m²,,24 m²,,,,80667 kWh/an,,,,,,,,,12 m²,17 m²,,,,,410 m²,,,,,,16 m²,5 m²,,,,,,,,,,,,04/01/2025,,25 m²,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6060/gilly/vwd12849,VWD12849,Maison à vendre,59000,,6060 Gilly,,,4,122 m²,Oui,Oui,,,,,,,,,,,,,,,Oui,,,,,,,,,Information non communiquée,Information non communiquée,Immédiatement,Non specifié,Double vitrage,,,,2,,,,,619 kWh/m²/an,20211024001412,,,,À rénover,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6560/hantes-wiheries/vbc76521,VBC76521,Maison à vendre,195000,,6560 Hantes-Wihéries,Non,,3,140 m²,Non,Oui,Non,Non,Non,Non,Non,,,,,,,,,,Oui,,Oui,,,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,3,210 m²,,,,409 kWh/m²/an,20250512019277,,,,,65 m²,,,36 m²,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6560/erquelinnes/vbc66240,VBC66240,Maison à vendre,80000,,6560 Erquelinnes,Non,,2,75 m²,Non,Oui,Non,Non,Non,Non,Non,,,1,,,,,,,Oui,,Oui,,,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,2,180 m²,,,,495 kWh/m²/an,20250221013778,,,,,15 m²,,,,,,,,,,,90,,,,,,,,,,,,,100 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1420/braine-l-alleud/vbc44602,VBC44602,Villa à vendre,610000,,1420 Braine-l'Alleud,,1966,3,200 m²,Oui,,Oui,,,,,Oui,2,2,2,,Non,,,4,Oui,,Oui,,Oui,Oui,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,Gaz,Double vitrage,,,,4,1500 m²,,12 m,,388 kWh/m²/an,,,,12 m,Normal,,14 m²,Non,61 m²,Super équipée,18 m²,,,Oui,78591 kWh/an,20/10/2024,71,,,,,,,14 m²,12 m²,,,,,800 m²,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1410/waterloo/vbc44601,VBC44601,Villa à vendre,610000,,1410 Waterloo,,1966,3,200 m²,Oui,,Oui,,,,,Oui,2,2,2,,Non,,,4,Oui,,Oui,,Oui,Oui,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,Gaz,Double vitrage,,,,4,1500 m²,,12 m,,388 kWh/m²/an,,,,12 m,Normal,,14 m²,,61 m²,Super équipée,18 m²,,,Oui,78591 kWh/an,20/10/2024,71,,,,,,,14 m²,12 m²,,,,,800 m²,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7110/houdeng-aimeries/vbc49149,VBC49149,Appartement à vendre,98000,Rue de l'Infante Isabelle 107,7110 Houdeng-Aimeries,Non,,,,Non,Oui,Non,Non,Non,Non,Non,,,1,,,,2,,1,,,,,,,Non,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,,,,,20250313034632,,,,,,,,,,,,,,,,5392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6010/couillet/vbc75085,VBC75085,Maison à vendre,179000,Rue Maximilien Luce 36,6010 Couillet,,,5,140 m²,,,,,,,,,,1,2,,Non,,1,,,,Oui,,,,Non,,,Information non communiquée,Information non communiquée,,Gaz,,,,Non,3,145 m²,,,,493 kWh/m²/an,,,,,Normal,6 m²,16 m²,Non,,,,1,,,87046 kWh/an,,,,,,,,,14 m²,14 m²,11 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8680/koekelare/rbt26655,RBT26655,Maison à vendre,359000,Populiereweg 28,8680 Koekelare,Non,1978,3,204 m²,Non,Non,Non,Non,Non,Non,Non,Oui,2,1,1,,Non,,,2,Oui,,,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,A partir du : 01/12/2025,Mazout,,Non,Non,Non,4,740 m²,36 m,19 m,Non,313 kWh/m²/an,Certificaat-20250430-0003589836-RES-1,Non,Non,12 m,,,,,,Equipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
