ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Panneaux_solaires,Type_de_chauffage,Ascenseur,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Profondeur_du_terrain,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Etat_du_bien,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_du_séjour,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Surface_de_lades_salles_de_bain,Type_de_vitrage,Accessible_aux_moins_valides,Surface_du_jardin,Surface_de_la_terrasse,Orientation_de_la_terrasse,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_à_leau_courante,Piscine_extérieure,Conso_annuelle_totale_dénergie_primaire,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Disponibilité_du_bien,Surface_salle_à_manger,Nombre_de_places_de_parking_extérieur,Étage_de_lappartement,Nombre_détages_de_limmeuble,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Chauffage_au_sol,Pompe_à_chaleur,Appartement_de_service,Surface_totale,Surface_du_bureau,Nombre_de_place_de_parking_intérieur,Surface_du_garage,Porte_de_garage_motorisée,Station_de_charge_électrique,Maison_basse_énergie,Compteur_Bihoraire,Air_conditionné,Domotique,Parlophone,Alarme_antieffraction,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Raccordé_au_gaz_de_ville,Attestation__Citernes_à_mazout,Espace_ouvert_sensible_à_leau__WORG,Surface_du_grenier,Citerne_à_eau_de_pluie,Surface_constructible,Attestation__Installation_électrique__Validité,Orientation_du_jardin,Affectation_urbanistique_la_plus_récente,Balcon,Panneaux_solaires_thermiques,Niveau_E,Niveau_K,Attestation__Asbuilt,Surface_des_caves,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Clef_électronique,Adoucisseur_deau,Attestation__Citernes_à_mazout__Validité,Possibilités_pour_profession_libérale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Niveau_S,Surface_de_la_véranda,Surface_du_dressing
https://immovlan.be/fr/detail/maison/a-vendre/1500/hal/rbt68796,RBT68796,Maison à vendre,450000,Abeelenveld 46,1500 Hal,Non,2015,3,,,Non,Non,Non,Non,Non,Non,Non,,,1,,2,Oui,Gaz,Non,Sud-ouest,2,,Oui,Oui,272 m²,,41 kWh/m²/an,20250524-0003609350-RES-1,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,Equipée,,,,,Non,,,,,,,Non,,,,Non,,,2,,2,Non,,,,,,,,,,,,Non,,,Non,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Non,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9140/temse/rbt68509,RBT68509,Appartement à vendre,309000,Kapelstraat 144 K,9140 Temse,,2022,2,90 m²,,,,,,,,,Oui,,1,,1,,Gaz,Oui,,3,,,Oui,,,38 kWh/m²/an,46025-G-OMV_2018146301/EP16989/A001/D01/SD012,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Excellent,,,,,,,,,,,Double vitrage,,,,,,,Oui,,,Oui,,,,,1,1,3,,,,,,,,,,,,,,,Oui,,,,,,Oui,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8800/roeselare/rbt68503,RBT68503,Maison à vendre,415000,Bloemkoolstraat 43,8800 Roeselare,Non,,3,,,Non,Non,Non,Non,Non,Non,Non,,,1,,2,,,,,,,Oui,Oui,273 m²,,,,,,"non, pas d'attestation",Risque moyen,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,,Oui,Non,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,Sud-ouest,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7750/mont-de-l-enclus/rbt68680,RBT68680,Maison à vendre,370000,Place d'Orroir 23,7750 Mont-de-l'Enclus,Oui,1945,4,211 m²,Non,Oui,Oui,Oui,,,,,Oui,1,2,1,3,,Gaz,Non,,4,34 m,Oui,Oui,1092 m²,,268 kWh/m²/an,,11/06/2035,9598,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,Super équipée,,,,Double vitrage,,898 m²,,,,,Oui,Non,,,Non,,A l’acte,,5,,2,,,,,,,1,,,,,,Oui,,,,,,,,Oui,,,,,,04/04/2014,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4420/saint-nicolas/vbc88999,VBC88999,Appartement à vendre,199000,Rue Ferdinand Nicolay 157,4420 Saint-Nicolas,Oui,,3,115 m²,Non,Oui,,,,,,,,,1,1,1,Oui,Mazout,Non,,2,,,,,,721 kWh/m²/an,,07/12/2025,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Normal,18 m²,15 m²,12 m²,,,32 m²,Equipée,Américaine,13 m²,6 m²,Double vitrage,Non,,,,,Oui,Oui,Non,98396 kWh/an,Non,Non,Non,A l’acte,,1,2,1,,,,,,,,,,,,,,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9860/oosterzele/rbt68590,RBT68590,Maison à vendre,569000,Tramstraat 18 B,9860 Oosterzele,Non,2009,4,240 m²,,Non,Oui,Non,Non,Non,Oui,Non,Oui,1,1,,2,,Gaz,,,3,,Oui,Oui,740 m²,,119 kWh/m²/an,20250203-0003520685-RES-1,03/02/2035,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,Double vitrage,,740 m²,,,,,Oui,Oui,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/7100/la-louviere/vbc88944,VBC88944,Duplex à vendre,210000,Rue de Longtain 22 13,7100 La Louvière,,,4,176 m²,Non,Oui,,,,,,,,,2,,2,,Gaz,Oui,,2,,,Oui,,,134 kWh/m²/an,,02/06/2035,25,"non, pas d'attestation",Information non communiquée,Information non communiquée,Excellent,14 m²,12 m²,32 m²,37 m²,,,Super équipée,,12 m²,,Double vitrage,Oui,,,,,Oui,Oui,,26857 kWh/an,,,,A l’acte,,,4,2,,,,,,,,,,,,,,,Oui,,,,,,Oui,,,,,,,,,Oui,,,,,,,,,,,Oui,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4000/liege/vbc88904,VBC88904,Maison à vendre,169000,Rue Renardi 41,4000 Liège,,,2,145 m²,,Non,Oui,Non,,,,,,,1,,,,Gaz,Non,,,,Oui,Oui,242 m²,,400 kWh/m²/an,20240814010367,14/08/2034,,pas d'application,Information non communiquée,Information non communiquée,À rénover,,,,,,,,,,5 m²,Double vitrage,Non,,19 m²,,,,,,58900 kWh/an,,Non,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,25 m²,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/8800/roeselare/rbt68306,RBT68306,Rez-de-chaussée à vendre,175000,Désiré Mergaertstraat 4 1,8800 Roeselare,Non,1994,2,93 m²,,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,,2,,Electrique,Non,,,,,Oui,,,285 kWh/m²/an,20210507-0002412725-RES-1,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,Double vitrage,Non,,,,,,,Non,,,,Non,,,,0,,Non,,,,,,,,,,,,Non,,,Non,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Non,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6560/erquelinnes/vbc88870,VBC88870,Maison à vendre,97500,,6560 Erquelinnes,Non,,2,88 m²,,Non,Oui,Non,Non,Non,Non,Non,,,1,,,,Non specifié,,,3,,,,60 m²,,211 kWh/m²/an,20250611003875,,39,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8800/roeselare/rbt68236,RBT68236,Maison à vendre,240000,Rumbeeksesteenweg 171 A,8800 Roeselare,Non,,5,,,Non,Oui,Non,Non,Non,Non,Non,Oui,,,,,,,Non,,2,12 m,Oui,,600 m²,57 m,701 kWh/m²/an,20240307-0003168976-RES-1,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,Non,,,,12 m,,,Non,,,,Non,A l’acte,,,,,Non,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Non,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/7890/ellezelles/rbt68420,RBT68420,Maison de maître à vendre,595000,Rue de Lahamaide 23,7890 Ellezelles,,1894,5,550 m²,,Oui,Oui,,,,,,Oui,2,2,,3,Oui,Mazout,Non,,4,,Oui,Oui,1570 m²,,399 kWh/m²/an,,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,À rénover,,,,,,,Equipée,Américaine,,,Double vitrage,,,,,,,Oui,Non,,Oui,Non,Non,A l’acte,,,,2,,,,,,,2,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6010/couillet/vbc88786,VBC88786,Villa à vendre,227000,,6010 Couillet,,1960,3,132 m²,,,Oui,,Oui,,,,,,1,1,2,Oui,Mazout,Non,,2,5 m,Oui,Oui,168 m²,32 m,235 kWh/m²/an,,,60,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Excellent,18 m²,13 m²,19 m²,,,,Equipée,Américaine,11 m²,,Double vitrage,Non,103 m²,,,5 m,Oui,Oui,Non,34977 kWh/an,,,,A l’acte,15 m²,,,2,,,,,,8 m²,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/5590/ciney/vbc88779,VBC88779,Villa à vendre,345000,,5590 Ciney,Non,1970,4,180 m²,Non,Oui,Oui,,,,,,Oui,2,1,1,1,,Mazout,,Nord-ouest,4,,Oui,Oui,899 m²,,759 kWh/m²/an,,06/06/2035,192,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,À rénover,13 m²,14 m²,14 m²,16 m²,,34 m²,Equipée,Américaine,15 m²,,Double vitrage,Oui,,,,,,Oui,,135935 kWh/an,,,Non,A l’acte,,3,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,06/06/2025,,,,,,,,,,,,,,,06/06/2025,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1200/woluwe-saint-lambert/vbc88713,VBC88713,Rez-de-chaussée à vendre,395000,Avenue de Calabre 17,1200 Woluwe-Saint-Lambert,,2009,2,98 m²,,,,,,,,,,,1,,1,,Gaz,Oui,,,,,Oui,,,147 kWh/m²/an,,01/06/2033,29,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Normal,14 m²,11 m²,,,,35 m²,Super équipée,,6 m²,6 m²,Double vitrage,Non,,30 m²,,,Oui,Oui,Non,14333 kWh/an,,,,,,,0,4,,,,,,,,,,Oui,,,,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5377/somme-leuze/vbc88699,VBC88699,Maison à vendre,520000,Rue de l'Ecole 1A,5377 Somme-Leuze,Non,1999,4,292 m²,Non,,Oui,,Oui,,,,Oui,1,3,2,3,,Mazout,Non,Sud-est,4,10 m,Oui,Oui,3650 m²,,132 kWh/m²/an,,13/05/2035,33,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Excellent,18 m²,17 m²,12 m²,12 m²,,26 m²,Super équipée,,13 m²,,Double vitrage,Non,2900 m²,24 m²,Nord-ouest,10 m,Non,Oui,Non,38473 kWh/an,,,,A l’acte,26 m²,6,,2,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8430/middelkerke/rbt68093,RBT68093,Appartement à vendre,310000,Kleine Kerkweg 14 0001,8430 Middelkerke,Non,2023,1,74 m²,Non,Non,Non,Non,Non,Non,Non,Non,Oui,,1,,1,,Gaz,Oui,,,,,,,,82 kWh/m²/an,,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,,,,,,,Non,A l’acte,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4020/liege/vbc88551,VBC88551,Maison à vendre,199000,Rue de Visé 896,4020 Liège,,,4,141 m²,Non,Oui,Non,Non,,,,,,,1,,,,Mazout,Non,Nord-ouest,,6 m,Oui,Oui,137 m²,,371 kWh/m²/an,20160613020798,13/06/2026,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,À rénover,,,,,,,,,,10 m²,Simple vitrage,Non,40 m²,25 m²,,,,,,50139 kWh/an,,Non,,,,,,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,77 m²,,,,,,,,,12 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1180/uccle/vbc88512,VBC88512,Appartement à vendre,285000,Chaussée de Drogenbos 210 1.4,1180 Uccle,Non,,1,64 m²,,Oui,,,,,,,,,1,1,1,,Gaz,Oui,,2,,,Oui,,,86 kWh/m²/an,,23/12/2034,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Excellent,,,,,,,,,,,,Non,,5 m²,,,,,Non,,,,,A l’acte,,,1,4,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/7500/tournai/vbc88499,VBC88499,Immeuble mixte à vendre,230000,Rue Saint Brice 36,7500 Tournai,Non,1950,5,518 m²,Non,Oui,Oui,,,,,,,,2,2,3,,Gaz,Non,,3,11 m,,Oui,298 m²,18 m,517 kWh/m²/an,,30/12/2034,94,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,À rénover,13 m²,18 m²,12 m²,9 m²,14 m²,,,Indépendante,,,,Non,,66 m²,,11 m,Oui,Oui,Non,166210 kWh/an,,,,A l’acte,,,,3,,,,,,15 m²,,,,,,,,,,,,,,,Oui,,,78 m²,,,,,,,,,,,26 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1350/orp-le-grand/vbc88488,VBC88488,Appartement à vendre,299800,Rue de la Station 1 09,1350 Orp-le-Grand,,2024,2,113 m²,Non,,,,,,,,,,1,1,1,,Gaz,Non,,3,,Oui,Oui,,,109 kWh/m²/an,,11/04/2034,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Excellent,18 m²,11 m²,,,,40 m²,Super équipée,,,,Double vitrage,Non,35 m²,,Ouest,,Oui,Oui,Non,12315 kWh/an,Oui,Non,,Immédiatement,,2,,2,,,,,,10 m²,,,,,,,,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1730/asse/rbt67945,RBT67945,Appartement à vendre,180000,Breughelpark 11 25,1730 Asse,Non,1973,1,68 m²,,Non,Non,Non,Non,Non,Non,Non,,,1,,1,,Gaz,Oui,,,,,Oui,,,141 kWh/m²/an,20200518-0002270702-RES-1,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,Non,,,,,,,Non,,,,Oui,,,,7,8,Non,,,,,,,,,,,,Non,,,Non,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1070/anderlecht/vbc88409,VBC88409,Appartement à vendre,375000,Square de l'Aviation 19,1070 Anderlecht,Non,,2,127 m²,,Oui,Non,Non,Oui,Oui,Non,Non,,,1,,,Non,Mazout,Oui,,,,,Oui,,,228 kWh/m²/an,,,57,"oui, attestation non conforme",Information non communiquée,Information non communiquée,À rénover,17 m²,13 m²,,,,,,,12 m²,7 m²,Double vitrage,,,6 m²,,,Oui,Oui,Non,,,,Non,Immédiatement,24 m²,,3,,,Non,,,,,,,,,Non,,Non,Non,Oui,Non,Non,Non,Non,,,"non, pas d'attestation",,,,,,,,,Non,,,Non,7 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3070/kortenberg/rbt67766,RBT67766,Maison à vendre,476000,Marie Salkinplantsoen 9,3070 Kortenberg,Non,2024,4,168 m²,,Non,Non,Non,Non,Non,Non,Non,Oui,,1,,2,Oui,,,,3,7 m,Oui,,174 m²,22 m,0 kWh/m²/an,,,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,7 m,,Oui,Non,,,,Oui,,,1,,,,,Oui,,,,,,,,,,,,,,,,,,Oui,,,,,,,Sud,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3070/kortenberg/rbt67764,RBT67764,Maison à vendre,530000,Marie Salkinplantsoen 9,3070 Kortenberg,Non,2024,4,210 m²,,Non,Oui,Non,Non,Non,Non,Non,Oui,,1,,2,Oui,,,,3,,Oui,,193 m²,,0 kWh/m²/an,,,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,,Oui,Non,,,,Oui,,,1,,,,,Oui,,,,,,,,,,,,,,,,,,Oui,,,,,,,Sud,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3070/kortenberg/rbt67763,RBT67763,Maison à vendre,489000,Marie Salkinplantsoen 9,3070 Kortenberg,Non,2024,4,211 m²,,Non,Oui,Non,Non,Non,Non,Non,Oui,,1,,2,Oui,,,,2,7 m,Oui,,154 m²,22 m,0 kWh/m²/an,,,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,7 m,,Oui,Non,,,,Oui,,,1,,,,,Oui,,,,,,,,,,,,,,,,,,Oui,,,,,,,Ouest,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9940/evergem/rbt67762,RBT67762,Maison à vendre,453000,Korianderstraat 9,9940 Evergem,Non,,4,209 m²,,Non,Non,Non,Non,Non,Non,Non,Oui,1,,,,Oui,,,,3,,Oui,Oui,308 m²,,99 kWh/m²/an,,,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,Nouveau,,,,,,,,,,,Double vitrage,,,,,,,Oui,Non,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,Nord-ouest,"Zone, info non disponible",,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9940/evergem/rbt67760,RBT67760,Maison à vendre,445000,Korianderstraat 9,9940 Evergem,,,4,193 m²,,,,,,,,,Oui,,,,,Oui,,,,3,,Oui,Oui,280 m²,,99 kWh/m²/an,,,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,Nouveau,,,,,,,,,,,Double vitrage,,,,,,,Oui,,,Oui,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,Nord-ouest,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8791/beveren-leie/rbt67755,RBT67755,Maison à vendre,225000,Roestraat 11,8791 Beveren-Leie,Non,1962,,123 m²,,Non,Non,Non,Non,Non,Non,Non,Oui,,,,,,,,,,,Oui,,527 m²,,1052 kWh/m²/an,,,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sud-est,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3650/dilsen-stokkem/rbt67798,RBT67798,Maison à vendre,389000,Meuffelstraatje 1 B,3650 Dilsen-Stokkem,Non,2025,4,235 m²,Non,Non,Oui,Non,Non,Non,Non,Non,,,1,1,2,Oui,,,,,,,,,,,,,,pas d'application,Pas de risque d’inondation,Information non communiquée,Nouveau,,,,,,,,,,,Double vitrage,,,,,,Oui,Oui,Non,,,,Non,,,,,,,Oui,,,,,,,,,,,,Non,Non,Non,Non,,,,Non,pas d'application,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/5030/lonzee/vbc88347,VBC88347,Bungalow à vendre,230000,Rue de la Gare 8,5030 Lonzée,Non,1970,3,102 m²,Non,Non,Non,Non,Non,Non,Non,Non,Oui,,1,,1,,Electrique,Non,,,,Oui,Oui,1146 m²,,870 kWh/m²/an,20250610001876,10/06/2035,224,"oui, attestation non conforme",Information non communiquée,Information non communiquée,À rénover,,,,,,33 m²,,,,,,,900 m²,36 m²,,,,,,,,,,A l’acte,,2,,,,,,,,8 m²,,,,,,,,,,,,,,,,,,,,115 m²,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2440/geel/rbt67563,RBT67563,Maison à vendre,310000,Grotesteenweg 92,2440 Geel,Non,1980,3,123 m²,Non,Non,Non,Non,Non,Non,Non,Non,Oui,,1,,2,,Mazout,Non,Est,3,7 m,Oui,Oui,505 m²,,291 kWh/m²/an,0003602273-RES-1,,,pas d'application,Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,Super équipée,,,,,,,,,,,Oui,,,,,Non,A l’acte,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7100/la-louviere/vbc88325,VBC88325,Villa à vendre,195000,Rue des Pruniers 12,7100 La Louvière,,,3,119 m²,Non,Oui,Oui,,,,,,Oui,1,1,,2,,Mazout,Non,,4,,Oui,,711 m²,,433 kWh/m²/an,,14/03/2028,108,"non, pas d'attestation",Information non communiquée,Information non communiquée,À rénover,13 m²,12 m²,9 m²,,,,Equipée,Américaine,,,Double vitrage,Non,580 m²,,,,Oui,Oui,,51579 kWh/an,,,,A l’acte,,,,1,,,,,,,,20 m²,,,,,,,,,,,,,,,,,Oui,,,Nord-est,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8550/zwevegem/rbt67501,RBT67501,Maison à vendre,,,8550 Zwevegem,Non,2008,5,276 m²,,Non,Oui,Non,Non,Non,Non,Non,,,1,,1,Oui,Gaz,Non,Sud-ouest,4,11 m,Oui,Oui,1413 m²,78 m,96 kWh/m²/an,20250526-0003610522-RES-1,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,Equipée,,,,,Non,,,,18 m,,,Non,,,,Non,A partir du : 28/02/2026,,7,,2,Non,Oui,,,,,,,,,,,Non,,,Oui,,,,,,,,,,,,,Zone d'activités artisanales ou zone de petites et moyennes entreprises,Non,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/liege/vbc88266,VBC88266,Appartement à vendre,649000,Rue Lebeau 4 3,4000 Liège,,,3,215 m²,,Non,Non,Non,,,,,Oui,,2,,,,Gaz,Oui,,,,,Oui,,,141 kWh/m²/an,20250207014855,07/02/2035,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,Remis à neuf,,,,,,,,,,10 m²,,Non,,7 m²,,,,,,30003 kWh/an,,Non,,,,,3,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4570/marchin/vbc88261,VBC88261,Maison à vendre,259000,Vieux Thier 25,4570 Marchin,,,4,140 m²,,Non,Non,Non,,,,,Oui,,1,,,,Mazout,Non,Ouest,,,,Oui,1310 m²,,296 kWh/m²/an,20210720001384,20/07/2031,,pas d'application,Information non communiquée,Information non communiquée,À rénover,,,,,,,,,,5 m²,Double vitrage,Non,,,,,,,,55841 kWh/an,,Non,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/haine-saint-pierre/vbc88244,VBC88244,Maison à vendre,195000,Rue du Commerce 8,7100 Haine-Saint-Pierre,,1945,3,185 m²,,Oui,Oui,,Oui,,,,,,1,,1,,Gaz,,,2,6 m,,Oui,119 m²,16 m,194 kWh/m²/an,,,,,Information non communiquée,Information non communiquée,Normal,16 m²,16 m²,33 m²,,,,Equipée,Américaine,22 m²,11 m²,Double vitrage,,,25 m²,,6 m,Oui,Oui,,42560 kWh/an,,,,A l’acte,17 m²,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,13 m²,,,,,,,,,,,53 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2260/zoerle-parwijs/rbt67578,RBT67578,Appartement à vendre,195000,Zoerledorp 21B,2260 Zoerle-Parwijs,Non,1967,2,102 m²,Non,Non,Non,Non,Non,Non,Non,Non,,,1,,1,,,Non,,2,,,,,,257 kWh/m²/an,,03/10/2024,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,,,,,,,,,,,,,Non,Immédiatement,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,
