ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_habitable,Surface_du_séjour,Caves,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Type_de_chauffage,Type_de_vitrage,Alarme_antieffraction,Ascenseur,Accessible_aux_moins_valides,Étage_de_lappartement,Nombre_de_façades,Nombre_détages_de_limmeuble,Terrasse_aménagée,Surface_de_la_terrasse,Conso_spécifique_dénergie_primaire,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Bien_actuellement_loué,Meublé,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Surface_constructible,Profondeur_du_terrain,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Référence_PEB,Date_de_validité_PEB,Disponibilité_du_bien,Type_de_cuisine,Surface_de_la_cuisine,Parlophone,Orientation_de_la_terrasse,Raccordé_aux_égouts,Piscine_extérieure,Emission_de_CO2,Nombre_de_place_de_parking_intérieur,Porte_daccès_sécurisée,Jardin,Nombre_de_places_de_parking_extérieur,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Panneaux_solaires,Surface_salle_à_manger,Surface_totale_du_terrain,Conso_annuelle_totale_dénergie_primaire,Surface_du_jardin,Le_bien_fait_lobjet_dun_droit_de_préemption,Largeur_du_terrain_à_rue,Surface_du_bureau,Attestation__Asbuilt,Affectation_urbanistique_la_plus_récente,Pompe_à_chaleur,Surface_chambre_à_coucher_4,Citerne_à_eau_de_pluie,Surface_chambre_à_coucher_5,Station_de_charge_électrique,Surface_des_caves,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Orientation_du_jardin,Balcon,Air_conditionné,Possibilités_pour_profession_libérale,Adoucisseur_deau,Chauffage_au_sol,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,HammamSaunaJacuzzi,Feu_ouvert,Attestation__Citernes_à_mazout,Maison_basse_énergie,Panneaux_solaires_thermiques,Domotique,Surface_totale,Attestation__Installation_électrique__Validité,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Porte_de_garage_motorisée,Clef_électronique,Appartement_de_service,Surface_du_garage,Surface_du_grenier,Compteur_Bihoraire,Niveau_E,Espace_ouvert_sensible_à_leau__WORG,Niveau_K,Attestation__Citernes_à_mazout__Validité,Adaptations_pour_les_seniors,Niveau_S,Surface_de_la_véranda,Surface_du_dressing,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel
https://immovlan.be/fr/detail/maison/a-vendre/7110/strepy-bracquegnies/vbc92105,VBC92105,Maison à vendre,235000,Résidence du Haut Lieu 10,7110 Strépy-Bracquegnies,À rénover,1973,2,,,,Non,Oui,1,,,2,1,,Mazout,,,Non,,,3,1,,,182 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,Non,Non,,Non,Non,Non,Non,Non,,,,,,,20250618039559,,,,,,,,,,,,Oui,2,,,,,941 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9402/meerbeke/rbt73304,RBT73304,Maison à vendre,699000,Brusselsesteenweg 463,9402 Meerbeke,Normal,1950,6,13 m²,333 m²,61 m²,,Oui,1,Equipée,3,,2,11 m²,,Double vitrage,,Non,,,3,,Oui,,175 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,24 m²,18 m²,,Non,,,,,,,,,,,,Oui,,,A l’acte,Américaine,19 m²,,,Oui,,,1,,Oui,8,Oui,Non,Oui,,2331 m²,,1900 m²,Non,,,,,,17 m²,Oui,16 m²,Oui,,,Sud,,Oui,,,,,,,,,,,,,,,,,,,,,,30 m²,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9400/ninove/rbt73303,RBT73303,Maison à vendre,699000,Brusselsesteenweg 463,9400 Ninove,Normal,1950,6,13 m²,333 m²,61 m²,,Oui,1,Equipée,3,,2,11 m²,,,,Non,,,3,,Oui,,175 kWh/m²/an,,Information non communiquée,Information non communiquée,24 m²,18 m²,,Non,,,,,,,,,,,,Oui,,,A l’acte,Américaine,19 m²,,,Oui,,,1,,Oui,8,Oui,Non,Oui,,2331 m²,,1900 m²,Non,,,,,,17 m²,Oui,16 m²,Oui,,,Sud,,Oui,,,,,,,,,,,,,,,,,,,,,,30 m²,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1470/genappe/vbc92104,VBC92104,Maison à vendre,650000,Rue de la Croix 17,1470 Genappe,Normal,1964,6,10 m²,248 m²,55 m²,Oui,Oui,1,Super équipée,1,2,4,,Mazout,Double vitrage,Oui,Non,Non,,4,1,Oui,80 m²,339 kWh/m²/an,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,14 m²,13 m²,Non,Non,Oui,,,,,,,8 m,,155 m,,Oui,,22/01/2035,Immédiatement,,19 m²,Oui,,Oui,,84,,,Oui,4,Non,Non,Oui,,6600 m²,64970 kWh/an,4746 m²,Non,8 m,7 m²,,,,14 m²,,14 m²,,7 m²,,Nord,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1472/vieux-genappe/vbc92103,VBC92103,Appartement à vendre,315000,Rue de Bruxelles 151 A,1472 Vieux-Genappe,Excellent,2018,2,14 m²,71 m²,26 m²,,,,Super équipée,1,1,1,6 m²,Gaz,Double vitrage,,Oui,Oui,2,2,2,Oui,5 m²,101 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,11 m²,,,,,,,,,,,,,,,Oui,,12/07/2029,A l’acte,,6 m²,Oui,,Oui,,19,,,,,,,,,,10802 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4500/tihange/vbc92101,VBC92101,Maison à vendre,225000,,4500 Tihange,À rénover,1950,3,18 m²,128 m²,20 m²,Oui,Oui,2,,1,1,1,4 m²,Bois,Double vitrage,Oui,Non,Non,,3,4,Oui,13 m²,316 kWh/m²/an,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,7 m²,33 m²,,,,Oui,,,,,,7 m,,40 m,,Oui,,18/06/2035,A l’acte,,17 m²,,,Oui,,9,,,Oui,2,,,,,865 m²,,654 m²,,7 m,,,,,,,,,32 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1540/herne/rbt73300,RBT73300,Immeuble mixte à vendre,449000,Geraardsbergsestraat 16,1540 Herne,,,3,13 m²,250 m²,41 m²,Oui,Oui,1,,1,1,2,,Gaz,Double vitrage,,,,,3,,Oui,15 m²,370 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,13 m²,25 m²,,Non,Oui,,,,,,Nord-est,10 m,,,Oui,Oui,,,A l’acte,,22 m²,,Sud-ouest,Oui,,,1,,Oui,,,,,,323 m²,,25 m²,Non,10 m,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1541/sint-pieters-kapelle/rbt73297,RBT73297,Immeuble mixte à vendre,449000,Geraardsbergsestraat 16,1541 Sint-Pieters-Kapelle,,,3,13 m²,250 m²,41 m²,Oui,Oui,1,,1,1,1,,Gaz,Double vitrage,,,,,3,,Oui,15 m²,370 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,13 m²,25 m²,,Non,Oui,,,,,,Nord-est,10 m,,,Oui,Oui,,,A l’acte,,22 m²,,Sud-ouest,Oui,,,1,,Oui,,,,,,323 m²,,25 m²,Non,10 m,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7730/estaimpuis/vbc92100,VBC92100,Appartement à vendre,205000,Contour de l'Eglise 12,7730 Estaimpuis,Normal,1996,2,,108 m²,,Non,Oui,,,1,,1,,Gaz,Double vitrage,,,,1,,,,,211 kWh/m²/an,,Information non communiquée,Information non communiquée,,,Non,,,Non,Non,Non,Non,Non,,,,,,,2018011021575,,A convenir,,,,,Oui,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4000/liege/vbc92099,VBC92099,Maison à vendre,375000,Rue Albert Mockel 23,4000 Liège,À rénover,,5,,,,Non,,,,1,1,2,,Gaz,Double vitrage,,,,,2,2,,,351 kWh/m²/an,,Information non communiquée,Information non communiquée,,,Non,,,Non,Non,Non,Non,Non,,,,,,,20250616018527,,Immédiatement,,,,,Oui,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1050/ixelles/vbc92098,VBC92098,Maison à vendre,765000,,1050 Ixelles,À rénover,1883,3,,271 m²,31 m²,Non,,,,2,,4,,Gaz,,,Non,,,2,,Oui,11 m²,202 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,Non,Non,,Non,Non,Non,Non,Non,Ouest,,,15 m,Oui,Oui,20221221-0000629330-01-3,21/12/2032,A convenir,,,,,,,40,,,,,,,,,97 m²,,,Non,,23 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7000/mons/vbc92097,VBC92097,Appartement à vendre en viager,20000,Digue de Cuesmes 10-12 6.4,7000 Mons,,,2,,83 m²,,Non,,,,1,,,,Electrique,Double vitrage,,,,,,,,,291 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,Non,,,Non,Non,Non,Non,Non,,,,,,,20210906011717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/8460/oudenburg/rbt73296,RBT73296,Immeuble mixte à vendre,670000,Ettelgemsestraat 62,8460 Oudenburg,Normal,,4,,263 m²,,,Oui,1,Super équipée,1,,1,,Gaz,Double vitrage,Oui,Non,,,2,,Oui,47 m²,215 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,Oui,,,,,,,,,,Oui,Oui,,04/12/2024,A l’acte,,,,Sud-ouest,Oui,,,,Oui,,,Oui,,,,,,,Non,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/liege/vbc92094,VBC92094,Appartement à vendre,250000,Rue Saint-Gilles 69,4000 Liège,À rénover,1874,5,,220 m²,,,,,Equipée,4,4,4,,,Double vitrage,,Non,Non,,2,2,Oui,,372 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,Oui,Non,,,,,,,Nord-ouest,5 m,,,,,,,A l’acte,Américaine,,,Sud-est,,,,,,,,Non,Oui,,,,,,Non,5 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4040/herstal/vbc92093,VBC92093,Maison à vendre,125000,Rue du Tige 212,4040 Herstal,Normal,1855,2,16 m²,77 m²,18 m²,,,,,1,1,1,,,Double vitrage,,Non,Non,,3,1,Oui,,545 kWh/m²/an,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,17 m²,,,Non,,,Oui,,,,,4 m,,,,,,12/03/2035,A l’acte,,,,Nord,Oui,,128,,,,,,,,16 m²,,51093 kWh/an,,,4 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/bouffioulx/vbc92090,VBC92090,Maison à vendre,147000,Avenue Emile Vandervelde 156,6200 Bouffioulx,Normal,,3,17 m²,181 m²,41 m²,Oui,Oui,1,,1,1,1,5 m²,Mazout,Double vitrage,,Non,Non,,2,2,Oui,23 m²,385 kWh/m²/an,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,20 m²,,,,Oui,Oui,,,,,,8 m,,56 m,,Oui,,,A l’acte,,20 m²,,,Oui,,95,,,Oui,,,,,,400 m²,84485 kWh/an,218 m²,,8 m,,,,,,,,,24 m²,,Nord-ouest,,,,,,,,,,,,,,,,,,,,,,,,,52 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6120/ham-sur-heure-nalinnes/vbc92089,VBC92089,Maison à vendre,267000,Rue Couture 81,6120 Ham-sur-Heure-Nalinnes,Normal,1962,3,13 m²,105 m²,30 m²,Oui,Oui,1,,,1,1,,Mazout,Double vitrage,,,,,4,2,Oui,20 m²,351 kWh/m²/an,,Information non communiquée,Information non communiquée,17 m²,9 m²,,,Oui,,,,,,,9 m,,43 m,,Oui,,,A l’acte,,14 m²,,,Oui,,87,,,Oui,1,,,,,725 m²,41588 kWh/an,660 m²,,9 m,,,,,,,,,15 m²,,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,,41 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9230/wetteren/rbt73295,RBT73295,Appartement à vendre,255000,Neerstraat 40 11,9230 Wetteren,Normal,1998,2,,92 m²,,Oui,Oui,1,Super équipée,1,,1,,,Double vitrage,,Oui,,1,2,,,,162 kWh/m²/an,"oui, attestation non conforme",Risque élevé,Information non communiquée,,,,Non,,,,,,,,,,,,Oui,,08/05/2035,A l’acte,,,Oui,,Oui,,1985,,Oui,,,Oui,Non,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/la-louviere/vbc92084,VBC92084,Maison à vendre,214999,,7100 La Louvière,Normal,1912,4,21 m²,190 m²,19 m²,Oui,,,Equipée,1,1,2,,Gaz,,,Non,Non,,2,3,Oui,,247 kWh/m²/an,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,21 m²,16 m²,,Non,,,Oui,,,,,,,,Oui,Oui,,07/12/2033,A l’acte,Américaine,11 m²,,,Oui,,41,,,Oui,,,,,15 m²,458 m²,46921 kWh/an,,,,,,,,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9400/ninove/rbt73294,RBT73294,Maison à vendre,175000,Pamelstraat 69,9400 Ninove,,1875,2,13 m²,76 m²,36 m²,,,,Super équipée,1,,,,,Double vitrage,,Non,Non,,2,2,Oui,,328 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,9 m²,,Non,Non,Oui,,,,,,Nord-ouest,,,,Oui,Oui,,,,,,,Sud-est,Oui,,,,,,,Oui,,,,100 m²,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/07/2011,,,,,,,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8530/harelbeke/rbt73289,RBT73289,Maison à vendre,389000,Kollegelaan 127,8530 Harelbeke,Excellent,2018,3,,,,,,,Super équipée,1,,2,,,,,,,,2,,Oui,,24 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,,,Oui,,,,,,,,,,Oui,Oui,,08/10/2028,,,,,,Oui,,,,,Oui,2,Oui,,,,244 m²,,,Non,,,,,,,Oui,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8500/courtrai/rbt73288,RBT73288,Appartement à vendre,275000,Koning Albertstraat 5 22,8500 Courtrai,Normal,1981,2,,91 m²,,,Oui,1,,1,,1,,Gaz,Double vitrage,,Oui,,2,2,,Oui,,131 kWh/m²/an,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,Oui,Oui,,06/06/2035,A l’acte,,,,,Oui,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9470/denderleeuw/rbt73287,RBT73287,Maison à vendre,349000,Koningin Astridstraat 15,9470 Denderleeuw,Normal,,5,16 m²,200 m²,35 m²,Oui,Oui,1,,1,1,1,,Mazout,Double vitrage,,Non,Non,,2,2,Oui,48 m²,364 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,15 m²,16 m²,,Non,Oui,,,,,,,10 m,,,Oui,Oui,,16/06/2035,Immédiatement,,17 m²,,,,,,,,Oui,,,Non,Oui,,514 m²,,244 m²,Non,10 m,,,,,17 m²,Oui,23 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,33 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7060/soignies/vbc92079,VBC92079,Villa à vendre,495000,Chemin des Aulnées 121,7060 Soignies,,,4,,194 m²,30 m²,Non,Oui,2,,1,,,,Mazout,,,,,,4,,Oui,30 m²,192 kWh/m²/an,,Information non communiquée,Information non communiquée,,,Non,,,Non,Non,Non,Non,Non,,,,,,,20250606024800,,,,,,,,,47,2,,Oui,8,,,,,4300 m²,,3400 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7190/ecaussinnes/vbc92078,VBC92078,Maison à vendre,200000,Rue de la Marlière 4,7190 Ecaussinnes,,,4,,140 m²,35 m²,Non,Oui,1,,1,,,,Gaz,,,,,,2,,Oui,11 m²,329 kWh/m²/an,,Information non communiquée,Information non communiquée,,,Non,,,Non,Non,Non,Non,Non,,,,,,,20240913000888,,,,,,,,,63,1,,,,,,,,90 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7850/petit-enghien/vbc92077,VBC92077,Maison à vendre,570000,Chaussée de Bruxelles 137-139,7850 Petit-Enghien,,,3,,272 m²,35 m²,Non,Oui,1,,1,,,,Mazout,,,,,,3,,,,526 kWh/m²/an,,Information non communiquée,Information non communiquée,,,Non,,,Non,Non,Non,Non,Non,,,,,,,20250612002161,,,,,,,,,51,1,,Oui,5,,,,,2648 m²,,2050 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7060/soignies/vbc92074,VBC92074,Maison à vendre,310000,Rue Léon Maubert 30,7060 Soignies,,,3,,110 m²,41 m²,Non,Oui,1,,1,,,,Air pulsé,,,,,,3,,Oui,20 m²,4 kWh/m²/an,,Information non communiquée,Information non communiquée,,,Non,,,Non,Non,Non,Non,Non,Sud-est,,,,,,20181121500527,,,,,,,,,3,1,,Oui,,,,,,285 m²,,166 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7061/casteau/vbc92073,VBC92073,Villa à vendre,425000,Chemin de Princes 16 A,7061 Casteau,,,5,,189 m²,42 m²,Non,Oui,1,,1,,,,Electrique,,,,,,4,,Oui,25 m²,423 kWh/m²/an,,Information non communiquée,Information non communiquée,,,Non,,,Non,Non,Non,Non,Non,,,,,,,20250607000568,,,,,,,,,91,1,,Oui,4,,,,,1890 m²,,1000 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7060/horrues/vbc92071,VBC92071,Maison à vendre,215000,Chausée de Lessines 240,7060 Horrues,,,2,,261 m²,56 m²,Non,,,,1,,,,Gaz,,,,,,4,,Oui,55 m²,670 kWh/m²/an,,Information non communiquée,Information non communiquée,,,Non,,,Non,Non,Non,Non,Non,,,,,,,20210430005055,,,,,,,,,122,,,Oui,,,,,,1617 m²,,900 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7090/braine-le-comte/vbc92070,VBC92070,Maison à vendre,255000,Place de la Culée 19,7090 Braine-le-Comte,,,3,,120 m²,24 m²,Non,,,,1,,,,Gaz,,,,,,2,,Oui,15 m²,313 kWh/m²/an,,Information non communiquée,Information non communiquée,,,Non,,,Non,Non,Non,Non,Non,,,,,,,20250513001737,,,,,,,,,57,,,Oui,,,,,,239 m²,,120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7062/naast/vbc92069,VBC92069,Villa à vendre,315000,Avenue du Chemin de Fer 35,7062 Naast,,,3,,125 m²,30 m²,Non,Oui,1,,1,,,,Mazout,,,,,,4,,Oui,30 m²,622 kWh/m²/an,,Information non communiquée,Information non communiquée,,,Non,,,Non,Non,Non,Non,Non,,,,,,,20160531018388,,,,,,,,,171,1,,Oui,3,,,,,649 m²,,500 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7060/soignies/vbc92067,VBC92067,Maison à vendre,289000,Rue de Neufvilles 210,7060 Soignies,,,2,,170 m²,16 m²,Non,Oui,2,,1,,,,Mazout,,,,,,3,,,,491 kWh/m²/an,,Information non communiquée,Information non communiquée,,,Non,,,Non,Non,Non,Non,Non,,,,,,,20250503006306,,,,,,,,,122,2,,Oui,2,,,,,670 m²,,520 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7060/soignies/vbc92066,VBC92066,Villa à vendre,480000,Rue des Tanneurs 43,7060 Soignies,,,2,,220 m²,39 m²,Non,Oui,2,,1,,,,Gaz,,,,,,4,,Oui,23 m²,254 kWh/m²/an,,Information non communiquée,Information non communiquée,,,Non,,,Non,Non,Non,Non,Non,,,,,,,20250220032721,,,,,,,,,55,2,,Oui,6,,,,,1022 m²,,355 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7060/soignies/vbc92065,VBC92065,Maison à vendre,195000,Chemin Bodinet 33,7060 Soignies,,,3,,100 m²,32 m²,Non,,,,,1,,,Gaz,,,,,,2,,Oui,17 m²,502 kWh/m²/an,,Information non communiquée,Information non communiquée,,,Non,,,Non,Non,Non,Non,Non,,,,,,,20250416001562,,,,,,,,,91,,,Oui,,,,,,120 m²,,31 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7060/horrues/vbc92064,VBC92064,Maison à vendre,215000,Chausée de Lessines 240,7060 Horrues,,,2,,261 m²,56 m²,Non,,,,1,,,,Gaz,,,,,,4,,Oui,55 m²,670 kWh/m²/an,,Information non communiquée,Information non communiquée,,,Non,,,Non,Non,Non,Non,Non,,,,,,,20210430005055,,,,,,,,,122,,,Oui,,,,,,1617 m²,,900 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/7090/braine-le-comte/vbc92063,VBC92063,Duplex à vendre,269500,Rue de France 24 b2,7090 Braine-le-Comte,,,3,,95 m²,34 m²,Non,,,,1,1,,,Gaz,,,,,1,3,,Oui,22 m²,129 kWh/m²/an,,Information non communiquée,Information non communiquée,,,Non,,,Non,Non,Non,Non,Non,,,,,,,20230412013000,,,,,,,,,2379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7060/soignies/vbc92062,VBC92062,Maison à vendre,335000,Sentier de Scaubecq 17,7060 Soignies,,,4,,150 m²,26 m²,Non,,,,1,,,,Gaz,,,,,,2,,Oui,20 m²,164 kWh/m²/an,,Information non communiquée,Information non communiquée,,,Non,,,Non,Non,Non,Non,Non,,,,,,,20250422005672,,,,,,,,,28,,,,,,,,,368 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7060/soignies/vbc92060,VBC92060,Maison à vendre,195000,Rue de la Sucrerie 10,7060 Soignies,,,3,,100 m²,26 m²,Non,Oui,1,,1,,,,Gaz,,,,,,2,,Oui,10 m²,383 kWh/m²/an,,Information non communiquée,Information non communiquée,,,Non,,,Non,Non,Non,Non,Non,,,,,,,20251008006197,,,,,,,,,70,1,,,,,,,,238 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7060/soignies/vbc92059,VBC92059,Maison à vendre,285000,Rue des Trois Planches 41,7060 Soignies,,,4,,142 m²,32 m²,Non,,,,1,,,,Gaz,,,,,,3,,Oui,25 m²,331 kWh/m²/an,,Information non communiquée,Information non communiquée,,,Non,,,Non,Non,Non,Non,Non,,,,,,,20250405005734,,,,,,,,,11197,,,Oui,,,,,,300 m²,,200 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
