ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Garage,Nombre_de_Garages,Nombre_de_place_de_parking_intérieur,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Attestation__Installation_électrique__Validité,Attestation__Citernes_à_mazout__Validité,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Étage_de_lappartement,Surface_de_la_terrasse,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Panneaux_solaires,Ascenseur,Surface_du_jardin,Raccordé_au_gaz_de_ville,Piscine_extérieure,Référence_PEB,Surface_salle_à_manger,Surface_du_dressing,Alarme_antieffraction,Raccordé_aux_égouts,Citerne_à_eau_de_pluie,Porte_de_garage_motorisée,Clef_électronique,Surface_de_lades_salles_de_bain,Panneaux_solaires_thermiques,Chauffage_au_sol,Air_conditionné,Domotique,HammamSaunaJacuzzi,Feu_ouvert,Surface_constructible,Balcon,Attestation__Asbuilt,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Parlophone,Orientation_de_la_terrasse,Largeur_de_la_façade,Profondeur_du_terrain,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Surface_du_garage,Largeur_du_terrain_à_rue,Surface_des_caves,Orientation_du_jardin,Surface_du_grenier,Surface_chambre_à_coucher_5,Maison_basse_énergie,Compteur_Bihoraire,Pompe_à_chaleur,Station_de_charge_électrique,Surface_du_bureau,Adoucisseur_deau,Porte_daccès_sécurisée,Espace_ouvert_sensible_à_leau__WORG,Attestation__Citernes_à_mazout,Surface_de_la_véranda,Affectation_urbanistique_la_plus_récente,Niveau_E,Niveau_K,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Possibilités_pour_profession_libérale,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Adaptations_pour_les_seniors,Appartement_de_service,Niveau_S,Citation_pour_infraction_urbanistique
https://immovlan.be/fr/detail/maison/a-vendre/3581/beverlo/rbt73232,RBT73232,Maison à vendre,395000,Molenaarstraat 7,3581 Beverlo,,Non,,,2,,,,,217 m²,,,Non,,,,,,,,2,,2,Gaz,Double vitrage,Non,,4,,,,,1090 m²,,,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,,,,,Oui,,,,,,,,Non,,,,,Non,,Non,,,,,,,,24 m,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8370/blankenberge/rbt73227,RBT73227,Appartement à vendre,249000,Artanhelling 3 0602,8370 Blankenberge,,Non,2021,Immédiatement,1,,,,,55 m²,,,Non,,,,,,,,1,,1,Gaz,Double vitrage,Non,,,,,,,,,50 kWh/m²/an,,,,,,,Oui,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,,31004-G-2016_251/EP06313/A001/D01/SD016,,,Non,,,,,,,,Non,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,"Zone, info non disponible",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8480/eernegem/rbt73226,RBT73226,Maison à vendre,169000,Emiel Coolslaan 5,8480 Eernegem,,Non,1954,A l’acte,3,,,,,160 m²,,,Non,,,,,,,,,,1,Gaz,Simple vitrage,Non,Sud-ouest,3,2,,,Oui,273 m²,,461 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,10 m²,Non,Non,Non,Non,Non,,Non,,,,20250309-0003548419-RES-1,,,Non,,,,,,,,Non,,,,,Non,,Non,,,8 m,41 m,,,,8 m,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8530/harelbeke/rbt73225,RBT73225,Maison à vendre,167000,,8530 Harelbeke,,Non,1930,A l’acte,3,,,,,154 m²,,,Non,,Oui,1,,,,,1,,1,Mazout,,Non,Est,2,4,1,,Oui,277 m²,,624 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,23 m²,Non,Non,Non,Non,Non,,Non,,,,20240229-0003159910-RES-1,,,Non,,,,,,,,Non,,,,,Non,,Non,,,5 m,55 m,,,,5 m,,,,,,,,,,,,,,,"Zone, info non disponible",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8500/courtrai/rbt73224,RBT73224,Maison à vendre,190000,,8500 Courtrai,,Non,,A l’acte,3,,,,,151 m²,,,Non,,,,,,,,1,,1,Gaz,Double vitrage,Non,Nord-est,2,2,,,,200 m²,,330 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,,3575389,,,Non,,,,,,,,Non,,,,,Non,,Non,,,5 m,40 m,,,,5 m,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9170/sint-gillis-waas/rbt73223,RBT73223,Maison à vendre,490000,Stroperstraat 1A,9170 Sint-Gillis-Waas,Normal,Non,1999,A l’acte,3,,,,,215 m²,Non,50 m²,Non,,Oui,1,,,,,1,,2,,,,,3,,2,Oui,Oui,534 m²,,139 kWh/m²/an,,,,pas d'application,,,Non,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/8430/middelkerke/rbt73221,RBT73221,Penthouse à vendre,329000,Koning Ridderdijk 19 10,8430 Middelkerke,,Non,1970,A l’acte,1,,,,,47 m²,Oui,,Non,,,,,,,,1,,,,,Non,Sud,,10,,,Oui,,,197 kWh/m²/an,,,,,,,,Pas de risque d’inondation,Information non communiquée,10,40 m²,Non,Non,Non,Non,Non,,Oui,,,,20250310-0003045507-RES-3,,,Non,,,,,,,,,,,,,Non,,Non,,,6 m,25 m,,,,6 m,,,,,,,,,,,,,,,"Zone, info non disponible",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/8570/anzegem/rbt73220,RBT73220,Bungalow à vendre,215000,Weggevoerdenlaan 33,8570 Anzegem,,Non,1971,,3,,,,,80 m²,,,Non,,Oui,1,,,,,1,,1,,,Non,,4,1,2,,,540 m²,,473 kWh/m²/an,,,,,,,,Risque moyen,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,,20250321-0003559287-RES-1,,,Non,,,,,,,,,,,,,Non,,Non,,,10 m,28 m,,,,16 m,,,,,,,,,,,,,,,"Zone, info non disponible",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8200/sint-michiels/rbt73219,RBT73219,Maison à vendre,695000,Spoorwegstraat 36,8200 Sint-Michiels,,Non,1949,,3,,,,,144 m²,,,Non,,,,,,,,1,,,Gaz,Double vitrage,Non,Sud-ouest,4,2,1,,,362 m²,,339 kWh/m²/an,,,,,,,Oui,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,,20200221-0002241486-RES-3,,,Oui,,,,,,,,Non,,,,,Non,,Non,,,6 m,32 m,,,,10 m,,,,,,,,,,,,,,,"Zone, info non disponible",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3120/tremelo/rbt73218,RBT73218,Maison à vendre,365000,Louisastraat 8,3120 Tremelo,,Non,1987,,3,,,,,132 m²,,,Non,,,,,,,,1,,1,Electrique,,Non,Sud-ouest,4,1,4,,,990 m²,,449 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,,20250616-0003626378-RES-1,,,Non,,,,,,,,Non,,,,,Non,,Non,,,8 m,49 m,,,,18 m,,,,,,,,,,,,,,,Parc résidentiel,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3191/hever/rbt73215,RBT73215,Maison à vendre,195000,Ravesteinstraat 40,3191 Hever,,Non,,A l’acte,2,,,,,170 m²,,,Non,,,,,,,,1,,1,Electrique,Double vitrage,Non,Nord-est,4,,1,,,290 m²,,1078 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,,3625405-RES-1,,,Non,,,,,,,,Non,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1210/saint-josse-ten-noode/vbc91961,VBC91961,Appartement à vendre,165000,Rue des Secours 1,1210 Saint-Josse-ten-Noode,Normal,Non,1920,Immédiatement,1,13 m²,,,,38 m²,,11 m²,Non,Non,,,,,,6 m²,1,,,Gaz,Double vitrage,,Sud,2,3,,,,,Oui,284 kWh/m²/an,,,,"non, pas d'attestation",,,Non,Information non communiquée,Information non communiquée,3,,Non,Oui,Oui,Non,Non,Non,,,,Non,F,,,Non,Oui,,,,4 m²,Non,Non,Non,Non,Non,Non,,,Non,,Oui,,,,,,,,,,,,Non,,,,,,Oui,,"non, pas d'attestation",,,,,,,,,,,,Oui,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1020/laeken/vbc91960,VBC91960,Appartement à vendre,199000,,1020 Laeken,Normal,Non,,Immédiatement,2,15 m²,8 m²,,,80 m²,,,Non,Non,,,,,,7 m²,1,,1,Gaz,Double vitrage,,Ouest,,16,,,Oui,,Oui,120 kWh/m²/an,,,46,"non, pas d'attestation",,,Non,Information non communiquée,Information non communiquée,11,4 m²,Non,Oui,Oui,Non,Non,Non,,,,Non,C,,,Oui,Oui,,,,3 m²,Non,Non,Non,Non,Non,Non,,,Non,,Oui,,,,,,,,,,,,Non,,,,,,Oui,,"non, pas d'attestation",,,,,,,,,,,,Oui,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1180/uccle/vbc91958,VBC91958,Appartement à vendre,895000,,1180 Uccle,,Non,,,3,,,,,162 m²,,,Non,,,,,,,,1,1,2,Non specifié,Triple vitrage,,,,,,Oui,Oui,,,,,,,"non, pas d'attestation",,,Non,Information non communiquée,Information non communiquée,0,,Non,Oui,Oui,Non,Non,,Oui,,,,,,,Non,Non,,,,,Non,Non,Non,Non,Non,Non,,,Non,,Oui,,,,,,,,,,,,Non,,,,,,Non,,"non, pas d'attestation",,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1180/uccle/vbc91957,VBC91957,Appartement à vendre,835000,,1180 Uccle,,Non,,,3,,,,,145 m²,,,Non,,,,,,,,1,1,2,Non specifié,Triple vitrage,,,,,,,Oui,,,,,,,"non, pas d'attestation",,,Non,Information non communiquée,Information non communiquée,2,,Non,Oui,Oui,Non,Non,,Oui,,,,,,,Non,Non,,,,,Non,Non,Non,Non,Non,Non,,,Non,,Oui,,,,,,,,,,,,Non,,,,,,Non,,"non, pas d'attestation",,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1180/uccle/vbc91956,VBC91956,Appartement à vendre,795000,,1180 Uccle,,Non,,,3,,,,,141 m²,,,Non,,,,,,,,1,1,2,Non specifié,Triple vitrage,,,,,,,Oui,,,,,,,"non, pas d'attestation",,,Non,Information non communiquée,Information non communiquée,,,Non,Oui,Oui,Non,Non,,Oui,,,,,,,Non,Non,,,,,Non,Non,Non,Non,Non,Non,,,Non,,Oui,,,,,,,,,,,,Non,,,,,,Non,,"non, pas d'attestation",,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1180/uccle/vbc91955,VBC91955,Appartement à vendre,485000,,1180 Uccle,,Non,,,1,,,,,81 m²,,,Non,,,,,,,,1,,1,Non specifié,Triple vitrage,,,,,,,Oui,,,,,,,"non, pas d'attestation",,,Non,Information non communiquée,Information non communiquée,1,,Non,Oui,Oui,Non,Non,,Oui,,,,,,,Non,Non,,,,,Non,Non,Non,Non,Non,Non,,,Non,,Oui,,,,,,,,,,,,Non,,,,,,Non,,"non, pas d'attestation",,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9300/alost/rbt73212,RBT73212,Maison à vendre,338000,,9300 Alost,Excellent,Non,,Immédiatement,3,22 m²,17 m²,11 m²,,201 m²,Non,44 m²,Non,Oui,Oui,,1,,,15 m²,1,,1,,Double vitrage,Non,,,,1,Oui,Oui,,Oui,299 kWh/m²/an,,,,"oui, attestation conforme",,,Non,Information non communiquée,Information non communiquée,,12 m²,Non,Non,Non,Non,Non,,Non,100 m²,Oui,Non,20250113-0003503475-RES-1,,,Non,,,Non,Non,9 m²,Non,Non,Non,Non,Non,Non,240 m²,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7000/mons/vbc91953,VBC91953,Appartement à vendre,235000,Rue de la Sucrerie 17 0.2,7000 Mons,Excellent,Non,2017,A l’acte,2,9 m²,12 m²,,,86 m²,Non,,,,,,,Equipée,Américaine,10 m²,1,1,,Gaz,Double vitrage,Oui,,2,4,,Oui,Oui,,Oui,86 kWh/m²/an,7432 kWh/an,03/05/2027,16,"oui, attestation conforme",,,Non,Information non communiquée,Information non communiquée,0,11 m²,,,,,,,Oui,58 m²,Oui,Non,,,,,Oui,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1050/ixelles/vbc91952,VBC91952,Appartement à vendre,695000,,1050 Ixelles,Excellent,Non,1964,A l’acte,2,21 m²,19 m²,,,160 m²,Non,48 m²,Oui,,,,,Super équipée,,17 m²,2,2,,,Double vitrage,Oui,Sud-ouest,2,5,,,Oui,,Oui,186 kWh/m²/an,29691 kWh/an,13/05/2035,37,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,5,11 m²,,,,,,,Oui,,Oui,Non,,,,,Oui,,,,10 m²,,,Oui,,,,,,,,Oui,Sud-ouest,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1410/waterloo/vbc91949,VBC91949,Maison à vendre,345000,Rue Bodrissart 23,1410 Waterloo,À rénover,Oui,1950,A l’acte,3,8 m²,10 m²,12 m²,,110 m²,,27 m²,Oui,Oui,Oui,1,,,Indépendante,7 m²,,1,1,,Double vitrage,,,3,,,Oui,,839 m²,Oui,667 kWh/m²/an,112603 kWh/an,12/08/2034,190,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rwc39953,RWC39953,Appartement à vendre,398000,Leon Spilliaertstraat 45 0101,Leopold park,Normal,Non,1967,A l’acte,2,,,,,103 m²,,,Oui,,,,,Super équipée,Américaine,,1,,,Gaz,Double vitrage,,,2,7,,,Oui,,Oui,182 kWh/m²/an,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,1,,,,,Oui,,,Oui,,Oui,,,,,,Oui,,,,,,,,,,,,,Non,Non,,Sud,,,Oui,Non,,,,,,,,,,,,,,Non,,,,,,,,,,,,Oui,Oui,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9090/melle/rbt73208,RBT73208,Maison à vendre,369000,Gontrode Heirweg 225,9090 Melle,À rénover,Non,1963,A l’acte,3,,,,,159 m²,Non,,Non,Oui,Oui,1,,,,,1,,1,Gaz,Double vitrage,,,3,,,Oui,,665 m²,Oui,456 kWh/m²/an,,,,"oui, attestation conforme",,,Non,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,Non,,552 m²,Oui,Non,20250523-0003606696-RES-1,,,Non,Oui,,,,,Non,Non,,Non,,,113 m²,,,,Non,,,,,,,,,,,,,,,,,,Non,,pas d'application,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7141/carnieres/vbc91948,VBC91948,Maison à vendre,80000,Rue Ernest Solvay 104,7141 Carnières,À rénover,,,A l’acte,2,19 m²,12 m²,,,100 m²,Non,,Oui,,,,,,,,,,1,Non specifié,Simple vitrage,Non,,4,1,,Oui,,155 m²,Oui,1135 kWh/m²/an,144277 kWh/an,16/06/2035,,"oui, attestation non conforme",,,,Information non communiquée,Information non communiquée,,,,,,,,,Non,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2650/edegem/rbt73194,RBT73194,Appartement à vendre,255000,Archimedeslaan 3,2650 Edegem,Excellent,Non,1973,A l’acte,2,,,,,80 m²,Non,25 m²,Oui,Non,Oui,1,,,,7 m²,1,,1,Gaz,,,,2,2,,,Oui,,Oui,183 kWh/m²/an,,,,pas d'application,,,Non,Pas de risque d’inondation,Information non communiquée,2,,Non,Non,Non,Non,Non,Non,,,Oui,Non,,,,Non,Oui,,,,,Non,Non,,Non,,,,,,,Oui,,,,,,,,4 m²,,,,,,,,,,Non,,pas d'application,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,Oui,Non,Oui,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/1160/auderghem/vbc91947,VBC91947,Penthouse à vendre,749000,Boulevard des Invalides 70,1160 Auderghem,Normal,Non,1988,A l’acte,4,15 m²,9 m²,16 m²,11 m²,201 m²,Non,,Oui,,Oui,1,,,,17 m²,1,2,3,Gaz,Double vitrage,Oui,,2,5,,,Oui,,Oui,205 kWh/m²/an,,,,"non, pas d'attestation",,,Non,Pas de risque d’inondation,Information non communiquée,5,22 m²,,,,,,,Oui,,,Non,,,,Oui,Oui,,,,7 m²,,,,,,Oui,,,,,Oui,,,,,,,,4 m²,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8500/courtrai/rbt73193,RBT73193,Maison à vendre,249000,Brugsesteenweg 210,8500 Courtrai,Normal,Non,1936,A l’acte,3,11 m²,10 m²,17 m²,,145 m²,Non,23 m²,Oui,,,,,Super équipée,,13 m²,1,1,2,Gaz,Double vitrage,,,2,3,,Oui,Oui,158 m²,Oui,289 kWh/m²/an,,27/06/2029,9075,"oui, attestation conforme",,,Non,Information non communiquée,Information non communiquée,,10 m²,,Oui,,,,,Non,57 m²,Oui,Non,,21 m²,,,Oui,,,,,,,Oui,,,,,,,,,Sud-est,5 m,,Oui,Non,,5 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2340/beerse/rbt73191,RBT73191,Appartement à vendre,310000,Vrijwilligersstraat 55 6,2340 Beerse,Excellent,Non,2005,A l’acte,2,,,,,90 m²,Non,,Non,Oui,Oui,1,,,,,1,,1,,,,Sud,3,2,,,Oui,,Oui,99 kWh/m²/an,,04/01/2033,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,2,,Non,Non,Non,Non,Non,,Non,,Oui,,20230201-0002771413-RES-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/durbuy/vbc91945,VBC91945,Maison à vendre,245000,dizos bihay 1,6940 Durbuy,À rénover,Non,1875,,4,,,,,168 m²,Non,21 m²,Non,Oui,,,,,,,1,,,Mazout,,,Nord-ouest,3,,4,Oui,Oui,1002 m²,Oui,443 kWh/m²/an,,02/06/2025,28179,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,,20240602002335,,,,,,,,,,,,,,,84 m²,,,,,,15 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3120/tremelo/rbt73190,RBT73190,Maison à vendre,380000,Grote Bollostraat 163,3120 Tremelo,,,1972,,3,,,,,206 m²,,,,,Oui,3,3,Equipée,Américaine,,1,,1,Mazout,,,,4,,3,Oui,Oui,1250 m²,Oui,431 kWh/m²/an,,12/07/2034,,,,,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1250 m²,,,,,,,Oui,,,,,,,Oui,,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2560/kessel/rbt73187,RBT73187,Maison à vendre,325000,Grote Steenweg 97,2560 Kessel,À rénover,Non,1957,A l’acte,3,,,,,142 m²,Non,,Non,Non,Oui,1,,,,,1,,2,Mazout,,,Nord,4,,3,Oui,,978 m²,Oui,974 kWh/m²/an,,,,"non, pas d'attestation",,,Non,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,400 m²,,,,,,,,,,,,,,,,,,129 m²,,Non,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6530/thuin/vbc91944,VBC91944,Maison à vendre,139000,Rue saint jacques 6,6530 Thuin,À rénover,,,A l’acte,3,11 m²,16 m²,9 m²,,89 m²,Non,,,Oui,,,,,,,1,,1,,,,,2,2,,,,59 m²,,453 kWh/m²/an,54525 kWh/an,16/06/2035,87,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/gougnies/vbc91943,VBC91943,Maison à vendre,230000,Rue du Phalanstère 3,6280 Gougnies,À rénover,Non,,,3,,,,,130 m²,Non,30 m²,Non,Oui,Oui,2,,,,,,1,2,Non specifié,,,,,,,,,,,457 kWh/m²/an,,,457,pas d'application,,,,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,,20250528029047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2570/duffel/rbt73184,RBT73184,Appartement à vendre,299000,Merodestraat 20 1,2570 Duffel,Normal,Non,1995,A l’acte,2,,,,,77 m²,Non,,Non,Non,Oui,1,,,,,1,,,Gaz,,,Nord-ouest,3,,,Oui,,,Oui,203 kWh/m²/an,,11/05/2030,,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,Oui,,20200511-0002268387-RES-1,,,,,,,,,,,,,,,98 m²,,,,,,7 m,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/2570/duffel/rbt73176,RBT73176,Bungalow à vendre,455000,Oude Liersebaan 287,2570 Duffel,À rénover,Non,1962,A l’acte,3,,,,,195 m²,Non,,Non,Non,Oui,1,,,,,1,,,Gaz,,,Nord-ouest,4,,,Oui,,1638 m²,,801 kWh/m²/an,,24/10/2034,,"oui, attestation non conforme",,,Oui,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,,20241024-0003425209-RES-2,,,,,,,,,,,,,,,,,,,,,18 m,,,,,,,,,,,,,,,,,,,,Zone agricole,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2570/duffel/rbt73173,RBT73173,Villa à vendre,675000,Segershoevestraat 32,2570 Duffel,Normal,Non,1987,A convenir,5,,,,,215 m²,Non,,Non,Non,Oui,,,,,,1,,,Mazout,,,Nord-est,4,,,Oui,Oui,879 m²,Oui,308 kWh/m²/an,,08/05/2035,,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,,20250508-0003594424-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3512/stevoort/rbt73172,RBT73172,Maison à vendre,,Oppenstraat 213,3512 Stevoort,Nouveau,Non,1970,,4,,,,,171 m²,,,Non,Non,Oui,1,,,,,2,,2,,,,,4,,,Oui,Oui,706 m²,,118 kWh/m²/an,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Oui,Non,Oui,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nord-est,,,,,Oui,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3500/hasselt/rbt73171,RBT73171,Maison à vendre,399000,Zolderse kiezel 22,3500 Hasselt,Nouveau,Non,2024,,4,,,,,190 m²,,,Non,Oui,Oui,1,,,,,1,,2,,,,,3,,,Oui,Oui,1334 m²,,,,,,"non, pas d'attestation",,,,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,,,,Non,,,,,,,,,,,,,,,,,,,,,,8 m,,,,,,,Nord-est,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
