ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_habitable,Meublé,Caves,Équipement_de_la_cuisine,Type_de_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Panneaux_solaires,Alarme_antieffraction,Profondeur_du_terrain,Balcon,Référence_PEB,Affectation_urbanistique_la_plus_récente,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Air_conditionné,Garage,Nombre_de_Garages,Étage_de_lappartement,Parlophone,Orientation_du_jardin,Surface_constructible,Surface_du_séjour,Surface_de_la_cuisine,Panneaux_solaires_thermiques,Chauffage_au_sol,Domotique,Porte_daccès_sécurisée,Attestation__Citernes_à_mazout,Surface_chambre_à_coucher_4,Surface_salle_à_manger,Niveau_E,Niveau_K,Attestation__Asbuilt,Citerne_à_eau_de_pluie,Surface_des_caves,Surface_de_lades_salles_de_bain,Feu_ouvert,Orientation_de_la_terrasse,Nombre_de_place_de_parking_intérieur,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Pompe_à_chaleur,Porte_de_garage_motorisée,Clef_électronique,HammamSaunaJacuzzi,Attestation__Installation_électrique__Validité,Adoucisseur_deau,Surface_du_grenier,Surface_du_bureau,Attestation__Citernes_à_mazout__Validité,Station_de_charge_électrique,Surface_chambre_à_coucher_5,Maison_basse_énergie,Surface_du_garage,Espace_ouvert_sensible_à_leau__WORG,Possibilités_pour_profession_libérale,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Adaptations_pour_les_seniors,Appartement_de_service,Niveau_S,Surface_de_la_véranda,Surface_du_dressing,Compteur_Bihoraire
https://immovlan.be/fr/detail/maison/a-vendre/3945/ham/rbt73249,RBT73249,Maison à vendre,685000,Grensstraat 11,3945 Ham,Excellent,Non,1981,A l’acte,5,,,,333 m²,Non,Non,,,1,,3,Gaz,,Non,,Sud-est,4,16 m,,,Oui,,Oui,,1708 m²,,,,,,153 kWh/m²/an,,10/01/2035,,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,,,60 m,,3501036-res-1,"Zone d'habitat (résidentiel, urbain ou rural)",,,Oui,2,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3920/lommel/rbt73248,RBT73248,Maison à vendre,525000,Koningsbeemdstraat 13,3920 Lommel,Normal,Non,2001,A l’acte,4,,,,246 m²,Non,Non,,,2,,3,Gaz,,Non,,Ouest,4,13 m,,2,Oui,,Oui,,695 m²,,,Oui,Oui,,160 kWh/m²/an,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,,,35 m,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,160 m²,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2400/mol/rbt73246,RBT73246,Villa à vendre,1200000,Hovenierstraat 46A,2400 Mol,Nouveau,Non,,Immédiatement,3,,,,,Non,Non,,,3,,4,,,Oui,,,4,,,2,Oui,,Oui,,900 m²,,,,,,,,,,pas d'application,,,Non,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3945/ham/rbt73245,RBT73245,Maison à vendre,749000,Genebosstraat 46A,3945 Ham,Excellent,Non,2012,A l’acte,5,,,,322 m²,Non,Non,,,2,,3,Gaz,,Non,,Ouest,4,,,,Oui,,Oui,,708 m²,,,,,,100 kWh/m²/an,,05/11/2034,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,,,32 m,,20241105-0003436692-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3900/pelt/rbt73244,RBT73244,Maison à vendre,675000,Over 't Waterstraat 104,3900 Pelt,Excellent,Non,1997,A l’acte,4,,,,256 m²,Non,Non,,,1,,2,Mazout,,Non,,Ouest,4,17 m,,,Oui,,Oui,,3042 m²,,,,,,192 kWh/m²/an,,,,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,,,96 m,,,Zone agricole,,,Oui,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3580/beringen/rbt73243,RBT73243,Maison à vendre,1250000,Kroonstraat 247,3580 Beringen,Excellent,Non,1935,,15,,,,422 m²,Non,Non,,,9,,12,Gaz,,Non,,Sud,4,21 m,,15,Oui,,Oui,,11954 m²,,,,,,,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,,,115 m,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,Oui,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3583/paal/rbt73242,RBT73242,Maison à vendre,335000,Gestelstraat 12,3583 Paal,À rénover,Non,1965,A l’acte,4,,,,204 m²,Non,Non,,,1,,1,Mazout,,Non,,,4,,,,Oui,,,,906 m²,,,,,,850 kWh/m²/an,,13/03/2035,,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,,,,,3552293-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3920/lommel/rbt73241,RBT73241,Maison à vendre,779000,Leliestraat 30,3920 Lommel,Normal,Non,2006,A l’acte,5,,,,348 m²,Non,Non,,,2,,3,Gaz,,Non,,Nord-ouest,4,,,2,Oui,,Oui,,1221 m²,,,Oui,Oui,,,,30/09/2034,,pas d'application,,,Non,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,,,,,20240930-0003393202-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",,,Oui,1,,,,229 m²,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3920/lommel/rbt73238,RBT73238,Maison à vendre,,Luikersteenweg 639,3920 Lommel,Normal,Non,1948,A l’acte,3,,,,206 m²,Non,Non,,,1,,1,Gaz,,Non,,Nord-ouest,4,,,,Oui,,Oui,,24472 m²,,,Oui,Oui,,362 kWh/m²/an,,03/02/2034,,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,,,,,20240203-0003131332-RES-1,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3910/neerpelt/rbt73236,RBT73236,Maison à vendre,570000,Peerderbaan 127,3910 Neerpelt,Normal,Non,2008,A l’acte,5,,,,558 m²,Non,Non,,,3,,,Gaz,,Non,,Est,4,,,2,,,,,1059 m²,,,,,,108 kWh/m²/an,,21/05/2034,,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,,,,,20240521-0003253626-RES-1,,,,Oui,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7300/boussu/vbc91976,VBC91976,Maison à vendre,170000,rue de Dour 406,7300 Boussu,Normal,Non,,,,,,,196 m²,,Non,,,,,,Gaz,,Non,,,,,,,Oui,100 m²,Oui,15 m²,200 m²,,Oui,,,,402 kWh/m²/an,,,77,,,,,Information non communiquée,Information non communiquée,,Non,Non,Non,Non,Non,,Non,,,20230204004008,,,Non,Oui,1,,Non,,,,,,Non,Non,Non,,,,,,,,,,Non,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7012/jemappes/vbc91967,VBC91967,Maison à vendre,50000,,7012 Jemappes,À rénover,Non,,Immédiatement,2,,,,70 m²,Non,Non,,,1,,1,Non specifié,,Non,,Nord-ouest,2,,,,,,Oui,,75 m²,,,,,,483 kWh/m²/an,,12/06/2035,,pas d'application,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,,,,,20250612010240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3581/beverlo/rbt73232,RBT73232,Maison à vendre,395000,Molenaarstraat 7,3581 Beverlo,,Non,,,2,,,,217 m²,,Non,,,2,,2,Gaz,Double vitrage,Non,Non,,4,,,,,,,,1090 m²,24 m,,,,,,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,,Oui,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8370/blankenberge/rbt73227,RBT73227,Appartement à vendre,249000,Artanhelling 3 0602,8370 Blankenberge,,Non,2021,Immédiatement,1,,,,55 m²,,Non,,,1,,1,Gaz,Double vitrage,Non,Non,,,,,,,,,,,,,,,,50 kWh/m²/an,,,,,,,Oui,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,,Non,,Non,31004-G-2016_251/EP06313/A001/D01/SD016,"Zone, info non disponible",Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8480/eernegem/rbt73226,RBT73226,Maison à vendre,169000,Emiel Coolslaan 5,8480 Eernegem,,Non,1954,A l’acte,3,,,,160 m²,,Non,,,,,1,Gaz,Simple vitrage,Non,Non,Sud-ouest,3,8 m,2,,,,Oui,10 m²,273 m²,8 m,,,,,461 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,,Non,41 m,Non,20250309-0003548419-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8530/harelbeke/rbt73225,RBT73225,Maison à vendre,167000,,8530 Harelbeke,,Non,1930,A l’acte,3,,,,154 m²,,Non,,,1,,1,Mazout,,Non,Non,Est,2,5 m,4,1,,,Oui,23 m²,277 m²,5 m,,,,,624 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,,Non,55 m,Non,20240229-0003159910-RES-1,"Zone, info non disponible",Non,Non,Oui,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8500/courtrai/rbt73224,RBT73224,Maison à vendre,190000,,8500 Courtrai,,Non,,A l’acte,3,,,,151 m²,,Non,,,1,,1,Gaz,Double vitrage,Non,Non,Nord-est,2,5 m,2,,,,,,200 m²,5 m,,,,,330 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,,Non,40 m,Non,3575389,"Zone d'habitat (résidentiel, urbain ou rural)",Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9170/sint-gillis-waas/rbt73223,RBT73223,Maison à vendre,490000,Stroperstraat 1A,9170 Sint-Gillis-Waas,Normal,Non,1999,A l’acte,3,,,,215 m²,Non,Non,,,1,,2,,,Non,,,3,,,2,Oui,,Oui,,534 m²,,,,,,139 kWh/m²/an,,,,pas d'application,,,Non,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,Oui,1,,,,,50 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/8430/middelkerke/rbt73221,RBT73221,Penthouse à vendre,329000,Koning Ridderdijk 19 10,8430 Middelkerke,,Non,1970,A l’acte,1,,,,47 m²,Oui,Non,,,1,,,,,Oui,Non,Sud,,6 m,10,,,,Oui,40 m²,,6 m,,,,,197 kWh/m²/an,,,,,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,,Non,25 m,Non,20250310-0003045507-RES-3,"Zone, info non disponible",Non,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/8570/anzegem/rbt73220,RBT73220,Bungalow à vendre,215000,Weggevoerdenlaan 33,8570 Anzegem,,Non,1971,,3,,,,80 m²,,Non,,,1,,1,,,Non,Non,,4,10 m,1,2,,,,,540 m²,16 m,,,,,473 kWh/m²/an,,,,,,,,Risque moyen,Information non communiquée,,Non,Non,Non,Non,Non,,Non,28 m,Non,20250321-0003559287-RES-1,"Zone, info non disponible",Non,,Oui,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8200/sint-michiels/rbt73219,RBT73219,Maison à vendre,695000,Spoorwegstraat 36,8200 Sint-Michiels,,Non,1949,,3,,,,144 m²,,Non,,,1,,,Gaz,Double vitrage,Non,Non,Sud-ouest,4,6 m,2,1,,,,,362 m²,10 m,,,,,339 kWh/m²/an,,,,,,,Oui,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,,Oui,32 m,Non,20200221-0002241486-RES-3,"Zone, info non disponible",Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3120/tremelo/rbt73218,RBT73218,Maison à vendre,365000,Louisastraat 8,3120 Tremelo,,Non,1987,,3,,,,132 m²,,Non,,,1,,1,Electrique,,Non,Non,Sud-ouest,4,8 m,1,4,,,,,990 m²,18 m,,,,,449 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,,Non,49 m,Non,20250616-0003626378-RES-1,Parc résidentiel,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3191/hever/rbt73215,RBT73215,Maison à vendre,195000,Ravesteinstraat 40,3191 Hever,,Non,,A l’acte,2,,,,170 m²,,Non,,,1,,1,Electrique,Double vitrage,Non,Non,Nord-est,4,,,1,,,,,290 m²,,,,,,1078 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,,Non,,Non,3625405-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1210/saint-josse-ten-noode/vbc91961,VBC91961,Appartement à vendre,165000,Rue des Secours 1,1210 Saint-Josse-ten-Noode,Normal,Non,1920,Immédiatement,1,13 m²,,,38 m²,,Non,,,1,,,Gaz,Double vitrage,,,Sud,2,,3,,,,,,,,Oui,,Oui,Non,284 kWh/m²/an,,,,"non, pas d'attestation",,,Non,Information non communiquée,Information non communiquée,Non,Non,Oui,Oui,Non,Non,Non,Non,,,F,,,Non,,,3,Oui,,,11 m²,6 m²,Non,Non,Non,Oui,"non, pas d'attestation",,,,,Non,,,4 m²,Non,,,,,,,,,,Non,,,,,,,,Non,,,,,,Oui,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1020/laeken/vbc91960,VBC91960,Appartement à vendre,199000,,1020 Laeken,Normal,Non,,Immédiatement,2,15 m²,8 m²,,80 m²,,Non,,,1,,1,Gaz,Double vitrage,,,Ouest,,,16,,,,Oui,4 m²,,,Oui,,Oui,Non,120 kWh/m²/an,,,46,"non, pas d'attestation",,,Non,Information non communiquée,Information non communiquée,Non,Non,Oui,Oui,Non,Non,Non,Oui,,,C,,,Non,,,11,Oui,,,,7 m²,Non,Non,Non,Oui,"non, pas d'attestation",,,,,Non,,,3 m²,Non,,,,,,,,,,Non,,,,,,,,Non,,,,,,Oui,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1180/uccle/vbc91958,VBC91958,Appartement à vendre,895000,,1180 Uccle,,Non,,,3,,,,162 m²,,Non,,,1,1,2,Non specifié,Triple vitrage,Oui,,,,,,,Oui,,Oui,,,,Non,,,,,,,,"non, pas d'attestation",,,Non,Information non communiquée,Information non communiquée,,Non,Oui,Oui,Non,Non,,Non,,,,,,Non,,,0,Oui,,,,,Non,Non,Non,Non,"non, pas d'attestation",,,,,Non,,,,Non,,,,,,,,,,Non,,,,,,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1180/uccle/vbc91957,VBC91957,Appartement à vendre,835000,,1180 Uccle,,Non,,,3,,,,145 m²,,Non,,,1,1,2,Non specifié,Triple vitrage,Oui,,,,,,,,,Oui,,,,Non,,,,,,,,"non, pas d'attestation",,,Non,Information non communiquée,Information non communiquée,,Non,Oui,Oui,Non,Non,,Non,,,,,,Non,,,2,Oui,,,,,Non,Non,Non,Non,"non, pas d'attestation",,,,,Non,,,,Non,,,,,,,,,,Non,,,,,,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1180/uccle/vbc91956,VBC91956,Appartement à vendre,795000,,1180 Uccle,,Non,,,3,,,,141 m²,,Non,,,1,1,2,Non specifié,Triple vitrage,Oui,,,,,,,,,Oui,,,,Non,,,,,,,,"non, pas d'attestation",,,Non,Information non communiquée,Information non communiquée,,Non,Oui,Oui,Non,Non,,Non,,,,,,Non,,,,Oui,,,,,Non,Non,Non,Non,"non, pas d'attestation",,,,,Non,,,,Non,,,,,,,,,,Non,,,,,,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1180/uccle/vbc91955,VBC91955,Appartement à vendre,485000,,1180 Uccle,,Non,,,1,,,,81 m²,,Non,,,1,,1,Non specifié,Triple vitrage,Oui,,,,,,,,,Oui,,,,Non,,,,,,,,"non, pas d'attestation",,,Non,Information non communiquée,Information non communiquée,,Non,Oui,Oui,Non,Non,,Non,,,,,,Non,,,1,Oui,,,,,Non,Non,Non,Non,"non, pas d'attestation",,,,,Non,,,,Non,,,,,,,,,,Non,,,,,,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9300/alost/rbt73212,RBT73212,Maison à vendre,338000,,9300 Alost,Excellent,Non,,Immédiatement,3,22 m²,17 m²,11 m²,201 m²,Non,Non,,,1,,1,,Double vitrage,Non,Non,,,,,1,Oui,100 m²,Oui,12 m²,,,,Oui,Oui,Non,299 kWh/m²/an,,,,"oui, attestation conforme",,,Non,Information non communiquée,Information non communiquée,Oui,Non,Non,Non,Non,Non,,Non,,Non,20250113-0003503475-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Non,Non,Oui,,,,,240 m²,44 m²,15 m²,Non,Non,Non,,,,,,,Non,,,9 m²,Non,,1,,,,,,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7000/mons/vbc91953,VBC91953,Appartement à vendre,235000,Rue de la Sucrerie 17 0.2,7000 Mons,Excellent,Non,2017,A l’acte,2,9 m²,12 m²,,86 m²,Non,,Equipée,Américaine,1,1,,Gaz,Double vitrage,Oui,Oui,,2,,4,,Oui,58 m²,Oui,11 m²,,,Oui,Oui,Oui,Non,86 kWh/m²/an,7432 kWh/an,03/05/2027,16,"oui, attestation conforme",,,Non,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,0,Oui,,,,10 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1050/ixelles/vbc91952,VBC91952,Appartement à vendre,695000,1050 Ixelles,,Excellent,Non,1964,A l’acte,2,21 m²,19 m²,,160 m²,Non,Oui,Super équipée,,2,2,,,Double vitrage,Oui,Oui,Sud-ouest,2,,5,,,,Oui,11 m²,,,Oui,Oui,Oui,Non,186 kWh/m²/an,29691 kWh/an,13/05/2035,37,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,Oui,,,5,Oui,,,48 m²,17 m²,,,,Oui,,,,,,,,,10 m²,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1410/waterloo/vbc91949,VBC91949,Maison à vendre,345000,Rue Bodrissart 23,1410 Waterloo,À rénover,Oui,1950,A l’acte,3,8 m²,10 m²,12 m²,110 m²,,Oui,,Indépendante,,1,1,,Double vitrage,,,,3,,,,Oui,,,,839 m²,,Oui,Oui,Oui,,667 kWh/m²/an,112603 kWh/an,12/08/2034,190,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,,,,,,,Oui,1,,,,,27 m²,7 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rwc39953,RWC39953,Appartement à vendre,398000,Leon Spilliaertstraat 45 0101,Leopold park,Normal,Non,1967,A l’acte,2,,,,103 m²,,Oui,Super équipée,Américaine,1,,,Gaz,Double vitrage,Oui,,,2,,7,,,,Oui,,,,Oui,Oui,Oui,,182 kWh/m²/an,,,,"oui, attestation conforme",Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,,Oui,,,,,,,,Non,,,,1,,,,,,,,,,,,,,,Non,,,,,Sud,,,,,,,,,,,,,,,,,,,Non,,,Oui,Oui,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9090/melle/rbt73208,RBT73208,Maison à vendre,369000,Gontrode Heirweg 225,9090 Melle,À rénover,Non,1963,A l’acte,3,,,,159 m²,Non,Non,,,1,,1,Gaz,Double vitrage,,,,3,,,,Oui,552 m²,,,665 m²,,Oui,Oui,Oui,Non,456 kWh/m²/an,,,,"oui, attestation conforme",,,Non,Information non communiquée,Information non communiquée,Oui,Non,Non,Non,Non,Non,Non,Non,,,20250523-0003606696-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",,,Oui,1,,Non,,113 m²,,,Non,Non,Non,Non,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7141/carnieres/vbc91948,VBC91948,Maison à vendre,80000,Rue Ernest Solvay 104,7141 Carnières,À rénover,,,A l’acte,2,19 m²,12 m²,,100 m²,Non,Oui,,,,,1,Non specifié,Simple vitrage,Non,Non,,4,,1,,Oui,,,,155 m²,,Oui,,Oui,,1135 kWh/m²/an,144277 kWh/an,16/06/2035,,"oui, attestation non conforme",,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2650/edegem/rbt73194,RBT73194,Appartement à vendre,255000,Archimedeslaan 3,2650 Edegem,Excellent,Non,1973,A l’acte,2,,,,80 m²,Non,Oui,,,1,,1,Gaz,,,,,2,,2,,,,Oui,,,,Oui,Oui,Oui,Non,183 kWh/m²/an,,,,pas d'application,,,Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,Non,Non,Non,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,Oui,1,2,Oui,,,25 m²,7 m²,Non,Non,Non,Non,pas d'application,,,,,,,4 m²,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/1160/auderghem/vbc91947,VBC91947,Penthouse à vendre,749000,Boulevard des Invalides 70,1160 Auderghem,Normal,Non,1988,A l’acte,4,15 m²,9 m²,16 m²,201 m²,Non,Oui,,,1,2,3,Gaz,Double vitrage,Oui,Oui,,2,,5,,,,Oui,22 m²,,,Oui,,Oui,Non,205 kWh/m²/an,,,,"non, pas d'attestation",,,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,Oui,,,,,,,Oui,1,5,Oui,,,,17 m²,,,,Oui,,11 m²,,,,,,4 m²,7 m²,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8500/courtrai/rbt73193,RBT73193,Maison à vendre,249000,Brugsesteenweg 210,8500 Courtrai,Normal,Non,1936,A l’acte,3,11 m²,10 m²,17 m²,145 m²,Non,Oui,Super équipée,,1,1,2,Gaz,Double vitrage,Non,,,2,5 m,3,,Oui,57 m²,Oui,10 m²,158 m²,5 m,Oui,Oui,Oui,Non,289 kWh/m²/an,,27/06/2029,9075,"oui, attestation conforme",Oui,Non,Non,Information non communiquée,Information non communiquée,,,Oui,,,,,,,,,,,Oui,,,,,,,23 m²,13 m²,,,,,,,21 m²,,,,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
