ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Buanderie,Équipement_de_la_cuisine,Type_de_cuisine,Nombre_de_salles_de_bain,Panneaux_solaires,Panneaux_solaires_thermiques,Type_de_chauffage,Type_de_vitrage,Compteur_électrique_individuel,Compteur_Bihoraire,Compteur_de_gaz_individuel,Étage_de_lappartement,Nombre_de_façades,Nombre_détages_de_limmeuble,Jardin,Orientation_du_jardin,Terrasse_aménagée,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Référence_PEB,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Meublé,Surface_du_séjour,Surface_du_bureau,Grenier,Nombre_de_douches,Nombre_de_toilettes,Ascenseur,Orientation_de_la_façade_du_bien,Surface_du_jardin,Surface_totale_du_terrain,Surface_constructible,Profondeur_du_terrain,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Caves,Surface_des_caves,Salle_à_manger,Surface_salle_à_manger,Garage,Nombre_de_Garages,Nombre_de_place_de_parking_intérieur,Surface_du_garage,Surface_de_la_cuisine,Surface_de_lades_salles_de_bain,Orientation_de_la_terrasse,Citerne_à_eau_de_pluie,Piscine_extérieure,Conso_annuelle_totale_dénergie_primaire,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Parlophone,Alarme_antieffraction,Accessible_aux_moins_valides,Largeur_de_la_façade,Nombre_de_places_de_parking_extérieur,Surface_de_la_terrasse,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Date_de_validité_PEB,Emission_de_CO2,Véranda,Dressing,Local_vélo,Surface_chambre_à_coucher_5,Surface_du_grenier,Surface_de_la_véranda,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Station_de_charge_électrique,Maison_basse_énergie,Chauffage_au_sol,Pompe_à_chaleur,Air_conditionné,Attestation__Citernes_à_mazout,Porte_de_garage_motorisée,Clef_électronique,Domotique,HammamSaunaJacuzzi,Feu_ouvert,Balcon,Attestation__Asbuilt,Compteur_deau_individuel,Porte_daccès_sécurisée,Attestation__Installation_électrique__Validité,Surface_du_dressing,Appartement_de_service
https://immovlan.be/fr/detail/appartement/a-vendre/5500/dinant/vba38568,VBA38568,Appartement à vendre,148000,Avenue Colonel Cadoux 37,5500 Dinant,Normal,Oui,,,1,92 m²,,Equipée,Américaine,1,,,Gaz,Double vitrage,,,,,2,,,,,Oui,Oui,211 kWh/m²/an,,"oui, attestation conforme",Risque élevé,Information non communiquée,Non,34 m²,,,,1,Non,Est,,,,,14 m²,,,,Oui,,,,,,,,11 m²,4 m²,,,,19369 kWh/an,,,,,,,,,,,Oui,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/falmagne/vbc88682,VBC88682,Maison à vendre,155000,,5500 Falmagne,À rénover,Non,1850,,3,203 m²,Non,Semi-équipée,,1,,,,,,,,,3,,Oui,,Oui,,Oui,595 kWh/m²/an,20240731013440,pas d'application,Information non communiquée,Information non communiquée,Non,26 m²,,Oui,1,1,Non,,530 m²,530 m²,,,,,,,Non,,Non,,Oui,1,,,,,,,,,,,,,,,,2,,,,31/07/2034,146,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/anseremme/vbc80019,VBC80019,Maison à vendre,499000,,5500 Anseremme,,Non,1961,,3,355 m²,Non,,,3,,,Mazout,,,,,,4,,Oui,,Oui,,Oui,,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,,18 m²,Non,,5,Non,Sud,1656 m²,1656 m²,,,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,20,51 m²,,,,,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/furfooz/vbc68746,VBC68746,Maison à vendre,325000,Route de Vêves 87,5500 Furfooz,,Non,1970,A l’acte,3,,Non,Equipée,,2,Oui,,Mazout,Double vitrage,,,,,4,,,,Oui,,,315 kWh/m²/an,315,,Information non communiquée,Information non communiquée,,,,Non,1,2,,,,1143 m²,,,32 m²,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,60 m²,,,,,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/drehance/vbc43515,VBC43515,Maison à vendre,260000,Rue d'Anseremme 55,5500 Dréhance,,,,A convenir,3,,,,,,,,,,,,,,,,,,,,,542 kWh/m²/an,20241220009652,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,Oui,,,,Oui,,,,,,,,,111470 kWh/an,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/anseremme/vbc21181,VBC21181,Maison à vendre,369000,Rue de la montagne,5500 Anseremme,Normal,Non,,Immédiatement,4,163 m²,Non,Non équipée,,1,Oui,,Non specifié,,,,,,3,2,Oui,,,,,78 kWh/m²/an,,pas d'application,Information non communiquée,Information non communiquée,Non,,,Oui,1,,Non,Nord,,843 m²,,,,,,,Non,,Non,,Oui,1,,,,,,,,,,,,,,,,,,,,,1553,Non,Non,Non,,,,,,,,,,,,,,,,,Non,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc90636,VBC90636,Maison à vendre,299000,,5500 Dinant,,Non,1732,,2,192 m²,Non,,,2,,,Gaz,,,,,,3,,,,Oui,Oui,Oui,322 kWh/m²/an,20240720004587,pas d'application,Information non communiquée,Information non communiquée,Non,,,Non,,3,Non,Sud-est,,108 m²,,13 m,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,40 m²,,,20/07/2034,59,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/5500/dinant/vbc90007,VBC90007,Villa à vendre,270000,Fond Al Gotte 17,5500 Dinant,Normal,Non,1996,A l’acte,3,112 m²,Non,,,,,,,,,,,,4,1,Oui,,Oui,,Oui,252 kWh/m²/an,20250615001205,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,16 m²,,Non,1,1,Non,Nord-est,1549 m²,1659 m²,110 m²,59 m,,,,,Non,,Non,,Oui,,,,,,,,,,,,,,,,,3,10 m²,,,,8000,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/5500/dinant/vbc89859,VBC89859,Villa à vendre,320000,Rue du Centre 42,5500 Dinant,Normal,Non,,Immédiatement,4,180 m²,Non,,,2,,Non,Bois,Double vitrage,,,,,,,Oui,,Oui,Non,Oui,362 kWh/m²/an,20241120010280,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Non,23 m²,,Non,,3,Non,,1250 m²,,1250 m²,,15 m²,23 m²,14 m²,14 m²,Non,,Non,,,,,,14 m²,10 m²,,,Non,,,,Non,,Non,Non,,1,25 m²,,,,,Non,Non,Non,,,,Non,,,Non,,Oui,pas d'application,Non,Non,Non,Non,Non,Non,Non,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/falmagne/vbc88682,VBC88682,Maison à vendre,155000,,5500 Falmagne,À rénover,Non,1850,,3,203 m²,Non,Semi-équipée,,1,,,,,,,,,3,,Oui,,Oui,,Oui,595 kWh/m²/an,20240731013440,pas d'application,Information non communiquée,Information non communiquée,Non,26 m²,,Oui,1,1,Non,,530 m²,530 m²,,,,,,,Non,,Non,,Oui,1,,,,,,,,,,,,,,,,2,,,,31/07/2034,146,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/5500/dinant/vbc88742,VBC88742,Villa à vendre,340000,Rue de la Pommeraie 2,5500 Dinant,Normal,Non,,Immédiatement,4,200 m²,Non,,,3,,Non,,Double vitrage,,,,,,,Oui,,Oui,Non,Oui,286 kWh/m²/an,20160808013375,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,Non,164 m²,,Oui,,2,Non,,770 m²,,770 m²,,17 m²,18 m²,14 m²,13 m²,Non,,Non,,Oui,,1,,19 m²,4 m²,,,Non,,,,Non,,Non,Non,,1,25 m²,,,,,Non,Non,Non,,,,Non,,,Non,,Non,pas d'application,Non,Non,Non,Non,Non,Non,Non,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc88681,VBC88681,Maison à vendre,310000,,5500 Dinant,,Non,1966,A convenir,3,144 m²,Non,,,1,,,Mazout,,,,,,4,2,Oui,,Oui,Oui,Oui,313 kWh/m²/an,20250611015892,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,36 m²,,Oui,,1,Non,Ouest,680 m²,680 m²,,,,,,,Non,,Non,,Oui,1,,,,,,,,,,,,,,,,1,14 m²,,,11/06/2035,79,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5500/dinant/vbc87410,VBC87410,Appartement à vendre,149000,,5500 Dinant,,Non,1850,,2,92 m²,Non,Super équipée,,1,,,Gaz,,,,,1,2,1,,,,Oui,Oui,119 kWh/m²/an,20230509006937,"oui, attestation conforme",Risque élevé,Inondable délimitée,Non,19 m²,,Non,,1,Non,,,,92 m²,,,,,,Non,,Non,,,,,,,,,,,,,,Non,,,,,1,,,,09/05/2033,22,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/5500/dinant/vbc87484,VBC87484,Duplex à vendre,145000,Rue Saint-Jacques 236 3,5500 Dinant,Normal,Oui,,,2,91 m²,,Equipée,Américaine,1,,,Gaz,Double vitrage,,,,2,3,1,,,,Oui,Oui,320 kWh/m²/an,,,Pas de risque d’inondation,Information non communiquée,Non,21 m²,,,1,1,Non,Sud-est,,,,,12 m²,13 m²,,,,,,,,,,,7 m²,7 m²,,,Non,,,,,,,Non,,,,,Oui,12/11/2033,59,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5500/dinant/vbc87483,VBC87483,Appartement à vendre,145000,,5500 Dinant,Normal,,,A l’acte,2,91 m²,,Semi-équipée,Kitchenette,1,,,Gaz,Double vitrage,,,,,3,1,,,,Oui,Oui,181 kWh/m²/an,,,Pas de risque d’inondation,Information non communiquée,Non,26 m²,,,1,1,Non,,,,,,14 m²,11 m²,,,,,,,,,,,9 m²,8 m²,,,Non,17904 kWh/an,,,,,,Non,,1,,,Oui,25/10/2017,34,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/5500/dinant/vbc87468,VBC87468,Duplex à vendre,145000,Rue Saint-Jacques 234 3,5500 Dinant,Normal,Non,2001,A l’acte,2,91 m²,,Semi-équipée,Kitchenette,1,,,Gaz,Double vitrage,,,,2,2,,,,,Oui,Oui,317 kWh/m²/an,,,Pas de risque d’inondation,Information non communiquée,Non,28 m²,,,1,1,Non,Nord-est,,,,,16 m²,12 m²,,,,,,,,,,,,6 m²,,,Non,21704 kWh/an,,,,,,Non,,,,,,12/11/2033,34,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5500/dinant/vbc87467,VBC87467,Appartement à vendre,145000,Rue Saint-Jacques 234 2,5500 Dinant,Normal,Non,2003,A l’acte,2,81 m²,,Equipée,Américaine,1,,,Gaz,Double vitrage,,,,1,2,2,,,Oui,Oui,Oui,181 kWh/m²/an,,,Pas de risque d’inondation,Information non communiquée,Non,14 m²,,,1,1,Non,Nord-est,,,,,13 m²,,,,,,,,,,,,10 m²,9 m²,,,Non,17904 kWh/an,,,,,,Non,,1,,,Oui,25/10/2027,34,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc53156,VBC53156,Maison à vendre,99000,,5500 Dinant,À rénover,,,,1,71 m²,,,Indépendante,1,,,Mazout,Double vitrage,,,,,4,2,Oui,,Oui,,Oui,423 kWh/m²/an,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,,24 m²,,Oui,1,1,Non,,1865 m²,1900 m²,,77 m,,,,,,,,,,,,,11 m²,,,,Non,47677 kWh/an,,,,,,Non,9 m,,,9 m,Oui,25/05/2030,,,,,,25 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5500/dinant/vay96823,VAY96823,Appartement à vendre,,Rue des Forges 4,5500 Dinant,Normal,Oui,,A l’acte,2,145 m²,,,,2,,,,Double vitrage,,,,,3,,,,,,,218 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,,35 m²,,,,2,,,,,,,,,,,,,,,,,,,21 m²,6 m²,,,,30 kWh/an,Oui,Non,Non,Oui,,,18 m,1,,18 m,Oui,16/09/2030,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc86712,VBC86712,Maison à vendre,139000,Rue des Trois Escabelles 20,5500 Dinant,Normal,Non,,Immédiatement,2,89 m²,Non,Equipée,,1,,Non,,Double vitrage,,,,,,,,,,Oui,Oui,228 kWh/m²/an,20200219013307,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,15 m²,,Non,,1,Non,,,,51 m²,,18 m²,9 m²,,,Non,,Non,,,,,,12 m²,12 m²,,,Non,,,,Non,,Non,Non,,,,,,,,Non,Non,Non,,,,Non,,,Non,,Non,pas d'application,Non,Non,Non,Non,Non,Non,Non,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc82895,VBC82895,Maison à vendre,507700,Boulevard Léon Sasserath 34,5500 Dinant,À rénover,,1950,A l’acte,9,245 m²,,,,9,,,Non specifié,,,,,,2,3,Oui,,Oui,,,,,"non, pas d'attestation",Risque moyen,Information non communiquée,,35 m²,,Oui,8,10,Non,Sud-ouest,40 m²,140 m²,,,25 m²,9 m²,14 m²,12 m²,Oui,,,,,,,,13 m²,,,,Non,,,,,,,Non,9 m,,,,,,,,,,15 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5500/dinant/vbc82692,VBC82692,Appartement à vendre,325000,Rue de la Station 19,5500 Dinant,,Oui,1905,,2,136 m²,,Equipée,Américaine,1,,,Mazout,Double vitrage,,,,,,,,,Oui,,Oui,141 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,,20 m²,,,,,Oui,Est,,,,,7 m²,25 m²,,,Oui,,,,Oui,1,,,,6 m²,,,Non,19210 kWh/an,,,,Oui,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc82564,VBC82564,Maison à vendre,245000,Avenue Franchet d'Esperey 60,5500 Dinant,À rénover,,,A l’acte,6,230 m²,,,,2,,,Gaz,,,,,,2,,,,Oui,Oui,Oui,286 kWh/m²/an,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Non,42 m²,,,,3,,Ouest,,123 m²,,,18 m²,20 m²,20 m²,21 m²,Oui,,,,Oui,1,3,,12 m²,,Sud-est,,,82848 kWh/an,,,,,,,,,33 m²,,Oui,,,,,,12 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5500/dinant/vbc80678,VBC80678,Appartement à vendre,99000,,5500 Dinant,À rénover,Non,,A l’acte,3,113 m²,,Equipée,Américaine,1,,,Mazout,Double vitrage,,,,,3,2,,,,,Oui,488 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Non,,,,,1,Non,,,,,,17 m²,21 m²,17 m²,,,,Oui,37 m²,,,,,5 m²,4 m²,,,Non,54889 kWh/an,,,Non,,,Non,,1,,,Oui,20/08/2029,122,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc80671,VBC80671,Maison à vendre,350000,,5500 Dinant,,Non,1958,A l’acte,3,128 m²,,Equipée,Américaine,1,,,Gaz,Double vitrage,,,,,4,,Oui,,Oui,Oui,Oui,322 kWh/m²/an,,,Pas de risque d’inondation,Information non communiquée,Non,26 m²,,Oui,,1,Non,Nord,,2392 m²,,,10 m²,17 m²,,,Oui,,Oui,26 m²,Oui,1,,,,,,,,41232 kWh/an,Oui,,Non,,,Non,,,40 m²,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/5500/dinant/vbc80267,VBC80267,Immeuble mixte à vendre,465000,,5500 Dinant,Remis à neuf,Oui,,A l’acte,6,315 m²,,Super équipée,,3,,,Gaz,,,,,,3,3,,,,,,183 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,,,,,3,Non,,,,,,12 m²,10 m²,12 m²,10 m²,,,,,,,,,,10 m²,,,Non,20183 kWh/an,,,,,,Non,,,,,,16/11/2030,,,,,14 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/anseremme/vbc80019,VBC80019,Maison à vendre,499000,,5500 Anseremme,,Non,1961,,3,355 m²,Non,,,3,,,Mazout,,,,,,4,,Oui,,Oui,,Oui,,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,,18 m²,Non,,5,Non,Sud,1656 m²,1656 m²,,,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,20,51 m²,,,,,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc79837,VBC79837,Maison à vendre,149000,,5500 Dinant,,Non,1850,,2,90 m²,Non,,,,,,,,,,,,3,,Non,,Oui,,Oui,386 kWh/m²/an,20231021002524,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,23 m²,,Non,1,1,Non,,,136 m²,,,,,,,Non,,Non,,,,,,,,,,,44249 kWh/an,,,,,,,,,,,,21/10/2033,97,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5500/dinant/vbc79467,VBC79467,Appartement à vendre,189000,Avenue Franchet d'Esperey 67 6,5500 Dinant,Excellent,Non,,Immédiatement,1,95 m²,,Equipée,,1,Non,,,Double vitrage,,,,1,,,,,Oui,Oui,Oui,181 kWh/m²/an,20240321005258,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,Non,29 m²,,Oui,,1,Non,,,,123 m²,,19 m²,,,,Oui,,,,,,,,28 m²,,,,,20407 kWh/an,Non,Non,Non,,Non,Non,,,18 m²,,,,34,,,,,,,Non,,,Non,,Non,pas d'application,Non,Non,Non,Non,Non,Non,Non,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc79257,VBC79257,Maison à vendre,220000,Avenue des Combattants 104,5500 Dinant,Normal,Non,,Immédiatement,3,160 m²,,Equipée,,1,Non,,Bois,Double vitrage,,,,,,,Oui,,Oui,Non,Oui,310 kWh/m²/an,20250118007985,"oui, attestation conforme",Risque moyen,Information non communiquée,Non,27 m²,,Oui,,2,Non,,129 m²,,129 m²,,18 m²,18 m²,18 m²,,Oui,,,,,,,,8 m²,,,,,59926 kWh/an,Non,Non,Non,,Non,Non,,,24 m²,,,,,,,,,,,Non,,,Non,,Non,pas d'application,Non,Non,Non,Non,Non,Non,Oui,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5500/dinant/vbc76439,VBC76439,Appartement à vendre,190000,Rue Ariste Caussin 99 402,5500 Dinant,Normal,Non,,Immédiatement,2,90 m²,Non,Equipée,,1,Non,Non,,Double vitrage,,,,4,,,,,Oui,Oui,Oui,133 kWh/m²/an,20250429011550,,Pas de risque d’inondation,Information non communiquée,Non,25 m²,,Non,,1,Oui,,,,90 m²,,10 m²,13 m²,,,Oui,,Non,,,,,,7 m²,4 m²,,,,11944 kWh/an,Oui,Non,Non,,Non,Non,,1,,,,,25,Non,Non,Non,,,,Non,,,Non,,Non,pas d'application,Non,Non,Non,Non,Non,Oui,Oui,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc76227,VBC76227,Maison à vendre,299000,,5500 Dinant,,,1875,,4,250 m²,,Super équipée,,2,,,Mazout,,,,,,3,2,Oui,,Oui,,Oui,319 kWh/m²/an,20240613012683,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,40 m²,15 m²,,,3,Non,Sud-ouest,,1108 m²,,,,,,,,,,,Oui,1,,,,,,,,79872 kWh/an,,,,,,,,1,40 m²,,,13/06/2034,80,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc76093,VBC76093,Maison à vendre,398000,Rue de Bonsecours 47,5500 Dinant,,Non,1968,,5,236 m²,,Semi-équipée,Kitchenette,3,,,Mazout,Double vitrage,,,,,4,,Oui,,Oui,,Oui,369 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Non,49 m²,,Oui,,3,Non,Sud,,1741 m²,,,14 m²,17 m²,18 m²,14 m²,Oui,,,,Oui,1,,,17 m²,,,,,101817 kWh/an,Oui,,Non,,Oui,Non,,,,,Oui,,,,,,12 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc75597,VBC75597,Maison à vendre,120000,rue de Gemechenne 1,5500 Dinant,,Non,,A l’acte,2,100 m²,,,,1,Oui,,Non specifié,Double vitrage,,,,,3,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,1,Non,,,,,,17 m²,12 m²,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc74240,VBC74240,Maison à vendre,329000,,5500 Dinant,Excellent,,1952,A l’acte,2,250 m²,,Equipée,Américaine,1,,,Air pulsé,Double vitrage,,,,,2,4,,,Oui,Oui,Oui,119 kWh/m²/an,,,Information non communiquée,Information non communiquée,,,,,1,3,Non,,,112 m²,,,,,,,Oui,,,,Oui,1,,,,,,,Non,17639 kWh/an,,,,,,,,1,,,Oui,13/03/2032,22,,,,,,,,,,,Oui,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc73264,VBC73264,Maison à vendre,299000,Rue Albert Huybrechts 22,5500 Dinant,À rénover,Non,1874,Immédiatement,16,673 m²,,,Indépendante,2,,,Mazout,Double vitrage,,,,,2,3,Oui,Nord-est,Oui,Oui,Oui,888 kWh/m²/an,,"non, pas d'attestation",Risque moyen,Inondable délimitée,Non,54 m²,,Oui,2,6,Non,Sud-ouest,329 m²,595 m²,,,23 m²,21 m²,20 m²,20 m²,Oui,,Oui,54 m²,,,,,41 m²,,Nord-est,,Non,111111 kWh/an,Non,Non,Non,,,Non,17 m,,15 m²,17 m,Oui,,11,,,,19 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc72705,VBC72705,Maison à vendre,145000,Rue Arthur Defoin 68-70,5500 Dinant,À rénover,Non,,A l’acte,2,,Non,,,1,Non,,Mazout,,,,,,3,,,,,,,486 kWh/m²/an,20240812013433,,Information non communiquée,Information non communiquée,,,,Oui,,1,,,,5916 m²,,,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc68823,VBC68823,Maison à vendre,180000,Rue Arthur Defoin 118,5500 Dinant,,,,A l’acte,4,,,,,1,,,Mazout,,,,,,2,2,Oui,,,,,192 kWh/m²/an,20170208005656,,Information non communiquée,Information non communiquée,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,30703 kWh/an,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/furfooz/vbc68746,VBC68746,Maison à vendre,325000,Route de Vêves 87,5500 Furfooz,,Non,1970,A l’acte,3,,Non,Equipée,,2,Oui,,Mazout,Double vitrage,,,,,4,,,,Oui,,,315 kWh/m²/an,315,,Information non communiquée,Information non communiquée,,,,Non,1,2,,,,1143 m²,,,32 m²,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,60 m²,,,,,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc68636,VBC68636,Maison à vendre,159000,Rue de la Grêle 40,5500 Dinant,Normal,Non,1918,A l’acte,2,122 m²,,Equipée,Américaine,1,,,Gaz,,,,,,2,4,,,,Oui,Oui,237 kWh/m²/an,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,Non,20 m²,,Oui,1,1,Non,Nord-est,,90 m²,,,21 m²,21 m²,,,Oui,,Oui,18 m²,,,,,11 m²,,,,Non,,Non,Non,Non,,,Non,,,,,Oui,19/04/2035,44,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/rbt18818,RBT18818,Maison à vendre,850000,"Rue des Rivages 87,89",5500 Dinant,Remis à neuf,,1899,A l’acte,8,752 m²,,,,3,,,Gaz,Double vitrage,,,,,3,4,,,Oui,Oui,Oui,317 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Oui,,,,,8,,Est,,530 m²,,,,,,,,,,,Oui,,,,,,Ouest,,,,Oui,,,,,,24 m,10,200 m²,24 m,Non,28/05/2034,,,,,,,,,,,,,,,,,,,,,,,,01/10/2024,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc66697,VBC66697,Maison à vendre,445000,Rue des Cerisiers 30,5500 Dinant,,Non,1967,A l’acte,4,303 m²,Non,Super équipée,,1,,,Mazout,,,,,,4,,Oui,,Oui,,Oui,214 kWh/m²/an,20220205001498,pas d'application,Pas de risque d’inondation,Information non communiquée,Non,45 m²,9 m²,Non,1,,Non,Sud,,787 m²,,,,,,,Non,,Non,,Oui,1,,,,,,,Oui,,,,,,,,,,,,,05/02/2032,53,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc66320,VBC66320,Maison à vendre,450000,rue du Centre 11,5500 Dinant,Excellent,Non,,A l’acte,5,334 m²,Non,Equipée,,2,Oui,,Mazout,Double vitrage,,,,,,,,,Oui,,,298 kWh/m²/an,20250408033976,,Information non communiquée,Information non communiquée,,,,Oui,,4,,,,1262 m²,,,,,,,Non,,Non,,,,,,,,,,,,,,Non,,,,,,,,Oui,,,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc64738,VBC64738,Maison à vendre,165000,Rue Petite 33,5500 Dinant,À rénover,,1875,Immédiatement,4,241 m²,,,,1,,,Gaz,Double vitrage,,,,,2,2,Oui,,Oui,,Oui,293 kWh/m²/an,,"oui, attestation non conforme",Risque moyen,Information non communiquée,Non,22 m²,,Oui,,2,Non,Ouest,100 m²,240 m²,,,23 m²,23 m²,19 m²,15 m²,Oui,,Oui,19 m²,,,,,16 m²,11 m²,Est,,,70573 kWh/an,,,,,,Non,8 m,,,8 m,Oui,16/03/2031,55,,,,,20 m²,,,,,,,,,,,,,,,,,,,,
