ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Surface_constructible,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Nombre_de_salles_de_bain,Profondeur_du_terrain,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Emission_de_CO2,Surface_du_bureau,Surface_de_la_terrasse,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_des_caves,Surface_du_grenier,Nombre_de_place_de_parking_intérieur,Surface_du_garage,Équipement_de_la_cuisine,Surface_de_la_cuisine,Type_de_vitrage,Largeur_de_la_façade,Raccordé_à_leau_courante,Panneaux_solaires,Conso_annuelle_totale_dénergie_primaire,Largeur_du_terrain_à_rue,Accessible_aux_moins_valides,Permis_durbanisation_accordé,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Nombre_détages_de_limmeuble,Type_de_cuisine,Surface_de_lades_salles_de_bain,Raccordé_aux_égouts,Piscine_extérieure,Permis_de_bâtir_obtenu,Surface_salle_à_manger,Alarme_antieffraction,Orientation_du_jardin,Raccordé_au_gaz_de_ville,Attestation__Asbuilt,Possibilités_pour_profession_libérale,Porte_de_garage_motorisée,Station_de_charge_électrique,Adoucisseur_deau,Chauffage_au_sol,Pompe_à_chaleur,Compteur_Bihoraire,Air_conditionné,Domotique,Parlophone,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Appartement_de_service,Orientation_de_la_terrasse,Citerne_à_eau_de_pluie,Attestation__Citernes_à_mazout,Surface_du_dressing,Maison_basse_énergie,Panneaux_solaires_thermiques,Compteur_deau_individuel,Surface_de_la_véranda,Affectation_urbanistique_la_plus_récente,Étage_de_lappartement,Surface_totale,Attestation__Installation_électrique__Validité,Clef_électronique,Balcon,Niveau_E,Niveau_K,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Attestation__Citernes_à_mazout__Validité,Espace_ouvert_sensible_à_leau__WORG,Compteur_électrique_individuel,Compteur_de_gaz_individuel,Niveau_S
https://immovlan.be/fr/detail/appartement/a-vendre/9080/lochristi/rbt73126,RBT73126,Appartement à vendre,362145,Antwerpse Steenweg 20,9080 Lochristi,Nouveau,Non,2025,,2,,,,Non,Non,Non,Non,Non,Non,Non,,,,1,,Oui,,,,Oui,,,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,Non,,,,,,,,,,,,Oui,,,,Oui,,,,,,,,,,,,,,"Zone, info non disponible",0,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9080/zeveneken/rbt73125,RBT73125,Appartement à vendre,260000,Zeveneken-Dorp 38-44,9080 Zeveneken,Nouveau,Non,2025,,1,60 m²,,33 m²,Non,Non,Non,Non,Non,Non,Non,,,,1,,Oui,,,,Oui,,Oui,,65 m²,"oui, attestation conforme",,Information non communiquée,Information non communiquée,1,,,,,,,5 m²,12 m²,,,,,,,,,,,,,Oui,,,,,,,3,,5 m²,,Non,,,,Nord-ouest,,,,,,,,Oui,,,,Oui,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",2,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8760/meulebeke/rbt73124,RBT73124,Maison à vendre,310000,Tuinwijk 14,8760 Meulebeke,Excellent,Non,1955,,3,135 m²,,,Non,Oui,Non,Non,Non,Oui,Non,Oui,1,,1,Gaz,,,3,1,Oui,,Oui,426 m²,148 m²,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,128 kWh/m²/an,20250617-0003626829-RES-1,17/06/2035,,,,,,,,,,,,,,,Double vitrage,6 m,Oui,Oui,,13 m,,,,,,,,Non,,,,Nord-ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/loft/a-vendre/9300/alost/rbt73123,RBT73123,Loft à vendre,750000,Opwijkse Steenweg 10C,9300 Alost,Excellent,Non,,,4,552 m²,,120 m²,Non,Non,Non,Non,Oui,Oui,Non,Oui,1,,4,,Oui,,3,3,Oui,,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,2,,119 kWh/m²/an,20231012-0003005810-RES-1,,,,158 m²,32 m²,16 m²,19 m²,19 m²,,,,,200 m²,,,Double vitrage,,Oui,Oui,,,,,,1,,29 m²,,Non,,,Oui,Sud-ouest,Oui,,,,,,,Oui,,Oui,,Oui,,,,,,,,,13 m²,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",1,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2140/borgerhout/rbt73112,RBT73112,Appartement à vendre,469000,Griffier Schobbenslaan 76 2C/2D,2140 Borgerhout,À rénover,Non,1964,A l’acte,4,268 m²,Non,,Non,Non,Non,Non,Non,Non,Non,Oui,,,2,Mazout,Oui,Sud,2,,,,Oui,,404 m²,"oui, attestation non conforme",Non,Risque élevé,Information non communiquée,2,27 m,127 kWh/m²/an,20250227-0003503899-RES-1,27/02/2035,,,14 m²,,,,,,,,,,,,,,Oui,,,,,,,4,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",2,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2610/wilrijk/rbt73108,RBT73108,Appartement à vendre,215000,Kruishofstraat 146 4E,2610 Wilrijk,Normal,Non,1967,Immédiatement,2,88 m²,Non,,Non,Non,Non,Non,Non,Non,Non,Oui,1,,1,Gaz,Non,,4,,,,Oui,,887 m²,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,1,51 m,151 kWh/m²/an,20250613-0003623347RES-1,13/06/2035,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3920/lommel/rbt73053,RBT73053,Maison à vendre,316000,Kattenbos 10,3920 Lommel,Nouveau,Non,2025,,3,,,,Non,Oui,Non,Non,Non,Non,Non,,,,2,,,,2,,Oui,,,197 m²,168 m²,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,1,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,Non,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,"Zone, info non disponible",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8310/sint-kruis/rbt73051,RBT73051,Appartement à vendre,209000,Kamerheerstraat 15 102,8310 Sint-Kruis,Normal,Non,1976,A l’acte,2,86 m²,Non,,Non,Non,Non,Non,Non,Non,Non,Oui,1,,1,Gaz,Non,,2,,,,Oui,,,"oui, attestation conforme",Non,Information non communiquée,Information non communiquée,1,,119 kWh/m²/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",1,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9900/eeklo/rbt73049,RBT73049,Maison à vendre,444000,Raverschootstraat 258,9900 Eeklo,Excellent,Non,1987,,4,246 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,2,,,Gaz,,,3,,Oui,,Oui,814 m²,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,1,,276 kWh/m²/an,20250224-0003537427-RES-1,,,,,,,,,,,,,,,,Double vitrage,,,,,,,,,,,,,Non,,,,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,Zone d'extension d'habitat,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8420/de-haan/rbt73048,RBT73048,Appartement à vendre,132000,Bredeweg 80B app 13,8420 De Haan,Excellent,Non,1991,,1,38 m²,Oui,,Non,Non,Non,Non,Non,Non,Non,Oui,,,1,Electrique,,,,1,,,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,,336 kWh/m²/an,20250305-0003545316-RES-1,,,,,,,,,,,,,,,,Double vitrage,,Oui,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone, info non disponible",1,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8420/de-haan/rbt73047,RBT73047,Appartement à vendre,495000,Fierens-Gevaertlaan 1 glv,8420 De Haan,Excellent,Non,1964,,4,171 m²,,,Non,Oui,Non,Non,Non,Non,Non,Oui,1,,2,Gaz,,,,1,Oui,,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,2,,388 kWh/m²/an,202404190003219851res1,,,,,,,,,,,,,,,,Double vitrage,,Oui,,,,,,,2,,,,Non,,,,Sud-ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",1,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8420/de-haan/rbt73046,RBT73046,Appartement à vendre,210000,Vosseslag 143 0007,8420 De Haan,Excellent,Non,2016,,1,53 m²,Oui,,Non,Non,Non,Non,Non,Non,Non,,,,,Gaz,Oui,,,,Oui,,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,,112 kWh/m²/an,20250207-0003524225-RES-1,,,,,,,,,,,,,,,,Double vitrage,,Oui,,,,,,,3,,,,Non,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,"Zone, info non disponible",0,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9290/berlare/rbt73045,RBT73045,Maison à vendre,549000,,9290 Berlare,Nouveau,Non,2026,,5,208 m²,,,Non,Oui,Non,Non,Non,Non,Non,,,,2,,,,3,1,Oui,,Oui,518 m²,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,,,,,,,,,,,,,,,,,,,Double vitrage,,Oui,,,,,,,,,,,Non,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9290/berlare/rbt73044,RBT73044,Maison à vendre,549000,,9290 Berlare,Nouveau,Non,2026,,5,214 m²,,,Non,Oui,Non,Non,Non,Non,Non,,,,2,,,,3,1,Oui,,Oui,510 m²,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,,,,,,,,,,,,,,,,,,,Double vitrage,,Oui,,,,,,,,,,,Non,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9290/berlare/rbt73043,RBT73043,Maison à vendre,549000,,9290 Berlare,Nouveau,Non,2026,,5,208 m²,,,Non,Oui,Non,Non,Non,Non,Non,,,,2,,,,3,1,Oui,,Oui,506 m²,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,,,,,,,,,,,,,,,,,,,Double vitrage,,Oui,,,,,,,,,,,Non,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9290/berlare/rbt73042,RBT73042,Maison à vendre,549000,,9290 Berlare,Nouveau,Non,2026,,5,214 m²,,,Non,Oui,Non,Non,Non,Non,Non,,,,2,,,,3,1,Oui,,Oui,504 m²,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,,,,,,,,,,,,,,,,,,,Double vitrage,,Oui,,,,,,,,,,,Non,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9290/berlare/rbt73041,RBT73041,Maison à vendre,549000,,9290 Berlare,Nouveau,Non,2026,,5,208 m²,,,Non,Oui,Non,Non,Non,Non,Non,,,,2,,,,3,1,Oui,,Oui,504 m²,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,,,,,,,,,,,,,,,,,,,Double vitrage,,Oui,,,,,,,,,,,Non,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9290/berlare/rbt73040,RBT73040,Maison à vendre,549000,,9290 Berlare,Nouveau,Non,2026,,5,214 m²,,,Non,Oui,Non,Non,Non,Non,Non,,,,2,,,,3,1,Oui,,Oui,550 m²,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,,,,,,,,,,,,,,,,,,,Double vitrage,,Oui,,,,,,,,,,,Non,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8370/blankenberge/rbt73033,RBT73033,Maison à vendre,410000,,8370 Blankenberge,Excellent,Non,,,4,162 m²,,,Non,Non,Non,Non,Non,Oui,Non,Oui,1,,2,,,,,2,Oui,,Oui,305 m²,86 m²,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,,195 kWh/m²/an,20250528-0003613033-RES-1,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,Non,,,,Sud-est,Oui,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3270/scherpenheuvel/rbt73032,RBT73032,Maison à vendre,375000,Op 't Hof 24,3270 Scherpenheuvel,À rénover,Non,1980,A convenir,4,225 m²,Non,,Non,Oui,Non,Non,Non,Non,Non,Oui,2,,3,Gaz,Non,Ouest,3,,Oui,405 m²,Oui,503 m²,143 m²,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,1,68 m,450 kWh/m²/an,20250615-0003621761-RES-1,15/06/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6460/chimay/vbc91935,VBC91935,Maison à vendre,80000,Rue Gabriel Sellière 47,6460 Chimay,,Non,1920,,2,80 m²,Non,,Non,Non,Non,Non,Non,Non,Non,Oui,,,,Non specifié,Non,,,,,,,1270 m²,,pas d'application,,Information non communiquée,Information non communiquée,1,,651 kWh/m²/an,20250616015275,16/06/2035,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8700/tielt/rbt73030,RBT73030,Appartement à vendre,253267,Kistestraat 5,8700 Tielt,,Non,2022,,2,82 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,,,,,Oui,,,,,,Oui,,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,3,,,,Non,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",0,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8500/courtrai/rbt73029,RBT73029,Appartement à vendre,290371,Volksplein 18,8500 Courtrai,Nouveau,Non,2024,,1,86 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,,,,,Oui,,,,Oui,,,,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,2,,,,Non,,,,Ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",0,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8500/courtrai/rbt73028,RBT73028,Appartement à vendre,304801,Volksplein 18,8500 Courtrai,Nouveau,Non,2024,,2,90 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,,,,,Oui,,,,,,Oui,,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,2,,,,Non,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",1,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8500/courtrai/rbt73027,RBT73027,Maison à vendre,438114,Volksplein 18,8500 Courtrai,Nouveau,Non,,,4,175 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,,,,,,,2,,Oui,,Oui,112 m²,69 m²,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,5 m,Oui,,,,,,,,,,,Non,,,,Ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2820/rijmenam/rbt73026,RBT73026,Villa à vendre,1035000,Sleestraat 8,2820 Rijmenam,,Non,2008,,5,389 m²,,,Non,Oui,Non,Non,Non,Non,Non,Oui,2,,3,,,,,,Oui,,,775 m²,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,2,,96 kWh/m²/an,,,,,,,,,,,,,,,,,Double vitrage,,,Oui,,,,,,,,,,Oui,,,,Nord-ouest,Oui,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,,"Zone, info non disponible",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9290/berlare/rbt73025,RBT73025,Maison à vendre,729000,Zandbergstraat 19,9290 Berlare,Excellent,Non,2021,,4,,,,Non,Oui,Non,Non,Non,Oui,Non,Oui,1,,2,,,,4,3,Oui,,Oui,692 m²,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,,63 kWh/m²/an,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,Non,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3050/oud-heverlee/rbt73021,RBT73021,Maison à vendre,725000,Groenstraat 26 A,3050 Oud-Heverlee,Normal,Non,2015,,5,210 m²,Non,,Non,Non,Non,Non,Non,Non,Non,Oui,,,,Non specifié,Non,,3,,Oui,,Oui,475 m²,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,2,,57 kWh/m²/an,20250612-0003623630-RES-1,12/06/2035,,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,Zone d'extension d'habitat,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9000/gand/rbt73020,RBT73020,Maison à vendre,299000,Pioenstraat 12,9000 Gand,À rénover,Non,1929,,4,148 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,,1,Gaz,Non,Sud-est,2,,Oui,,Oui,69 m²,,"oui, attestation conforme",Oui,Pas de risque d’inondation,Information non communiquée,1,17 m,300 kWh/m²/an,20250104-00003495747-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2100/deurne/rbt73019,RBT73019,Maison à vendre,365000,August Van de Wielelei 266,2100 Deurne,Normal,Non,1920,,4,167 m²,Non,33 m²,Non,Non,Non,Non,Non,Non,Non,,,,2,Gaz,Non,Sud,2,,Oui,177 m²,Oui,266 m²,82 m²,pas d'application,,Information non communiquée,Information non communiquée,2,55 m,297 kWh/m²/an,20210421-0002404665-RES-1,21/04/2031,,,,,,,,,,,,,,,,,Oui,,,,,,,3,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2990/wuustwezel/rbt73018,RBT73018,Maison à vendre,405000,Korhoenlaan 23,2990 Wuustwezel,Normal,Non,1988,,3,114 m²,Non,29 m²,Non,Non,Non,Non,Non,Non,Non,,,,1,Mazout,Non,Nord-est,4,,Oui,971 m²,,1064 m²,93 m²,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,1,47 m,345 kWh/m²/an,20240520-0003252281-RES-1,20/05/2034,,,,,,,,,,,,,,,,7 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone de loisirs,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9402/meerbeke/rbt73017,RBT73017,Maison à vendre,368000,,9402 Meerbeke,,Non,2004,A l’acte,1,124 m²,Non,,Non,Oui,Non,Non,Non,Non,Non,Oui,1,,2,Electrique,Non,Nord,4,3,Oui,,Oui,588 m²,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,1,,497 kWh/m²/an,20230206-0002800766-RES-1,,,,16 m²,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7380/quievrain/vbc91933,VBC91933,Appartement à vendre,119000,cheval blanc 1 0.5,7380 Quiévrain,,Non,,,2,89 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,,,,,,,,89 m²,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,1,,392 kWh/m²/an,20230614040487,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7390/quaregnon/vbc91932,VBC91932,Maison à vendre,169000,Rue Camille Huysmans 61,7390 Quaregnon,,Non,,,4,116 m²,Non,26 m²,Non,Non,Non,Non,Non,Non,Non,,,,2,Gaz,Non,Nord-ouest,2,,Oui,113 m²,Oui,240 m²,130 m²,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,,253 kWh/m²/an,20221008001057,08/10/2032,5348,,15 m²,,,,,,,,,,,,,,Oui,,,,,,,2,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7000/mons/vbc91931,VBC91931,Maison à vendre,190000,Chaussée du Roeulx 550,7000 Mons,,Non,1949,,4,157 m²,Non,30 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,,2,Gaz,Non,Sud-est,3,3,Oui,442 m²,,603 m²,220 m²,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,1,,600 kWh/m²/an,20250424028029,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7600/peruwelz/vbc91930,VBC91930,Maison à vendre,165000,Rue de Blaton 59,7600 Péruwelz,,Non,1900,,2,109 m²,Non,26 m²,Non,Non,Non,Non,Non,Non,Non,,,,1,,Non,Nord,3,1,Oui,220 m²,Oui,360 m²,234 m²,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,,314 kWh/m²/an,20250612019195,,,,29 m²,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7390/quaregnon/vbc91929,VBC91929,Maison à vendre,139900,Rue Hector Denis 62,7390 Quaregnon,Normal,Non,,,2,103 m²,Non,31 m²,Non,Oui,Non,Non,Non,Non,Non,,,1,1,Gaz,Non,,2,,Oui,80 m²,Oui,162 m²,126 m²,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,47 m,294 kWh/m²/an,20250503006487,,,,25 m²,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1120/neder-over-heembeek/rbt73015,RBT73015,Appartement à vendre,295000,Rue des Faînes 223 A002,1120 Neder-Over-Heembeek,Normal,Non,2010,,2,90 m²,Non,30 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,1,1,Electrique,Oui,Sud,2,,,,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,151 kWh/m²/an,20240326-0000674340-01-0,26/03/2034,,,8 m²,,,,,,,,,,,,,,Oui,,,,,,,3,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5530/yvoir/vbc91926,VBC91926,Maison à vendre,720000,,5530 Yvoir,,Non,1899,,4,465 m²,Non,73 m²,Non,Non,Non,Non,Non,Non,Non,Oui,2,,2,Gaz,Non,,4,2,Oui,800 m²,Oui,853 m²,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,2,,298 kWh/m²/an,20250530019168,30/05/2035,55,,40 m²,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7890/wodecq/vbc91923,VBC91923,Appartement à vendre,149000,,7890 Wodecq,,Non,,,1,59 m²,Non,,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,1,,Non,Nord,2,,Oui,,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,234 kWh/m²/an,‭20230225006921‬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
