ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_habitable,Meublé,Surface_du_séjour,Salle_à_manger,Surface_salle_à_manger,Garage,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Accessible_aux_moins_valides,Nombre_de_façades,Nombre_détages_de_limmeuble,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Emission_de_CO2,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Bien_actuellement_loué,Grenier,Surface_du_grenier,Surface_de_lades_salles_de_bain,Type_de_vitrage,Orientation_de_la_façade_du_bien,Orientation_de_la_terrasse,Raccordé_aux_égouts,Raccordé_à_leau_courante,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Caves,Nombre_de_Garages,Panneaux_solaires,Attestation__Installation_électrique__Validité,Véranda,Dressing,Buanderie,Local_vélo,Nombre_de_place_de_parking_intérieur,Porte_de_garage_motorisée,Clef_électronique,Panneaux_solaires_thermiques,Chauffage_au_sol,Air_conditionné,Domotique,Alarme_antieffraction,HammamSaunaJacuzzi,Feu_ouvert,Nombre_de_places_de_parking_extérieur,Surface_de_la_terrasse,Surface_constructible,Raccordé_au_gaz_de_ville,Balcon,Référence_PEB,Attestation__Citernes_à_mazout,Le_bien_fait_lobjet_dun_droit_de_préemption,Attestation__Asbuilt,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Largeur_de_la_façade,Surface_du_dressing,Surface_du_garage,Largeur_du_terrain_à_rue,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Citerne_à_eau_de_pluie,Attestation__Citernes_à_mazout__Validité,Étage_de_lappartement,Orientation_du_jardin,Surface_du_bureau,Surface_des_caves,Surface_de_la_véranda,Possibilités_pour_profession_libérale,Compteur_Bihoraire,Maison_basse_énergie,Barbecue,Parlophone,Station_de_charge_électrique,Profondeur_du_terrain,Pompe_à_chaleur
https://immovlan.be/fr/detail/villa/a-vendre/5580/rochefort/vwd13360,VWD13360,Villa à vendre,299000,,5580 Rochefort,Normal,1970,A l’acte,4,16 m²,16 m²,16 m²,16 m²,,200 m²,,36 m²,,,Oui,Semi-équipée,Indépendante,16 m²,1,,,Mazout,,,4,,Oui,,Oui,990 m²,,296 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,,Oui,,,Double vitrage,,,Oui,Oui,296 kWh/an,,Oui,,,,,,Oui,,2,,,,,,,,,,4,27 m²,,,,20240717003599,,,,Non,9 m,,,31 m,,,,,,Sud-est,12 m²,134 m²,,,Oui,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc66649,VBC66649,Maison à vendre,1550000,Rue de Ciergnon 35,5580 Rochefort,Excellent,2006,A l’acte,10,16 m²,26 m²,26 m²,20 m²,19 m²,600 m²,Oui,45 m²,Oui,34 m²,Oui,,,43 m²,9,,10,,Non,Oui,4,3,Oui,,Oui,21393 m²,Oui,115 kWh/m²/an,28,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,,,,Double vitrage,Est,Ouest,Non,Oui,84892 kWh/an,14/04/2035,Oui,2,,,,,,,,,,,,,,,,,10,140 m²,,,,,,Non,,,27 m,,,,Oui,Non,Oui,,,,,,,,,,,,Oui,,
https://immovlan.be/fr/detail/chalet/a-vendre/5580/ave-et-auffe/vbc71097,VBC71097,Chalet à vendre,180000,,5580 Ave-et-Auffe,,,Immédiatement,2,,,,,,50 m²,Non,21 m²,Non,,,,,,1,,1,Electrique,Non,,4,1,,,Oui,980 m²,,362 kWh/m²/an,,pas d'application,Information non communiquée,Information non communiquée,Non,Non,,,,,,,,,,Non,,,,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/han-sur-lesse/vbc86608,VBC86608,Maison à vendre,325000,,5580 Han-sur-Lesse,Normal,,,4,,,,,,140 m²,Non,32 m²,Non,,Oui,,,,2,,,Mazout,Non,,4,2,Oui,,,,,435 kWh/m²/an,1080,pas d'application,Information non communiquée,Information non communiquée,Non,Non,,,,,,,Oui,,04/06/2035,Non,1,,,Non,Non,Non,Non,,,,,,,,,,,3,,,,,20250604025572,,,,,,,,,,,,,,,,,,,,,,,,10 m,
https://immovlan.be/fr/detail/maison/a-vendre/5580/ave-et-auffe/vbc84922,VBC84922,Maison à vendre,240000,Rue des marronniers 5,5580 Ave-et-Auffe,Normal,,,3,,,,,,223 m²,,,,,Oui,,,,2,,,Mazout,Non,Non,,,Oui,730 m²,Oui,730 m²,,288 kWh/m²/an,71,"non, pas d'attestation",Information non communiquée,Information non communiquée,,Oui,28 m²,9 m²,Double vitrage,Sud-est,,,,66081 kWh/an,11/08/2031,Non,2,,,Oui,,,,,,,,,,,,,,,,273 m²,,,20210811000734,,,,Non,13 m,,30 m²,25 m,,Non,,,,,,,10 m²,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc84026,VBC84026,Maison à vendre,239000,Rue Gouverneur Gruslin 20,5580 Rochefort,Normal,1962,A l’acte,3,17 m²,17 m²,8 m²,,,164 m²,Non,17 m²,Oui,17 m²,,Equipée,Américaine,16 m²,1,1,2,,Non,Non,3,3,Oui,800 m²,Oui,800 m²,Non,450 kWh/m²/an,12,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,Oui,,,Double vitrage,,,Oui,Oui,74046 kWh/an,,,,,,,,,,,,,,,,,,,,,50 m²,,,,,,Non,,,,,22 m²,,Oui,Oui,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc84024,VBC84024,Maison à vendre,249000,Rue du Thiers 33,5580 Rochefort,À rénover,,A l’acte,5,15 m²,19 m²,13 m²,15 m²,13 m²,188 m²,Non,19 m²,Oui,15 m²,Oui,Semi-équipée,Kitchenette,13 m²,1,1,1,Mazout,Non,Non,3,3,Oui,1402 m²,Oui,1402 m²,Non,483 kWh/m²/an,119,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,,Oui,,,Double vitrage,,,,,104316 kWh/an,27/05/2035,Oui,,,,Oui,,,,,,,,,,,,,,,20 m²,,,,,,Non,,,,,17 m²,,Oui,Oui,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/han-sur-lesse/rwc39736,RWC39736,Maison à vendre,295000,Rue du Plan d eau,5580 Han-sur-Lesse,Normal,,A convenir,4,14 m²,14 m²,6 m²,11 m²,,165 m²,,30 m²,,,Oui,Semi-équipée,Indépendante,8 m²,1,,,Mazout,,,4,,Oui,550 m²,Oui,717 m²,,,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,Oui,45 m²,8 m²,Double vitrage,Ouest,,Oui,Oui,,,Oui,,Oui,01/04/2043,Oui,,,Oui,1,Non,,,,,,,,,4,,,,,,pas d'application,,,,7 m,,24 m²,10 m,,,,,,Sud-est,,24 m²,9 m²,,,,,Non,,55 m,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/5580/rochefort/vbc82058,VBC82058,Maison de maître à vendre,450000,,5580 Rochefort,,,,4,,,,,,334 m²,Non,35 m²,Non,,,Super équipée,,,2,,2,Mazout,Non,,2,2,Oui,213 m²,Oui,213 m²,,263 kWh/m²/an,65,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,Non,,,,Sud-ouest,,,Oui,,02/09/2030,Non,,,,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc82057,VBC82057,Maison à vendre,300000,,5580 Rochefort,Remis à neuf,,A convenir,4,,,,,,368 m²,Non,34 m²,Non,,Oui,,,,1,,2,Mazout,Non,,3,,Oui,319 m²,Oui,319 m²,,368 kWh/m²/an,46,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,Oui,,,,,,,Oui,,14/05/2035,Non,,,,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5580/rochefort/vbc81763,VBC81763,Appartement à vendre,149000,Rue Jacquet 12 /3,5580 Rochefort,À rénover,,Immédiatement,2,18 m²,15 m²,,,,95 m²,Non,32 m²,,,,Equipée,Américaine,16 m²,1,,1,Gaz,Non,Non,3,3,,,,,Non,430 kWh/m²/an,78,,Information non communiquée,Information non communiquée,Non,,,,,,,Oui,Oui,50413 kWh/an,29/01/2035,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,3,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5580/rochefort/vbc81757,VBC81757,Appartement à vendre,99000,Rue de Morges 2 / 1.1 appart 1.1,5580 Rochefort,Normal,,,1,,,,,,65 m²,,,,,,,,,1,,,Gaz,Non,Non,,,,,,,,,,pas d'application,Pas de risque d’inondation,Information non communiquée,,Non,,,Double vitrage,,,,,,,Non,,,,Non,,,,,,,,,,,,,,,,,,,20110810009565,,,,Non,,,,,,Non,,,1,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc80683,VBC80683,Maison à vendre,160000,Rue de Saint-Hubert 12,5580 Rochefort,À rénover,1938,A l’acte,3,14 m²,16 m²,13 m²,,,100 m²,Non,14 m²,Oui,17 m²,Oui,Semi-équipée,Kitchenette,,1,,1,,Non,Non,4,,Oui,,Oui,644 m²,Non,864 kWh/m²/an,,,Information non communiquée,Information non communiquée,Non,Oui,,11 m²,Double vitrage,,Ouest,Oui,Oui,,,,1,,,,,,,,,,,,,,,,,,30 m²,,,,,,,,,8 m,,,8 m,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc80213,VBC80213,Maison à vendre,330000,Rue Hamerenne 21,5580 Rochefort,Normal,1850,,6,12 m²,13 m²,13 m²,12 m²,28 m²,202 m²,Non,27 m²,,,Oui,Equipée,Américaine,13 m²,1,,3,Mazout,Non,Non,4,,Oui,,Oui,1113 m²,Non,352 kWh/m²/an,,,Pas de risque d’inondation,Information non communiquée,Non,Oui,,5 m²,Double vitrage,,,Oui,Oui,,,Oui,1,,,,,,,,,,,,,,,,,,,,,,,,Non,,,14 m,,,14 m,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc79778,VBC79778,Maison à vendre,295000,Avenue de Lorette 23,5580 Rochefort,Normal,1975,A l’acte,3,11 m²,12 m²,9 m²,,,100 m²,Non,35 m²,,,Oui,Equipée,Américaine,9 m²,1,,1,Gaz,Non,Oui,4,,Oui,,Oui,915 m²,,486 kWh/m²/an,,,Pas de risque d’inondation,Information non communiquée,,,,,Double vitrage,,,Oui,Oui,,,Oui,1,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,10 m,,,10 m,,,Oui,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc79441,VBC79441,Maison à vendre,315000,Rue de Dinant 74,5580 Rochefort,Normal,,A l’acte,4,13 m²,10 m²,25 m²,19 m²,,145 m²,Non,30 m²,,,Oui,Equipée,Américaine,10 m²,1,,1,Mazout,Non,Non,4,,Oui,,Oui,2262 m²,Non,403 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,,7 m²,,Nord-ouest,Sud-est,Oui,Oui,,,Oui,1,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,11 m,,,11 m,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc77845,VBC77845,Maison à vendre,179000,Rue de la Wamme 21,5580 Rochefort,Normal,1940,A l’acte,5,14 m²,11 m²,14 m²,12 m²,,156 m²,Non,18 m²,Oui,25 m²,Oui,Equipée,Américaine,14 m²,1,1,2,,Non,Non,2,3,,,,120 m²,Non,291 kWh/m²/an,8,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Non,,,,Double vitrage,,,Oui,Oui,45412 kWh/an,,,1,,,,,,,1,,,,,,,,,,,,,,,,,Non,,,,,25 m²,,Oui,Oui,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/han-sur-lesse/vbc77257,VBC77257,Maison à vendre,225000,,5580 Han-sur-Lesse,À rénover,,,4,,,,,,185 m²,Non,,Non,,Oui,,,,2,1,1,Mazout,Non,,3,1,,,,,,504 kWh/m²/an,1250,pas d'application,Information non communiquée,Information non communiquée,Non,Non,,,,,,,,,28/03/2025,Non,1,,,Non,Non,Non,Non,,,,,,,,,,,4,,,,,20250328006702,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5580/rochefort/vbc77237,VBC77237,Appartement à vendre,89000,Rue Peterson 2A,5580 Rochefort,Normal,,A l’acte,1,19 m²,,,,,42 m²,Non,22 m²,,,,Semi-équipée,Kitchenette,,1,1,1,Mazout,Non,Non,2,1,,,,,Non,147 kWh/m²/an,36,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,,,,Double vitrage,Nord-ouest,,Oui,Oui,7489 kWh/an,07/05/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc66895,VBC66895,Maison à vendre,175000,,5580 Rochefort,À rénover,,,3,,,,,,145 m²,Non,34 m²,Non,,Oui,Non équipée,,,1,,2,Mazout,Non,,3,2,Oui,442 m²,Oui,442 m²,,,137330,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Non,Oui,,,,,,,Oui,,20/01/2035,Non,1,,,Non,Non,Non,Non,,,,,,,,,,,,9 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc63904,VBC63904,Maison à vendre,175000,,5580 Rochefort,À rénover,1890,,3,,,,,,175 m²,Non,31 m²,Non,,Oui,Non équipée,,,1,,1,Mazout,Non,,4,2,Oui,100 m²,,898 m²,,480 kWh/m²/an,119,pas d'application,Pas de risque d’inondation,Information non communiquée,Non,Non,,,,Sud-ouest,,,Oui,,25/09/2034,Non,1,,,Non,Non,Non,Non,,,,,,,,,,,3,,144 m²,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/jemelle/vbc76559,VBC76559,Maison à vendre,120000,Avenue de Ninove 177,5580 Jemelle,À rénover,,Immédiatement,2,14 m²,15 m²,,,,,,15 m²,,,,,,,1,,,,,,,,Oui,,,141 m²,,373 kWh/m²/an,,,Information non communiquée,Information non communiquée,,Oui,,,Double vitrage,,,,,37061 kWh/an,,Oui,,,,,,,,,,,,,,,,,,,,,,,20230221005161,,Non,,,,,,,Non,,,,,,,17 m²,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/5580/han-sur-lesse/vbc74655,VBC74655,Studio à vendre,85000,Rue de Charleville 2 /6,5580 Han-sur-Lesse,Normal,,,0,,,,,,24 m²,Oui,,,,,Semi-équipée,Kitchenette,,1,1,1,,Non,Oui,2,4,Oui,,Oui,,Oui,519 kWh/m²/an,134,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Non,,,,Double vitrage,Sud-est,Sud-est,Oui,Oui,14583 kWh/an,14/05/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/villers-sur-lesse/vbc72973,VBC72973,Maison à vendre,269000,Rue du Pirotin 2,5580 Villers-sur-Lesse,Normal,1939,A l’acte,2,,,,,,132 m²,Non,27 m²,,,Oui,Super équipée,,,1,,2,Mazout,Non,,4,,Oui,100 m²,Oui,430 m²,,164 kWh/m²/an,40,"oui, attestation conforme",Pas de risque d’inondation,Riveraine d’une zone inondable délimitée,,,,,,Est,,,,32336 kWh/an,23/04/2035,,1,Oui,,,,,,,,,,,,,,,,,23 m²,125 m²,,,20250423030331,,,,,,,,,Oui,,,,,,8 m²,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc72288,VBC72288,Maison à vendre,200000,Avenue Montrival 29,5580 Rochefort,,,A l’acte,2,,,,,,,,,Non,,Oui,,,,,,,Mazout,,,4,,Oui,,,869 m²,,603 kWh/m²/an,,,Information non communiquée,Information non communiquée,Non,Oui,,,Double vitrage,,,,,,,Non,,,,Non,Non,Non,Non,,,,,,,,,,,,,,,,20250407019224,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc67951,VBC67951,Maison à vendre,239000,Rue de l'Air Pur 3,5580 Rochefort,À rénover,1964,Immédiatement,3,17 m²,17 m²,22 m²,,,130 m²,Non,26 m²,,,Oui,Semi-équipée,Kitchenette,8 m²,1,,1,Mazout,Non,Non,4,1,Oui,,Oui,942 m²,Non,544 kWh/m²/an,21488,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Non,,,5 m²,Double vitrage,Nord-ouest,Nord-ouest,Oui,,86764 kWh/an,02/03/2035,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc67867,VBC67867,Maison à vendre,170000,,5580 Rochefort,À rénover,1961,,2,,,,,,130 m²,Non,23 m²,Non,,Oui,,,,1,,1,,Non,,2,3,Oui,15 m²,Oui,187 m²,,410 kWh/m²/an,103,"non, pas d'attestation",Information non communiquée,Information non communiquée,Non,Non,,,,,,,,,14/07/2034,Non,1,,,Non,Non,Non,Non,,,,,,,,,,,,15 m²,38 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,7 m,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc67843,VBC67843,Maison à vendre,,Rue de Dewoin 8,5580 Rochefort,À rénover,1899,Immédiatement,13,,,,,,750 m²,Non,,,,,,,,,,,Mazout,Non,Non,4,1,,,Oui,2462 m²,Non,430 kWh/m²/an,,,Risque élevé,Information non communiquée,Non,,,,,Sud,Nord,Oui,Oui,178357 kWh/an,05/09/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/5580/han-sur-lesse/vbc67466,VBC67466,Studio à vendre,87500,Rue de Charleville 2 /8,5580 Han-sur-Lesse,Normal,,Immédiatement,1,,,,,,30 m²,Oui,,,,,Equipée,Américaine,,1,1,1,Electrique,Non,Non,2,,Oui,,Oui,,,328 kWh/m²/an,85,,Information non communiquée,Information non communiquée,Non,,,,,Sud-est,Sud-est,Oui,Oui,11221 kWh/an,09/10/2034,,,,,,,,,,,,,,,,,,,,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/jemelle/vbc67062,VBC67062,Maison à vendre,169000,Rue de la Lhomme 53,5580 Jemelle,À rénover,,A l’acte,4,,,,,,200 m²,Non,36 m²,Non,,Oui,,,,1,,3,Mazout,Non,,4,,Oui,470 m²,,470 m²,,446 kWh/m²/an,110,"non, pas d'attestation",Risque élevé,Inondable délimitée,Non,Oui,,,,Nord,,,,,15/04/2035,Non,1,,,Non,Non,Non,Non,,,,,,,,,,,,,180 m²,,,20250415028904,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/5580/buissonville/vbc65457,VBC65457,Villa à vendre,350000,Rue Thier des Longhier 12,5580 Buissonville,,209,A l’acte,3,,,,,,135 m²,Non,,,,Oui,Equipée,,,1,,2,Mazout,Non,,4,,Non,,Oui,,,136 kWh/m²/an,136,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,,,,,,,,22501 kWh/an,,,1,Oui,,,,,,,,,,,,,,,,,,,,,20250417014357,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/5580/ave-et-auffe/vbc65064,VBC65064,Villa à vendre,2300000,Rue du Point de Vue 1,5580 Ave-et-Auffe,,,,0,,,,,,520 m²,Oui,,,,,,,,,,,Mazout,Non,Oui,,,Oui,25000 m²,Oui,26340 m²,,,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,,Non,,,,,,,,,,Non,,,,Non,,,,,,,,,,,,,,1,80 m²,400 m²,,,,,,,Non,,,,,,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc64281,VBC64281,Maison à vendre,480000,Rue du Baty 36 A-B-C,5580 Rochefort,Normal,1850,,9,12 m²,11 m²,9 m²,8 m²,9 m²,282 m²,Non,,,,,Equipée,Américaine,,3,4,5,Mazout,Non,Non,4,3,Oui,737 m²,,737 m²,Non,280 kWh/m²/an,70,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,,,,,Double vitrage,Nord,,Oui,Oui,43217 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc63027,VBC63027,Maison à vendre,360000,Rue du Tchêné 15,5580 Rochefort,,1980,A l’acte,3,,,,,,103 m²,Oui,30 m²,Non,,Oui,,,,1,,2,Electrique,Non,,4,,Oui,1728 m²,Oui,1728 m²,,185 kWh/m²/an,42,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,Non,,,,Sud-est,,,,,,Non,1,Oui,,Non,Non,Non,Non,,,,,,,,,,,4,15 m²,120 m²,,,20250209004491,,,,,,,,,,,,,,,,,,,,,,,,,Oui
https://immovlan.be/fr/detail/maison/a-vendre/5580/jemelle/vbc62667,VBC62667,Maison à vendre,149000,Rue des Escaliers 27,5580 Jemelle,À rénover,,Immédiatement,3,14 m²,14 m²,14 m²,,,208 m²,Non,29 m²,Oui,14 m²,,,Indépendante,10 m²,1,1,,Mazout,Non,Non,2,2,Oui,,Oui,417 m²,Non,304 kWh/m²/an,75,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Non,Oui,47 m²,10 m²,Double vitrage,Sud-ouest,Nord-est,Oui,Oui,82934 kWh/an,12/04/2035,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/jemelle/vbc59261,VBC59261,Maison à vendre,125000,Rue de la Wamme 9,5580 Jemelle,À rénover,,Immédiatement,2,15 m²,19 m²,,,,110 m²,Non,16 m²,Oui,14 m²,Oui,,,6 m²,1,,1,Non specifié,Non,Non,3,1,,,Oui,,Non,830 kWh/m²/an,237,"oui, attestation conforme",Risque élevé,Information non communiquée,Non,Oui,,,Double vitrage,,,Oui,Oui,114542 kWh/an,18/07/2034,,1,,,,,,,,,,,,,,,,,,18 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc54019,VBC54019,Maison à vendre,360000,Rue du Thiers 35,5580 Rochefort,Excellent,,,5,13 m²,12 m²,13 m²,16 m²,25 m²,260 m²,,,Oui,30 m²,Oui,Equipée,Américaine,35 m²,1,,2,Mazout,Non,Non,3,,Oui,,Oui,296 m²,Non,99 kWh/m²/an,,,Information non communiquée,Information non communiquée,Non,Oui,,7 m²,Double vitrage,,,Oui,Oui,,,Oui,1,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,18 m,,,18 m,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc54011,VBC54011,Maison à vendre,445000,Rue de Behogne 20,5580 Rochefort,À rénover,,,3,,,,,,535 m²,Non,,,,,,Indépendante,,1,1,,,Non,Non,3,3,,,,,Non,384 kWh/m²/an,72,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,Oui,Oui,,,,,,Oui,Oui,97241 kWh/an,15/11/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 m,,,22 m,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/5580/rochefort/vbc53510,VBC53510,Villa à vendre,285000,Rue de Ciney 11,5580 Rochefort,À rénover,,Immédiatement,4,13 m²,18 m²,12 m²,14 m²,,140 m²,Non,35 m²,,,Oui,Equipée,,14 m²,1,,1,,Non,Non,,,Oui,,Oui,,,291 kWh/m²/an,75,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Non,Oui,,,Double vitrage,,,,Oui,42533 kWh/an,,Oui,,Non,,,,,,1,Non,Non,,Non,Oui,Non,Non,Non,Non,,18 m²,1100 m²,Non,Non,20250320017045,pas d'application,Non,Non,Non,,,,,Oui,Oui,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/jemelle/vbc52789,VBC52789,Maison à vendre,165000,Avenue de Ninove 154,5580 Jemelle,À rénover,,Immédiatement,3,14 m²,13 m²,13 m²,,,101 m²,Non,21 m²,Oui,16 m²,Oui,Semi-équipée,Kitchenette,12 m²,1,1,2,Mazout,Non,Non,4,2,Oui,,Oui,540 m²,Non,549 kWh/m²/an,136,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Non,,,,,Nord,Sud,Oui,Oui,65315 kWh/an,06/08/2034,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/5580/rochefort/vbc51698,VBC51698,Immeuble mixte à vendre,480000,Rue du Baty 36 A-B-C,5580 Rochefort,Normal,1850,,9,12 m²,11 m²,9 m²,8 m²,9 m²,282 m²,Non,,,,,Equipée,Américaine,,3,4,5,Mazout,Non,Non,4,3,Oui,737 m²,,737 m²,Non,280 kWh/m²/an,70,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,,,,,Double vitrage,Nord,,Oui,Oui,43217 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc50744,VBC50744,Maison à vendre,349000,Rue de Humain 7,5580 Rochefort,Normal,2020,A l’acte,3,14 m²,13 m²,13 m²,,,125 m²,Non,15 m²,Oui,12 m²,Oui,Equipée,Américaine,11 m²,1,1,2,Air pulsé,Non,Non,3,2,Oui,942 m²,Oui,942 m²,Oui,90 kWh/m²/an,22,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,Oui,,,Double vitrage,Nord-est,Sud-ouest,Oui,Oui,,19/10/2030,,1,Oui,,,,,,1,,,,,,,,,,2,40 m²,,,,,,Non,,,,,23 m²,,,,Oui,,,,,,,,,,,,,,Oui
