ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_habitable,Meublé,Surface_du_séjour,Caves,Équipement_de_la_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Parlophone,Ascenseur,Accessible_aux_moins_valides,Étage_de_lappartement,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_détages_de_limmeuble,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Bien_actuellement_loué,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Garage,Nombre_de_place_de_parking_intérieur,Terrasse_aménagée,Surface_de_la_terrasse,Orientation_de_la_terrasse,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Grenier,Surface_du_grenier,Largeur_de_la_façade,Surface_totale_du_terrain,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Surface_du_bureau,Surface_des_caves,Porte_daccès_sécurisée,Surface_de_lades_salles_de_bain,Alarme_antieffraction,Référence_PEB,Nombre_de_places_de_parking_extérieur,Jardin,Station_de_charge_électrique,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Surface_du_jardin,Type_de_cuisine,Adoucisseur_deau,Panneaux_solaires,Chauffage_au_sol,Pompe_à_chaleur,Compteur_Bihoraire,Air_conditionné,Domotique,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Citerne_à_eau_de_pluie,Attestation__Citernes_à_mazout,Nombre_de_Garages,Surface_constructible,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Attestation__Asbuilt,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Affectation_urbanistique_la_plus_récente,Surface_totale,Orientation_du_jardin,Maison_basse_énergie,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Balcon,Panneaux_solaires_thermiques,Surface_salle_à_manger,Appartement_de_service,Porte_de_garage_motorisée,Clef_électronique,Possibilités_pour_profession_libérale,Attestation__Installation_électrique__Validité,Surface_du_dressing,Espace_ouvert_sensible_à_leau__WORG,Surface_du_garage,Niveau_E,Niveau_K,Niveau_S,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel
https://immovlan.be/fr/detail/studio/a-vendre/1000/bruxelles/vbc73830,VBC73830,Studio à vendre,180000,Rue du Marché aux Poulets 52,1000 Bruxelles,Excellent,,A l’acte,0,,33 m²,Oui,18 m²,,Super équipée,,1,1,1,Electrique,Double vitrage,Oui,Oui,Oui,3,,2,7,,,,Non,274 kWh/m²/an,,25/02/2035,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc72268,VBC72268,Appartement à vendre,460000,Rue du Boulet 9-11,1000 Bruxelles,Excellent,1920,A l’acte,3,22 m²,140 m²,,55 m²,,,,2,1,2,,Double vitrage,Oui,Non,Non,2,,2,3,,,,Non,248 kWh/m²/an,33511 kWh/an,03/07/2034,49,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,11 m²,13 m²,Oui,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc72262,VBC72262,Appartement à vendre,235000,Rue Saint-Jean Népomucène 15,1000 Bruxelles,Normal,1910,,1,11 m²,82 m²,,16 m²,,Equipée,,1,,1,Gaz,Double vitrage,Oui,Oui,Non,0,,,3,,,,,243 kWh/m²/an,,25/10/2034,48,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Américaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc70721,VBC70721,Appartement à vendre,795000,Rue Vilain XIIII Straat 43,1000 Bruxelles,Normal,1970,A l’acte,3,25 m²,172 m²,Non,33 m²,Oui,Super équipée,27 m²,1,1,2,,Double vitrage,Oui,Oui,Oui,6,,2,7,Oui,Oui,Oui,Non,390 kWh/m²/an,,19/02/2035,78,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,13 m²,13 m²,Oui,2,Oui,39 m²,Sud,,,,,12 m,,,12 m,,Oui,,,,,4 m²,Oui,,Oui,,2,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,Oui,,40 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/1000/bruxelles/vbc67480,VBC67480,Studio à vendre,199000,Rue Archimède 89,1000 Bruxelles,À rénover,,,,,44 m²,,28 m²,,Semi-équipée,5 m²,1,1,1,Gaz,,Oui,Oui,,5,,,,Oui,Oui,Oui,,243 kWh/m²/an,,,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,,,,,,Oui,,,,,,,,,,,,,,,,,,,4 m²,,,,,,,,,,Kitchenette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc59105,VBC59105,Appartement à vendre,550000,Avenue Louise 226,1000 Bruxelles,Nouveau,1936,Immédiatement,3,22 m²,165 m²,Non,,,Equipée,,2,1,2,Non specifié,,,Oui,Oui,6,Ouest,2,8,,,,Non,341 kWh/m²/an,,,84,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,Non,18 m²,12 m²,Oui,,Oui,6 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,Américaine,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/1000/bruxelles/vbc58710,VBC58710,Penthouse à vendre,740000,Rue de Dinant 2,1000 Bruxelles,Excellent,2003,,3,19 m²,150 m²,Non,,,Super équipée,,2,2,2,Gaz,Double vitrage,Oui,Oui,Oui,4,,2,4,,,,Non,185 kWh/m²/an,27371 kWh/an,,40,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Oui,17 m²,16 m²,,,Oui,35 m²,,,,,,,,,,,Oui,,,,1 m²,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/1000/bruxelles/vbc43463,VBC43463,Maison de maître à vendre,870000,,1000 Bruxelles,,1895,A convenir,5,,228 m²,Non,26 m²,,,,1,2,3,Gaz,,,Non,,,Sud-est,2,3,,Oui,Oui,,403 kWh/m²/an,91877 kWh/an,10/03/2035,80,pas d'application,Pas de risque d’inondation,Information non communiquée,,,,,,Oui,16 m²,,,,Oui,,,89 m²,,,,,,,,,,,,,20250310-0000706987-01-1,,Non,,,,,,,,,,,,,,,,,,,,,,Non,,,,,Réserve naturelle,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/1000/bruxelles/vbc40724,VBC40724,Penthouse à vendre,1090000,Rue Willems 14-16,1000 Bruxelles,Excellent,1970,A l’acte,2,35 m²,389 m²,Non,,Oui,Super équipée,,3,3,3,Gaz,Double vitrage,Oui,Oui,Non,25,Sud,,25,,,,Oui,270 kWh/m²/an,,10/02/2032,71,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,,25 m²,,Oui,3,Oui,45 m²,Sud-ouest,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vaz65227,VAZ65227,Appartement à vendre,479000,Avenue du Port 86C,1000 Bruxelles,Nouveau,,A l’acte,3,,,Non,,,,,2,,,,,,,,5,,3,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vaz65204,VAZ65204,Appartement à vendre,350000,Avenue du Port 86C,1000 Bruxelles,Nouveau,,A l’acte,2,,,Non,,,,,1,,,,,,,,1,,3,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/1000/bruxelles/vbc61945,VBC61945,Studio à vendre,180000,Stevin 8,1000 Bruxelles,Normal,,A l’acte,,,,Non,,Non,Semi-équipée,,,1,1,Gaz,,,Oui,,7,Sud-ouest,2,7,,Oui,Oui,,233 kWh/m²/an,44 kWh/an,14/04/2035,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,,,Oui,,Oui,20 m²,,,,Non,,8 m,,,,Non,Non,Non,Non,Non,,,,,,20250415-0000711295-01-9,,Non,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,Réserve naturelle,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1000/bruxelles/vbc54906,VBC54906,Maison à vendre,549000,,1000 Bruxelles,À rénover,,,4,,339 m²,Non,24 m²,Non,,,2,1,2,Gaz,,,Non,,,Nord-est,2,3,,,,,,,04/10/2034,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Non,,,,,Oui,16 m²,,,,Oui,,,136 m²,13 m,,Non,Non,Non,Non,Non,,,,,,20241004-0000692283-01-2,,,,,,,,,,,,,,,,,,,,,,120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/rwc39833,RWC39833,Appartement à vendre,193000,Rue du Marché aux Poulets 52,1000 Bruxelles,Normal,2012,,1,,55 m²,,,,,,1,,,Electrique,Double vitrage,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,Non,,Non,,Non,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc86919,VBC86919,Appartement à vendre,489000,Rue du Châtelain 19,1000 Bruxelles,À rénover,,,3,16 m²,115 m²,,40 m²,Oui,,9 m²,1,1,2,Gaz,Double vitrage,Oui,Oui,,4,,,,Oui,Oui,Oui,,226 kWh/m²/an,,,,,Information non communiquée,Information non communiquée,,14 m²,16 m²,Oui,,,,,,,Oui,,,,,,,,,,,,,,6 m²,,,,,,,,,,Indépendante,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/rbt64736,RBT64736,Appartement à vendre,237500,KRUIDTUINLAAN 3 H7,1000 Bruxelles,Normal,2010,A l’acte,1,,47 m²,Oui,22 m²,Non,,,1,,1,Electrique,,,Oui,,7,Sud-ouest,3,8,,,Oui,,257 kWh/m²/an,,,41,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,,,,,Oui,2 m²,,,,Non,,,,,,Non,Non,Non,Non,Non,,,,,,0000022578,,,,,,,,,,,,,,,,,,,,,,52 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/1000/bruxelles/rbt32577,RBT32577,Studio à vendre,159000,Imp. de la Poupée 4,1000 Bruxelles,Excellent,1850,Immédiatement,0,,35 m²,,18 m²,,Non équipée,5 m²,1,,,Gaz,Double vitrage,Non,,Oui,0,,1,4,Oui,,Oui,,232 kWh/m²/an,12020 kWh/an,,46,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,Non,Non,Oui,,,,Non,,Non,20171107-0000515488-01-7,,,,Non,Non,Non,,,,Non,Non,,,Non,Non,Non,Non,,,pas d'application,,,,Non,,,,,Réserve naturelle,,,Non,,Oui,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/rbt32578,RBT32578,Appartement à vendre,229000,Imp. de la Poupée 4,1000 Bruxelles,Excellent,1850,A l’acte,1,15 m²,45 m²,,19 m²,Non,Non équipée,6 m²,1,,,Gaz,Double vitrage,Oui,,Oui,1,,1,4,Oui,,Oui,Non,227 kWh/m²/an,,,45,"oui, attestation conforme",Information non communiquée,Information non communiquée,Oui,,,,,,,,,,Non,,,,,,Non,Oui,Oui,Non,Non,,,Non,5 m²,Non,20171107-0000515487-01-9,,,,,,Non,,,,Non,Non,,,Non,Non,Non,Non,,,pas d'application,,,,Non,,,,,,,,Non,,Oui,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/rbt32580,RBT32580,Appartement à vendre,259000,Imp. de la Poupée 4,1000 Bruxelles,Excellent,1850,A l’acte,2,9 m²,70 m²,,30 m²,Non,Non équipée,8 m²,1,,,Gaz,Double vitrage,Oui,,Oui,3,,1,4,Oui,,Oui,Non,146 kWh/m²/an,,,29,"oui, attestation conforme",Information non communiquée,Information non communiquée,Oui,10 m²,,,,,,,,,Non,,,,,,Non,Oui,Oui,Non,Non,,,Non,5 m²,Non,20171107-0000515485-01-3,,,,,,Non,,,,Non,Non,,,Non,Non,Non,Non,,,pas d'application,,,,Non,,,,,,,,Non,,Oui,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/rbt32579,RBT32579,Appartement à vendre,229000,Imp. de la Poupée 4,1000 Bruxelles,Excellent,1850,A l’acte,1,15 m²,45 m²,,19 m²,Non,Non équipée,6 m²,1,,,Gaz,Double vitrage,Oui,,Oui,2,,1,4,Oui,,Oui,Non,187 kWh/m²/an,,,37,"oui, attestation conforme",Information non communiquée,Information non communiquée,Oui,,,,,,,,,,Non,,,,,,Non,Oui,Oui,Non,Non,,,Non,5 m²,Non,20171107-0000515486-01-1,,,,,,Non,,,,Non,Non,,,Non,Non,Non,Non,,,pas d'application,,,,Non,,,,,,,,Non,,Oui,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc86775,VBC86775,Appartement à vendre,450000,Avenue de Stalingrad 72,1000 Bruxelles,,,,2,,170 m²,,69 m²,Non,,,1,,,Gaz,,,,,2,,2,,,,,,137 kWh/m²/an,,,27,,Information non communiquée,Information non communiquée,Non,,,,,Oui,,,,,Non,,,,,,Non,Non,Non,Non,Non,,,,,,C-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc86728,VBC86728,Appartement à vendre,649000,Rue des coteaux 208,1000 Bruxelles,Excellent,2018,A l’acte,3,24 m²,170 m²,Non,52 m²,,Super équipée,,2,2,2,Gaz,Double vitrage,Oui,Oui,Non,4,,2,3,Oui,Oui,Oui,Non,50 kWh/m²/an,8560 kWh/an,23/12/2018,10,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,13 m²,11 m²,,,Oui,150 m²,Nord-ouest,,,,,,,,,,,,,,11 m²,,Oui,,,,,,,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc86534,VBC86534,Appartement à vendre,450000,Quai à la Houille 7,1000 Bruxelles,Normal,1913,,2,,95 m²,Non,,Non,,,1,,1,Gaz,,,Oui,,4,Est,2,6,,,,,222 kWh/m²/an,,,42,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,Non,,,Oui,,Oui,1 m²,,,,Non,,,,,,Non,Non,Non,Non,Non,5 m²,,,,,20250422‐0000711897‐01‐8,,,,,,Non,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/1000/bruxelles/vbc86490,VBC86490,Penthouse à vendre,549000,Rue de Villers 20,1000 Bruxelles,Normal,2003,,3,,158 m²,,,Non,,,2,,,Gaz,Double vitrage,Oui,Oui,Non,3,Sud-ouest,,3,,,,,194 kWh/m²/an,30703 kWh/an,,38,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,,,,,,Oui,10 m²,,,,Non,,,,,,Non,,,,,,,,7 m²,,,,,,,Non,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc86364,VBC86364,Appartement à vendre,495000,Rue du Bailli 29 5,1000 Bruxelles,À rénover,1931,,2,,149 m²,,,Oui,,,1,,,Gaz,,Oui,Oui,Non,5,,,7,,,,,750 kWh/m²/an,122277 kWh/an,,149,"non, pas d'attestation",Information non communiquée,Information non communiquée,,,,,,Oui,1 m²,,,,Oui,,,,,,Non,,,,,,7 m²,,6 m²,,,,,,,Non,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc86363,VBC86363,Appartement à vendre,495000,Rue du Bailli 29 5,1000 Bruxelles,À rénover,1931,,2,,149 m²,,,Oui,,,1,,,Gaz,,Oui,Oui,Non,5,,,7,,,,,750 kWh/m²/an,122277 kWh/an,,149,"non, pas d'attestation",Information non communiquée,Information non communiquée,,,,,,Oui,1 m²,,,,Oui,,,,,,Non,,,,,,7 m²,,6 m²,,,,,,,Non,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc86351,VBC86351,Appartement à vendre,285000,Boulevard de Waterloo 77,1000 Bruxelles,Excellent,,,1,,44 m²,,,Non,,,1,,,Gaz,Double vitrage,,Non,Non,6,,,9,,,,,82 kWh/m²/an,4035 kWh/an,,16,pas d'application,Pas de risque d’inondation,Information non communiquée,,,,Oui,,,,,,,Non,,6 m,,,,Non,,,,,,,,4 m²,,,,,,,Non,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc86349,VBC86349,Appartement à vendre,840000,Rue Stevin 118 2,1000 Bruxelles,Normal,,,5,,162 m²,,,Non,,,1,,,Non specifié,,,Non,Non,2,,,2,,,,,,,,,pas d'application,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,Non,,,,,,Non,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/1000/bruxelles/vbc86305,VBC86305,Studio à vendre,149000,Rue de la samaritaine 54,1000 Bruxelles,Excellent,1875,A l’acte,0,,20 m²,Non,12 m²,,,,1,1,1,,,Oui,Non,Oui,0,Ouest,2,3,Oui,Oui,Oui,Non,228 kWh/m²/an,4504 kWh/an,25/05/2035,45,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,,,,,Oui,5 m²,Est,,,,,4 m,,,4 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc85968,VBC85968,Appartement à vendre,367000,Drève du Parc 45,1000 Bruxelles,Nouveau,2025,A l’acte,2,,98 m²,Non,36 m²,Oui,Super équipée,,1,1,2,Gaz,Double vitrage,Oui,Oui,Oui,,,,4,,Oui,Oui,Non,,,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,,Oui,9 m²,,,,,,,,,,,,,,,,,,,,,,Oui,,Oui,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc85965,VBC85965,Appartement à vendre,405000,Parkdreef drève du parc,1000 Bruxelles,Nouveau,2025,,2,15 m²,99 m²,,,,Super équipée,,2,1,2,Gaz,,,Oui,Oui,,,4,6,,,,Non,44 kWh/m²/an,,,44,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,12 m²,,Oui,30,Oui,8 m²,Sud-est,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc85964,VBC85964,Appartement à vendre,375000,Parkdreef 45,1000 Bruxelles,Nouveau,2025,A l’acte,2,14 m²,99 m²,,38 m²,Oui,Super équipée,,1,1,2,Gaz,,,Oui,Non,1,,4,6,,,,Non,33 kWh/m²/an,,,33,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,10 m²,,Oui,50,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc85961,VBC85961,Appartement à vendre,365000,Avenue du Port 86C,1000 Bruxelles,Nouveau,2025,,2,14 m²,95 m²,,,,Super équipée,,1,1,2,Gaz,,,Oui,Oui,,,3,4,,,,Non,44 kWh/m²/an,,,44,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,10 m²,,Oui,1,Oui,6 m²,Nord-est,,,,,,,,,,,,,,,,,,,,1,Oui,,,,,,,,Oui,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc85959,VBC85959,Appartement à vendre,357500,Rue Van Helmont 53,1000 Bruxelles,Nouveau,2026,,1,,65 m²,Non,,Oui,,,1,,1,Gaz,,,Oui,Oui,,,3,4,,,,Non,,,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,,Oui,4 m²,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/1000/bruxelles/vbc85956,VBC85956,Studio à vendre,270000,Rue Van Helmont 53,1000 Bruxelles,Nouveau,2026,,0,,40 m²,Non,,Oui,,,1,,1,Gaz,,,Oui,Oui,,,3,4,,,,Non,,,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,,Oui,3 m²,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/1000/bruxelles/vbc85916,VBC85916,Studio à vendre,390000,Avenue Emile de Mot 19-21,1000 Bruxelles,Nouveau,2025,,0,,49 m²,Non,22 m²,Oui,Super équipée,,1,,1,Air pulsé,Double vitrage,Oui,Oui,Oui,0,Nord,2,9,Oui,,Oui,Non,45 kWh/m²/an,,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,Oui,1,Oui,32 m²,Sud,,,,,,,,,,,,,,,,Oui,5 m²,,,,,,,,,,,,Oui,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/1000/bruxelles/vbc85883,VBC85883,Studio à vendre,200000,Rue des Bouchers 3,1000 Bruxelles,Excellent,2019,A l’acte,1,25 m²,30 m²,Oui,,,Super équipée,,1,,1,Gaz,Double vitrage,Oui,Non,Non,1,Nord-est,2,2,Oui,Oui,Oui,Non,226 kWh/m²/an,7003 kWh/an,22/05/2029,45,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,,,,Oui,2 m²,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc85791,VBC85791,Appartement à vendre,845000,,1000 Bruxelles,Excellent,2014,,2,18 m²,167 m²,Oui,,,Super équipée,,2,1,2,,Double vitrage,Oui,Oui,Oui,33,,2,41,,,,Non,94 kWh/m²/an,,,17,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Oui,12 m²,,Oui,2,Oui,80 m²,Sud-ouest,,,,,,,,,,Oui,,,,1 m²,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc85746,VBC85746,Appartement à vendre,695000,Quai des Péniches 69 40,1000 Bruxelles,Nouveau,2014,,2,,132 m²,,,Non,,,2,,,Gaz,Double vitrage,,Oui,Non,40,,,42,,,,,113 kWh/m²/an,,,17,pas d'application,Pas de risque d’inondation,Information non communiquée,,,,,,Oui,54 m²,,,,Non,,35 m,,,,Non,,,,,,,,7 m²,,,,,,,Non,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc85741,VBC85741,Appartement à vendre,750000,Rue du Magistrat 10,1000 Bruxelles,Normal,1932,,3,,226 m²,Non,,Oui,,,2,,,Gaz,Double vitrage,Oui,Oui,Non,2,,,7,,,,,184 kWh/m²/an,41684 kWh/an,15/05/2030,47,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,,,,Oui,,Oui,2 m²,,,,Non,,25 m,,,,Non,,,,,,,,5 m²,,,,,,,Non,,,,,,,,,,,,,,,,1,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
