ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Air_conditionné,Alarme_antieffraction,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Terrasse_aménagée,Surface_totale_du_terrain,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Balcon,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Référence_PEB,Le_bien_fait_lobjet_dun_droit_de_préemption,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Etat_du_bien,Disponibilité_du_bien,Meublé,Équipement_de_la_cuisine,Jardin,Attestation__Installation_électrique,Attestation__Asbuilt,Possibilités_pour_profession_libérale,Surface_totale,Station_de_charge_électrique,Type_de_cuisine,Adoucisseur_deau,Maison_basse_énergie,Panneaux_solaires,Chauffage_au_sol,Pompe_à_chaleur,Compteur_Bihoraire,Domotique,Parlophone,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Attestation__Citernes_à_mazout,Nombre_de_place_de_parking_intérieur,Porte_de_garage_motorisée,Orientation_du_jardin,Date_de_validité_PEB,Permis_durbanisation_accordé,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Citerne_à_eau_de_pluie,Permis_de_bâtir_obtenu,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_du_séjour,Surface_salle_à_manger,Surface_de_la_cuisine,Surface_de_lades_salles_de_bain,Surface_du_jardin,Surface_de_la_terrasse,Orientation_de_la_terrasse,Conso_annuelle_totale_dénergie_primaire,Emission_de_CO2,Espace_ouvert_sensible_à_leau__WORG,Nombre_de_douches,Surface_constructible,Étage_de_lappartement,Niveau_E,Surface_du_garage,Surface_du_bureau,Surface_du_grenier,Panneaux_solaires_thermiques,Appartement_de_service,Attestation__Installation_électrique__Validité,Surface_de_la_véranda,Niveau_K,Surface_des_caves,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbt64462,RBT64462,Appartement à vendre,265000,Koningin Fabiolapark 851,9100 Sint-Niklaas,,1976,3,104 m²,Non,Non,Non,,,,,Oui,,1,,Gaz,Double vitrage,Oui,Oui,Non,Non,Est,,,,,Oui,,,,,,115 kWh/m²/an,20250605-0003617430-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Remis à neuf,,,,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,05/06/2035,Non,,,,,,,,,,,,,,,6 m²,,,,,,,,,8,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbt64463,RBT64463,Appartement à vendre,265000,Koningin Fabiolapark 851,9100 Sint-Niklaas,,1976,3,104 m²,Non,Non,Non,,,,,Oui,,1,,Gaz,Double vitrage,Oui,Oui,Oui,Non,Est,,,,,Oui,,,,,,115 kWh/m²/an,20250605-0003617430-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Remis à neuf,,,,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,05/06/2035,Non,,,,,,,,,,,,,,,6 m²,,,,,,,,,8,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt64069,RBT64069,Maison à vendre,330000,Belseledorp 23,9100 Sint-Niklaas,Non,1971,5,201 m²,Non,Non,Non,Non,Non,Non,Non,,,1,,Mazout,,,,Non,,,,,,,Oui,172 m²,,,,,281 kWh/m²/an,20241025-000342946-RES-1,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,A l’acte,Non,,Oui,"oui, attestation conforme",,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 m²,,,,50 m²,15 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbt63908,RBT63908,Appartement à vendre,325000,Van Havermaetstraat 34 203,9100 Sint-Niklaas,,2015,2,102 m²,Non,Non,Non,,,,,Oui,,1,,Gaz,,,,Oui,Non,Sud,,,3,1,Oui,,,,,,100 kWh/m²/an,20250519-0003604576-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,19/05/2035,Non,,,,,,,,,,,,,,,,,6 m²,,,,,,,2,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbt63909,RBT63909,Appartement à vendre,325000,Van Havermaetstraat 34 203,9100 Sint-Niklaas,,2015,2,102 m²,Non,Non,Non,,,,,Oui,,1,,Gaz,,,,Oui,Non,Sud,,,3,1,Oui,,,,,,100 kWh/m²/an,20250519-0003604576-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,19/05/2035,Non,,,,,,,,,,,,,,,,,6 m²,,,,,,,2,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbt63904,RBT63904,Appartement à vendre,249000,Heidebloemstraat 103,9100 Sint-Niklaas,,1979,2,106 m²,Non,Non,Non,,,,,Oui,1,1,,Gaz,Triple vitrage,,,Oui,Non,Nord-est,,,,,Oui,,,,,,137 kWh/m²/an,20250515-0003601264-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,15/05/2035,Non,,,,,,,,,,,,,,,7 m²,,5 m²,,,,,,,1,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbt63905,RBT63905,Appartement à vendre,249000,Heidebloemstraat 103,9100 Sint-Niklaas,,1979,2,106 m²,Non,Non,Non,,,,,Oui,1,1,,Gaz,Triple vitrage,,,Oui,Non,Nord-est,,,,,Oui,,,,,,137 kWh/m²/an,20250515-0003601264-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,15/05/2035,Non,,,,,,,,,,,,,,,7 m²,,5 m²,,,,,,,1,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbt63901,RBT63901,Appartement à vendre,349000,Lavendelstraat 105,9100 Sint-Niklaas,,1994,2,126 m²,Non,Non,Non,,,,,Oui,2,1,,Gaz,Double vitrage,,,Oui,Non,,,,6,,Oui,,,,,,151 kWh/m²/an,20201023-0002331317-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,,pas d'application,,,,,,,,,,,,,Oui,,,,,,,,,,,,23/10/2030,Non,,,,,,,,,,,,,,,8 m²,,6 m²,,,,,,,2,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbt63902,RBT63902,Appartement à vendre,349000,Lavendelstraat 105,9100 Sint-Niklaas,,1994,2,126 m²,Non,Non,Non,,,,,Oui,2,1,,Gaz,Double vitrage,,,Oui,Non,,,,6,,Oui,,,,,,151 kWh/m²/an,20201023-0002331317-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,,pas d'application,,,,,,,,,,,,,Oui,,,,,,,,,,,,23/10/2030,Non,,,,,,,,,,,,,,,8 m²,,6 m²,,,,,,,2,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt63886,RBT63886,Maison à vendre,750000,Koningin Astridlaan 55,9100 Sint-Niklaas,,,7,326 m²,Oui,Non,Non,,,,,Oui,1,3,,Gaz,Double vitrage,,,Non,Non,Sud-ouest,,,,,Oui,779 m²,,,,Oui,233 kWh/m²/an,20240804-0003324310-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,Oui,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,04/08/2034,Non,,,,,,,,,,,,,,,12 m²,,,,,,,,,,,23 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt63887,RBT63887,Maison à vendre,750000,Koningin Astridlaan 55,9100 Sint-Niklaas,,,7,326 m²,Oui,Non,Non,,,,,Oui,1,3,,Gaz,Double vitrage,,,Non,Non,Sud-ouest,,,,,Oui,779 m²,,,,Oui,233 kWh/m²/an,20240804-0003324310-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,Oui,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,04/08/2034,Non,,,,,,,,,,,,,,,12 m²,,,,,,,,,,,23 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt63871,RBT63871,Maison à vendre,625000,De Cauwerstraat 2,9100 Sint-Niklaas,,1964,3,291 m²,Oui,Oui,Non,,,,,,,1,,Bois,Double vitrage,,Oui,Non,Non,Sud,,,,,Oui,1200 m²,,,,,256 kWh/m²/an,20200720-0002266372-RES-2,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,Oui,"non, pas d'attestation",,,,,,,,,Oui,,,,,,,,,,,,,,,,20/07/2030,Non,,,,,,,,,,,,,,,18 m²,,21 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt63872,RBT63872,Maison à vendre,625000,De Cauwerstraat 2,9100 Sint-Niklaas,,1964,3,291 m²,Oui,Oui,Non,,,,,,,1,,Bois,Double vitrage,,Oui,Non,Non,Sud,,,,,Oui,1200 m²,,,,,256 kWh/m²/an,20200720-0002266372-RES-2,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,Oui,"non, pas d'attestation",,,,,,,,,Oui,,,,,,,,,,,,,,,,20/07/2030,Non,,,,,,,,,,,,,,,18 m²,,21 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbt63870,RBT63870,Appartement à vendre,225000,Vijfstraten 62 5,9100 Sint-Niklaas,,1978,2,100 m²,Non,Non,Non,,,,,Oui,,,,Gaz,Double vitrage,,,Oui,Non,Sud-ouest,,,,,Oui,,,,,,362 kWh/m²/an,20240525-0003256855-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,25/05/2034,Non,,,,,,,,,,,,,,,,,45 m²,,,,,,,4,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbt63869,RBT63869,Appartement à vendre,225000,Vijfstraten 62 5,9100 Sint-Niklaas,,1978,2,100 m²,Non,Non,Non,,,,,Oui,,,,Gaz,Double vitrage,,,Oui,Non,Sud-ouest,,,,,Oui,,,,,,362 kWh/m²/an,20240525-0003256855-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,25/05/2034,Non,,,,,,,,,,,,,,,,,45 m²,,,,,,,4,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt63837,RBT63837,Maison à vendre,249000,Hogenakkerstraat 20,9100 Sint-Niklaas,,,3,133 m²,Non,Non,Non,,,,,,,1,,Gaz,Double vitrage,,,Non,Non,Sud-est,,,,,,128 m²,,,,,259 kWh/m²/an,20250223-0003537121-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,Oui,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,23/02/2035,Non,,,,,,,,,,,,,,,8 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt63834,RBT63834,Maison à vendre,249000,van durmestraat 69,9100 Sint-Niklaas,,,3,119 m²,Non,Non,Non,,,,,,,1,,Gaz,Double vitrage,,,Non,Non,Nord-est,,5 m,,,,160 m²,,,,,374 kWh/m²/an,20250214-0003530605-RES-1,Non,,Pas de risque d’inondation,Information non communiquée,Non,À rénover,,,,Oui,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,14/02/2035,Non,,,,,,,,,,,,,,,3 m²,,,,,,,,80 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt63831,RBT63831,Maison à vendre,549000,Pastoor Stepmanlaan 29,9100 Sint-Niklaas,,1979,3,155 m²,Non,Non,Non,,,,,,,1,,Gaz,Double vitrage,,,Non,Non,Sud-est,,,,,,551 m²,,,,,223 kWh/m²/an,20250218-0003524184-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Remis à neuf,,,,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,18/02/2035,Non,,,,,,,,,,,,,,,11 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt63820,RBT63820,Maison à vendre,375000,Klapperbeekstraat 29,9100 Sint-Niklaas,,1969,3,239 m²,Non,Non,Non,,,,,Oui,2,1,,Gaz,Double vitrage,,,Non,Non,Nord-ouest,,,,,Oui,198 m²,,,,,343 kWh/m²/an,20241224-0003486799-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Remis à neuf,,,,Oui,"non, pas d'attestation",,,,,,,,Oui,,,,,Oui,,,,,,,,,,,,24/12/2034,Non,,,,,,,,,,,,,,,7 m²,,20 m²,,,,,,237 m²,,,14 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt63817,RBT63817,Maison à vendre,319000,Hertjen 102,9100 Sint-Niklaas,,1951,4,185 m²,Non,Non,Non,,,,,,,1,,Gaz,Double vitrage,,,Non,Non,Sud-ouest,,,,,,674 m²,,,,,523 kWh/m²/an,20220310-0002514479-RE-1,,,Pas de risque d’inondation,Information non communiquée,Non,À rénover,,,,Oui,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,10/03/2032,Non,,,,,,,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbt63815,RBT63815,Appartement à vendre,185000,Antwerpsesteenweg 71 4,9100 Sint-Niklaas,,1994,2,85 m²,Non,Non,Oui,,,,,Oui,,1,,Gaz,Double vitrage,Oui,,Non,Non,Nord-ouest,,,,,Oui,,,,,,119 kWh/m²/an,20241112-0003442911-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,Non,,,"non, pas d'attestation",,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,12/11/2034,Non,,,,,,,,,,,,,,,5 m²,,4 m²,,,,,,,2,,,,,,,,5 m²,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt63814,RBT63814,Maison à vendre,249000,Hugo Verrieststraat 15,9100 Sint-Niklaas,,1935,3,172 m²,Non,Oui,Non,,,,,,,1,,Electrique,Simple vitrage,,,Non,Non,Sud-ouest,,,,,Oui,300 m²,,,,,550 kWh/m²/an,20240415-0003213986-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,À rénover,A convenir,,,Oui,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,15/04/2034,Non,,,,,,,,,,,,,,,9 m²,200 m²,17 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt63808,RBT63808,Maison à vendre,549000,Galgstraat 23,9100 Sint-Niklaas,,1995,3,171 m²,Non,Oui,Non,,,,,Oui,1,1,,Gaz,Double vitrage,,,Non,Non,Nord-est,,,,,,1564 m²,,,,,159 kWh/m²/an,20240207-0003135972-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,Oui,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,07/02/2034,Non,,,,,,,,,,,,,,,4 m²,,,,,,,,,,,16 m²,,22 m²,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt63807,RBT63807,Maison à vendre,549000,Galgstraat 23,9100 Sint-Niklaas,,1995,3,171 m²,Non,Oui,Non,,,,,Oui,1,1,,Gaz,Double vitrage,,,Non,Non,Nord-est,,,,,,1564 m²,,,,,159 kWh/m²/an,20240207-0003135972-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,07/02/2034,Non,,,,,,,,,,,,,,,4 m²,,,,,,,,,,,16 m²,,22 m²,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt63806,RBT63806,Maison à vendre,220000,Dalstraat 15,9100 Sint-Niklaas,,,2,127 m²,Non,Oui,Non,,,,,,,2,,Gaz,Double vitrage,,,Non,Non,Est,,,,,Oui,70 m²,,,,,437 kWh/m²/an,20210118-0002361130-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,18/01/2031,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt63805,RBT63805,Maison à vendre,220000,Dalstraat 15,9100 Sint-Niklaas,,,2,127 m²,Non,Oui,Non,,,,,,,2,,Gaz,Double vitrage,,,Non,Non,Est,,,,,Oui,70 m²,,,,,437 kWh/m²/an,20210118-0002361130-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,18/01/2031,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt63802,RBT63802,Maison à vendre,349000,Nieuwkerkenstraat 168,9100 Sint-Niklaas,,1963,5,343 m²,Oui,Oui,Non,,,,,,,1,,Gaz,Double vitrage,,,Non,Non,Sud-ouest,,,,,Oui,196 m²,,,,,400 kWh/m²/an,20240903-0003328877-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,03/09/2034,Non,,,,,,,,,,,,,,,6 m²,,34 m²,,,,,,,,,,,52 m²,,,,,,11 m²,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt63801,RBT63801,Maison à vendre,349000,Nieuwkerkenstraat 168,9100 Sint-Niklaas,,1963,5,343 m²,Oui,Oui,Non,,,,,,,1,,Gaz,Double vitrage,,,Non,Non,Sud-ouest,,,,,Oui,196 m²,,,,,400 kWh/m²/an,20240903-0003328877-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,03/09/2034,Non,,,,,,,,,,,,,,,6 m²,,34 m²,,,,,,,,,,,52 m²,,,,,,11 m²,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbt63796,RBT63796,Appartement à vendre,175000,Nieuwstraat 6 APP,9100 Sint-Niklaas,,,2,185 m²,Non,Oui,Non,,,,,,,1,,Gaz,Double vitrage,,,Non,Non,,,,3,,,,,,,,252 kWh/m²/an,20231107-0003033872-RES-2,,,Information non communiquée,Information non communiquée,Non,Normal,A convenir,,,,"non, pas d'attestation",,,,,,,,,,,,,Oui,,,,,,,,,,,,07/11/2033,Non,,,,,,,,,,,,,,,8 m²,,,,,,,,,2,,,,33 m²,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbt63793,RBT63793,Appartement à vendre,139000,Koningin Fabiolapark 288,9100 Sint-Niklaas,,1970,2,88 m²,Non,Non,Non,,,,,,,1,,Gaz,Double vitrage,,,Oui,Non,Sud-ouest,,60 m,16,1,Oui,,,20 m,,,123 kWh/m²/an,20220926-0002683013-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,A convenir,,,,"non, pas d'attestation",,,,,,,,,,,,,Oui,,,,,,,,,,,,26/09/2032,Non,,,,,,,,,,,,,,,5 m²,,12 m²,,,,,,1140 m²,14,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt63430,RBT63430,Maison à vendre,325000,Prins Karelstraat 31,9100 Sint-Niklaas,Non,1928,4,161 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,2,Gaz,,,,Non,,,,5 m,,,Oui,200 m²,40 m,,,,190 kWh/m²/an,20250418-0003561025-RES-2,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Non,,Oui,"oui, attestation conforme",,,,,,,,Oui,,,,,,,,,,,Oui,Oui,,,,,24/03/2035,,,,,,,,,,,,,29 m²,,,,,,,,,,,168 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt63345,RBT63345,Maison à vendre,399000,Paddeschootdreef 98,9100 Sint-Niklaas,,1954,5,367 m²,Oui,Non,Non,,,,,,,1,,Gaz,Double vitrage,,,Non,Non,Nord-ouest,,,,,,199 m²,,,,,329 kWh/m²/an,20240917-0003374758-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,Oui,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,17/09/2034,Non,,,,,,,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,8 m²,,,
https://immovlan.be/fr/detail/studio/a-vendre/9100/sint-niklaas/rbt62957,RBT62957,Studio à vendre,220000,Koklenberghof 11 204,9100 Sint-Niklaas,Non,2019,1,63 m²,Non,Non,Non,Non,Non,Non,Non,,,1,1,Gaz,,,,Oui,,,2,,2,,Oui,,,,,,91 kWh/m²/an,46021-G-2015_884/EP09097/A001/D17/SD009,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Excellent,A l’acte,Non,Super équipée,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 m²,,,,,,,2,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt62949,RBT62949,Maison à vendre,390000,Koklenberghof 14,9100 Sint-Niklaas,Non,2019,3,164 m²,Non,Non,Non,Non,Non,Non,Non,,,1,2,Gaz,,,,Non,,Sud,2,,,1,Oui,122 m²,,,,,58 kWh/m²/an,46021-G-2015_884/EP09097/EP09097/A001/D10/SD001,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Excellent,Immédiatement,Non,Super équipée,Oui,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,01/04/2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt62948,RBT62948,Maison à vendre,365000,Koklenberghof 6,9100 Sint-Niklaas,Non,2019,3,150 m²,Non,Non,Non,Non,Non,Non,Non,,,1,2,,,,,Non,,Ouest,,,,1,,110 m²,,,,,56 kWh/m²/an,EP09097/A001/D06/SD001,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Excellent,Immédiatement,Non,,Oui,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,01/04/2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbt62956,RBT62956,Appartement à vendre,285000,Koklenberghof 11 202,9100 Sint-Niklaas,Non,2019,2,89 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,1,1,,,,,Non,,,2,,,,Oui,,,,,,65 kWh/m²/an,46021-G-2015_884/EP09097/A001/D17/SD007,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Excellent,Immédiatement,Non,,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,01/04/2029,,,,,,,,,,,,,,,,,,8 m²,,,,,,,2,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbt62955,RBT62955,Appartement à vendre,285000,Koklenberghof 11 102,9100 Sint-Niklaas,Non,2019,2,85 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,1,1,Gaz,,,,Oui,,,2,,3,,Oui,,,,,,68 kWh/m²/an,46021-G-2015_884/EP09097/A001/D17/SD003,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Excellent,Immédiatement,Non,,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,01/04/2029,,,,,,,,,,,,,,,,,,8 m²,,,,,,,1,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbt62954,RBT62954,Appartement à vendre,315000,Koklenberghof 11 103,9100 Sint-Niklaas,Non,2019,3,112 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,1,1,Gaz,,,,Oui,,,2,,2,,Oui,,,,,,63 kWh/m²/an,46021-G-2015_884/EP09097/A001/D17/SD002,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Excellent,Immédiatement,Non,,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,01/04/2029,,,,,,,,,,,,,,,,,,8 m²,,,,,,,1,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbt62953,RBT62953,Appartement à vendre,290000,Koklenberghof 10 101,9100 Sint-Niklaas,Non,2019,2,89 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,1,1,Gaz,,,,Oui,,,2,,3,,Oui,,,,,,89 kWh/m²/an,46021-G-2015_884/EP09097/A001/D16/SD003,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Excellent,Immédiatement,Non,,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 m²,,,,,,,1,,,,,,,,,,,,,
