ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_toilettes,Parlophone,Ascenseur,Étage_de_lappartement,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_constructible,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Attestation__Installation_électrique,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Disponibilité_du_bien,Type_de_chauffage,Type_de_vitrage,Air_conditionné,Alarme_antieffraction,Accessible_aux_moins_valides,Nombre_de_façades,Surface_totale_du_terrain,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Balcon,Conso_spécifique_dénergie_primaire,Référence_PEB,Le_bien_fait_lobjet_dun_droit_de_préemption,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Largeur_de_la_façade,Etat_du_bien,Surface_de_la_terrasse,Surface_chambre_à_coucher_1,Meublé,Surface_du_séjour,Équipement_de_la_cuisine,Surface_de_la_cuisine,Nombre_de_douches,Orientation_de_la_façade_du_bien,Raccordé_aux_égouts,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Panneaux_solaires,Panneaux_solaires_thermiques,Chauffage_au_sol,Domotique,Porte_daccès_sécurisée,Attestation__Citernes_à_mazout,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Type_de_cuisine,Surface_salle_à_manger,Niveau_E,Surface_du_jardin,Niveau_K,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Attestation__Asbuilt,Citerne_à_eau_de_pluie,Surface_des_caves,Surface_de_lades_salles_de_bain,Feu_ouvert,Orientation_de_la_terrasse,Nombre_de_place_de_parking_intérieur,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Pompe_à_chaleur,Porte_de_garage_motorisée,Clef_électronique,HammamSaunaJacuzzi,Attestation__Installation_électrique__Validité,Adoucisseur_deau,Surface_du_grenier,Surface_du_bureau,Attestation__Citernes_à_mazout__Validité,Station_de_charge_électrique,Surface_chambre_à_coucher_5,Maison_basse_énergie,Surface_du_garage,Espace_ouvert_sensible_à_leau__WORG,Possibilités_pour_profession_libérale,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Adaptations_pour_les_seniors,Appartement_de_service,Niveau_S,Surface_de_la_véranda,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Surface_du_dressing,Compteur_Bihoraire
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/8300/knokke-heist/rbi31866,RBI31866,Rez-de-chaussée à vendre,999950,Gemeenteplein 2 a 0.2,8300 Knokke-Heist,,2019,4,163 m²,,,,,,,,,,2,2,,Non,0,,,,,Oui,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,Non,Non,,,,,Non,0 kWh/m²/an,31043-G-2016-349/EP14854/A001/D01/SD006,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,45,,0,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke/rbl60572,RBL60572,Appartement à vendre,1190000,De Wielingen 5 61,8300 Knokke,,2022,2,86 m²,,,,,,,,Oui,1,1,,,Oui,6,6,,,,Oui,,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Gaz,Double vitrage,,,,,,,,,112 kWh/m²/an,0,,,,Excellent,,,,,Super équipée,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke-heist/rbi29435,RBI29435,Appartement à vendre,1625000,Lispannelaan 33 3,8300 Knokke-Heist,,1948,3,125 m²,,,,,,,,Oui,,3,2,,Non,3,3,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,A partir du : 31/05/2023,,,,Non,Non,,,11 m,,Non,302 kWh/m²/an,2745846-RES-1,Non,Non,10 m,,,,,,Equipée,,,,,,,,,,,,,,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke-heist/rbg08040,RBG08040,Appartement à vendre,585000,,8300 Knokke-Heist,,1988,2,62 m²,,,,,,,,,,1,1,,Oui,3,6,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,A partir du : 02/01/2023,Gaz,Double vitrage,Non,Non,Non,,,,,Non,164 kWh/m²/an,0002560974-Res-1,Non,Non,,,,,,,Equipée,,,Ouest,,,,,,,,,,,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/8300/knokke-heist/rbj48854,RBJ48854,Penthouse à vendre,975000,Leopoldlaan 156 51,8300 Knokke-Heist,,,2,70 m²,,,,,,,,,,2,1,,Non,0,,,,,Oui,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,,,,,Non,Non,,,,,Non,180 kWh/m²/an,UC2923965,Non,Non,,,,,,,Equipée,,,,,,,,,,,,,,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/8300/knokke-heist/rbt64586,RBT64586,Villa à vendre,1380000,,8300 Knokke-Heist,Non,1992,4,510 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,2,,,,,4,Oui,Sud-ouest,Oui,270 m²,Oui,Oui,Oui,"non, pas d'attestation","Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,,,,,,,,1401 m²,,,,244 kWh/m²/an,,,,,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/8300/knokke-heist/rbt64503,RBT64503,Penthouse à vendre,1795000,Zeedijk-Knokke 579 81,8300 Knokke-Heist,,1974,2,80 m²,,,,,,,,,,1,1,,,8,8,,,,Oui,,Oui,Oui,,,,Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,,,,Non,2,,,,,289 kWh/m²/an,,Non,,,Normal,45 m²,,Non,,Super équipée,,,Ouest,Oui,,,,,,,,,,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke/rbt64258,RBT64258,Appartement à vendre,710000,Lippenslaan 81 11,8300 Knokke,Non,1986,3,106 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,1,2,,Oui,1,5,,,,Oui,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,Double vitrage,Non,Non,Non,,,17 m,6 m,Non,198 kWh/m²/an,20250510-0003239570-RES-1,Non,Non,6 m,,23 m²,,,,,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke-heist/rbt64256,RBT64256,Appartement à vendre,675000,Elizabetlaan 43 15,8300 Knokke-Heist,Non,1913,2,75 m²,Non,Non,Non,Non,Non,Non,Non,,,1,1,,Oui,1,5,,,,,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,Simple vitrage,Non,Non,Non,,,24 m,65 m,Non,,,Non,Non,9 m,,,,,,Equipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke-heist/rbt60947,RBT60947,Appartement à vendre,425000,,8300 Knokke-Heist,,,1,58 m²,,,,,,,,,,1,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke/rbq20415,RBQ20415,Appartement à vendre,495000,Lippenslaan 275 1.1,8300 Knokke,,1999,2,85 m²,,,,,,,,,,2,1,Oui,Oui,1,6,,,,Oui,,Oui,Oui,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Gaz,,,,,,,,,,76 kWh/m²/an,20240919-0003371775-RES-1,,,,Excellent,,,,,Equipée,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke/rbt46010,RBT46010,Appartement à vendre,575000,Diksmuidestraat 23 12,8300 Knokke,Non,1956,2,50 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,,,Oui,1,5,,,,,,,,Non,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Gaz,Double vitrage,,,,,,,,,185 kWh/m²/an,20250517-0003603742-RES-1,,,,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke-heist/rbs79811,RBS79811,Appartement à vendre,399000,Gemeenteplein 44 1.2,8300 Knokke-Heist,Non,1974,2,73 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,1,,,Oui,1,3,,,,,,Oui,Oui,Non,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,2,,,,,205 kWh/m²/an,872541754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke-heist/rbt45192,RBT45192,Appartement à vendre,1490000,Heldenplein A 152,8300 Knokke-Heist,Non,2024,2,113 m²,Non,Non,Non,Non,Non,Non,Non,,,2,1,Oui,Oui,15,19,,Oui,Ouest,Oui,,,Oui,Non,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,Double vitrage,,,,4,,,,,0 kWh/m²/an,,,,,Nouveau,31 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke/rbt44752,RBT44752,Appartement à vendre,620000,Elizabetlaan 113 3.2,8300 Knokke,,1986,2,83 m²,Oui,,,,,,,Oui,1,2,1,,Oui,2,2,,,,Oui,,Oui,Oui,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,146 kWh/m²/an,20250429-0003588986-RES-1,,,,Excellent,,,,,,,,,,,29/04/2035,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke-heist/rbt43446,RBT43446,Appartement à vendre,695000,Paul Parmentierlaan 123 1.1,8300 Knokke-Heist,Non,2011,2,100 m²,Oui,,,,,,,Oui,,2,3,Oui,Oui,1,4,,,,Oui,,Oui,Oui,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,Double vitrage,,,,2,,,,,76 kWh/m²/an,,Non,,,Excellent,18 m²,12 m²,Non,35 m²,Super équipée,10 m²,,Est,Oui,,04/12/2034,,,,,,Oui,,12 m²,,,,,,,,Oui,Non,,,,14 m²,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke-heist/rbt41414,RBT41414,Appartement à vendre,925000,Engelsestraat 47 a4,8300 Knokke-Heist,Non,1988,2,87 m²,Non,Non,Non,Non,Non,Oui,Non,,,2,2,,Oui,4,9,,Oui,Sud-ouest,Oui,,,Oui,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Electrique,Double vitrage,,,,3,,,,,187 kWh/m²/an,20240109-0003102255-RES-1,,,,Remis à neuf,,15 m²,,,Super équipée,,,,,,09/01/2034,,,,,,,,10 m²,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke/rbt40462,RBT40462,Appartement à vendre,595000,Vlamingpolderweg 4C 103,8300 Knokke,Non,,2,87 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,2,2,,Oui,,,2,,,Oui,,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,Non specifié,,,,,,,,,,64 kWh/m²/an,4506HZ 4C-103,Non,,,,21 m²,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke-heist/rbt40417,RBT40417,Appartement à vendre,795000,,8300 Knokke-Heist,Non,2001,2,105 m²,Non,Non,Non,Non,Non,Non,Non,,,1,2,,Oui,5,6,,Non,,Oui,,Oui,Oui,,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Gaz,,,,,,,,,,169 kWh/m²/an,3573598,Non,,,Normal,,,Non,,Super équipée,,1,Ouest,,,,,,,,,,,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/8300/knokke-heist/rbt40415,RBT40415,Penthouse à vendre,795000,,8300 Knokke-Heist,Non,2001,2,105 m²,Non,Non,Non,Non,Non,Non,Non,,,1,2,,Oui,5,6,,,,Oui,,Oui,Oui,,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Gaz,,,,,,,,,,169 kWh/m²/an,3573598,Non,,,Normal,,,Non,,Super équipée,,1,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/8300/knokke-heist/vbc80236,VBC80236,Villa à vendre,1950000,Natiënlaan 229,8300 Knokke-Heist,Non,1962,4,228 m²,Oui,Oui,Oui,Oui,,,,Oui,1,2,3,Oui,Non,,1,3,Oui,,Oui,,Oui,Oui,Oui,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,Double vitrage,Oui,Oui,Non,4,648 m²,,16 m,,151 kWh/m²/an,,Non,,16 m,Nouveau,20 m²,19 m²,,20 m²,,15 m²,2,Ouest,Oui,,21/03/2035,3298,Oui,,,,,,16 m²,15 m²,18 m²,,12 m²,,548 m²,,Oui,Oui,,,,,,Est,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke-heist/rbs58141,RBS58141,Appartement à vendre,595000,Koningslaan 72 11,8300 Knokke-Heist,Non,2002,2,97 m²,Non,Non,Non,Non,Non,Non,Non,,,2,1,,Oui,1,,,,,Oui,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,,Non,Non,Non,,,,,Non,109 kWh/m²/an,20220315-0002563886-RES-1,Non,Non,6 m,,,,,,Equipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke-heist/rbt39816,RBT39816,Appartement à vendre,299950,Westkapellestraat 454,8300 Knokke-Heist,,2018,1,54 m²,,,,,,,,,,1,1,,Non,0,,,,,Oui,,,,,,,Pas de risque d’inondation,Information non communiquée,A l’acte,,,,Non,Non,,,,,Non,0 kWh/m²/an,31043-G-2015_347/EP14854/A001/D01/SD028,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/8300/knokke-heist/vbc79841,VBC79841,Villa à vendre,1950000,Natiënlaan 229,8300 Knokke-Heist,Non,1962,3,200 m²,Oui,Oui,Oui,Oui,,,,Oui,1,2,3,Oui,Non,,1,3,Oui,,Oui,,Oui,Oui,Oui,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,Double vitrage,Oui,Oui,Non,4,648 m²,,16 m,,151 kWh/m²/an,,Non,,16 m,Nouveau,20 m²,19 m²,,20 m²,,15 m²,2,Ouest,Oui,,21/03/2035,3298,Oui,,,,,,16 m²,15 m²,,,12 m²,,548 m²,,Oui,Oui,,,,,,Est,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke-heist/rbt39088,RBT39088,Appartement à vendre,675000,Duindistelstraat 6 32,8300 Knokke-Heist,,1977,2,70 m²,,,,,,,,,,2,,,,3,5,,,,,,Oui,Oui,Non,,,Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,,,,Non,2,,,,,115 kWh/m²/an,,Non,,,Remis à neuf,,,,,Equipée,,,,Oui,,27/11/2033,,,,,,,,,,,Américaine,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8300/knokke-heist/rbt38340,RBT38340,Maison à vendre,1080000,Haagwinde 66,8300 Knokke-Heist,Non,2003,4,201 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,,,,,,,Oui,,Oui,,Oui,Oui,,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,Double vitrage,,,,2,220 m²,,,,135 kWh/m²/an,3555116,,,,,,,,,Equipée,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke-heist/rbt33986,RBT33986,Appartement à vendre,680000,Elizabetlaan 196 11,8300 Knokke-Heist,Non,1960,3,90 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,2,1,,Non,1,2,,,,Oui,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,,Non,Non,Non,,,,,Non,281 kWh/m²/an,20250523-0003597144-RES-1,Non,Non,,,10 m²,,,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8300/knokke/rbk04717,RBK04717,Maison à vendre,650000,Van Steenestraat 6,8300 Knokke,,1990,4,214 m²,,Oui,,,,,,Oui,1,1,2,,Non,,4,1,,,Oui,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Gaz,Double vitrage,Non,Non,Non,2,69 m²,,,Non,178 kWh/m²/an,20240408-0003205675-RES-1,Non,Non,,,,,,,Equipée,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke-heist/rbt33037,RBT33037,Appartement à vendre,585000,Paul Parmentierlaan 152 22,8300 Knokke-Heist,,1994,2,89 m²,,,,,,,,,,2,,,,2,5,,,,Oui,,Oui,Oui,,,,Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,,,,Non,2,,,,,114 kWh/m²/an,,Non,,,À rénover,,,Non,,,,,,Oui,,12/10/2031,,,,,,,,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke/rbt32399,RBT32399,Appartement à vendre,1195000,Jozef Mommenstraat 2 31,8300 Knokke,,2020,4,199 m²,Oui,,,,,,,,,2,2,Oui,,3,3,,,,Oui,,Oui,Oui,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Gaz,Double vitrage,,Oui,,2,,,,,43 kWh/m²/an,31043-G-2015_232,,,,Excellent,,,Oui,,Super équipée,,,,,,,,Oui,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke/rbt32398,RBT32398,Appartement à vendre,1600000,Ebbestraat 10 52-53,8300 Knokke,,1980,3,145 m²,,,,,,,,Oui,1,3,,,Oui,5,7,,,,Oui,,,,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Gaz,Double vitrage,,,,,,,,,103 kWh/m²/an,20230806-0002958820-RES1,,,,Excellent,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke/rbt32397,RBT32397,Appartement à vendre,820000,Zeedijk-Knokke 686 1,8300 Knokke,,1964,2,65 m²,,,,,,,,,,1,,,Oui,1,7,,,,Oui,,,,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,140 kWh/m²/an,003127835,,,,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/8300/knokke-heist/rbt27211,RBT27211,Duplex à vendre,749000,Kopsdreef 2A 502,8300 Knokke-Heist,,2008,3,106 m²,,,,,,,,,,2,3,Oui,Oui,5,5,,,,Oui,,Oui,Oui,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,Double vitrage,,,,2,,,,,143 kWh/m²/an,,Non,,,Excellent,,11 m²,Oui,,Equipée,,,Sud-est,Oui,,,,,,,,,,11 m²,9 m²,,Américaine,,,,,Oui,Non,,,,5 m²,,Sud-est,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke-heist/rbt26703,RBT26703,Appartement à vendre,765000,Kongostraat 3 B,8300 Knokke-Heist,,1971,3,80 m²,,,,,,,,Oui,,2,2,Oui,Oui,,,,,,Oui,,Oui,Oui,Non,"oui, attestation conforme",,Information non communiquée,Information non communiquée,A l’acte,Mazout,Double vitrage,,,,,,,,,195 kWh/m²/an,,,,,Nouveau,5 m²,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Sud,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke/rbt20968,RBT20968,Appartement à vendre,1595000,Zeedijk 443 31,8300 Knokke,,1995,3,124 m²,,,,,,,,Oui,1,2,2,,Oui,3,8,,Non,,Oui,,,,,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Risque élevé,Information non communiquée,A l’acte,Gaz,,,,,,,,,,,,,,,,4 m²,,Non,45 m²,,,,Sud-est,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke/rbt20126,RBT20126,Appartement à vendre,589000,Van Bunnenlaan 60 101,8300 Knokke,,2024,2,85 m²,,,,,,,,,,2,,,Non,0,,,Non,,Non,,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,A l’acte,Gaz,,,,,,,,,,60 kWh/m²/an,,Non,,,Nouveau,,,Non,,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8300/knokke-heist/rbt17949,RBT17949,Appartement à vendre,695000,Piers de Raveschootlaan 21,8300 Knokke-Heist,Non,2005,2,,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,,,,,,Oui,,,,Non,,"Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,A l’acte,,,,Non,Non,,,,,Non,297 kWh/m²/an,20231017-0002977063-RES-2,,Non,,,75 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8300/knokke-heist/rbt16371,RBT16371,Maison à vendre,1195000,,8300 Knokke-Heist,,1948,5,172 m²,,,,,,,,,,2,,,,,,,,,Oui,,,,,,,Information non communiquée,Information non communiquée,A l’acte,Gaz,,,,,2,,,,,259 kWh/m²/an,,Non,,,,,,,,,,,,,,10/04/2034,,,,,,,,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,
