ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_toilettes,Ascenseur,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Surface_constructible,Profondeur_du_terrain,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Attestation__Asbuilt,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Type_de_chauffage,Orientation_du_jardin,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Type_de_vitrage,Étage_de_lappartement,Équipement_de_la_cuisine,Largeur_de_la_façade,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Espace_ouvert_sensible_à_leau__WORG,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_du_séjour,Type_de_cuisine,Surface_de_la_cuisine,Air_conditionné,Nombre_de_place_de_parking_intérieur,Pompe_à_chaleur,Parlophone,Porte_daccès_sécurisée,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Raccordé_aux_égouts,Piscine_extérieure,Alarme_antieffraction,Accessible_aux_moins_valides,Largeur_du_terrain_à_rue,Balcon,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_des_caves,Surface_de_lades_salles_de_bain,Station_de_charge_électrique,Maison_basse_énergie,Panneaux_solaires,Chauffage_au_sol,Compteur_Bihoraire,Feu_ouvert,Orientation_de_la_terrasse,Citerne_à_eau_de_pluie,Attestation__Citernes_à_mazout,Surface_du_bureau,Surface_salle_à_manger,Surface_du_garage,Surface_du_grenier,Surface_de_la_véranda,Nombre_de_douches,Emission_de_CO2,Surface_chambre_à_coucher_5,Porte_de_garage_motorisée,Clef_électronique,Panneaux_solaires_thermiques,Domotique,HammamSaunaJacuzzi,Attestation__Installation_électrique__Validité,Attestation__Citernes_à_mazout__Validité
https://immovlan.be/fr/detail/maison/a-vendre/3290/diest/rbt66605,RBT66605,Maison à vendre,475000,Boudewijnvest 66,3290 Diest,Normal,Non,1959,A l’acte,3,142 m²,Non,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,2,Non,Est,3,2,Oui,267 m²,Non,447 m²,69 m²,39 m,284 kWh/m²/an,40371 kWh/an,20241203-0003400333-RES-1,03/12/2034,"oui, attestation conforme",Oui,Non,Oui,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3290/diest/rbt42828,RBT42828,Maison à vendre,248000,Vleugtstraat 69,3290 Diest,À rénover,Non,1970,,3,,,Oui,Oui,Non,Non,Non,Non,Non,Oui,1,1,2,,,4,3,Oui,,Oui,110 m²,,,499 kWh/m²/an,,20240626-0003294751-RES-1,26/06/2034,"oui, attestation non conforme",Oui,Oui,,,"Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,Mazout,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3290/diest/rbt40080,RBT40080,Maison à vendre,375000,Meilrijk 31,3290 Diest,Normal,Non,1969,A l’acte,3,168 m²,Non,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,1,Non,Sud,4,3,Oui,,Oui,682 m²,,,325 kWh/m²/an,,,16/04/2035,"oui, attestation conforme",,,Non,,,Pas de risque d’inondation,Information non communiquée,Gaz,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/3290/webbekom/rbt29968,RBT29968,Duplex à vendre,292000,Parelsbergstraat 41 1,3290 Webbekom,,,1999,,,117 m²,,,,,,,,,,,,,,,,,,,Oui,,,,229 kWh/m²/an,,20190509-0000092819-RES-3,09/05/2029,"non, pas d'attestation",Oui,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Gaz,,Oui,Oui,Double vitrage,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3290/diest/rbt29394,RBT29394,Maison à vendre,495000,Molenberg 46,3290 Diest,Normal,,2006,A l’acte,4,225 m²,Non,,,,,,,,Oui,1,2,3,Non,Nord,,,Oui,,Non,1017 m²,,,213 kWh/m²/an,,20240701-0003294773-RES-1,01/07/2034,"oui, attestation conforme",Oui,Oui,Non,,,Pas de risque d’inondation,Information non communiquée,Gaz,,,,,,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3290/diest/rbt26875,RBT26875,Maison à vendre,496000,Parelsbergstraat 48,3290 Diest,Nouveau,Non,2024,A l’acte,3,148 m²,Non,Non,Non,Non,Non,Non,Non,Non,,,2,2,Non,Nord-est,3,1,Oui,127 m²,Oui,296 m²,72 m²,23 m,30 kWh/m²/an,,,,"oui, attestation conforme",Oui,Oui,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/3290/diest/rbt26874,RBT26874,Fermette à vendre,509000,Parelsbergstraat 46,3290 Diest,Nouveau,Non,2024,A l’acte,3,150 m²,Non,Non,Non,Non,Non,Non,Non,Non,,,2,2,Non,Nord-est,3,1,Oui,130 m²,Oui,299 m²,78 m²,23 m,30 kWh/m²/an,,,,"oui, attestation conforme",Oui,Oui,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/3290/diest/rbt21527,RBT21527,Rez-de-chaussée à vendre,215000,Engelandstraat 55 A,3290 Diest,Normal,Non,1999,A l’acte,2,78 m²,Non,,,,,,,,Oui,,1,1,Oui,,3,,,,,,,,222 kWh/m²/an,,,,"oui, attestation conforme",Oui,Non,Non,,,Pas de risque d’inondation,Information non communiquée,Gaz,,Oui,Oui,Double vitrage,,,,14 m²,10 m²,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/3290/diest/rbt14051,RBT14051,Bungalow à vendre,218000,Bosterestraat 9,3290 Diest,À rénover,Non,1967,A l’acte,3,115 m²,Non,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,1,Non,Ouest,4,,Oui,,Oui,590 m²,,,782 kWh/m²/an,,,,pas d'application,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Mazout,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3290/diest/rbt13560,RBT13560,Maison à vendre,435000,Bredestraat 7,3290 Diest,Excellent,,,A l’acte,4,191 m²,Non,,,,,,,,Oui,,2,,Non,,2,2,Oui,,Oui,319 m²,,,50 kWh/m²/an,,,,,,Non,Non,,,Information non communiquée,Information non communiquée,Gaz,,Oui,,Double vitrage,,Super équipée,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3290/diest/rbr93520,RBR93520,Maison à vendre,449000,Webbekomstraat 63,3290 Diest,Normal,,1978,,4,400 m²,,,,,,,,,Oui,,4,7,,,4,,Oui,,Oui,1149 m²,,,342 kWh/m²/an,,,,,,,Non,,Zone agricole d'intérêt paysager,Pas de risque d’inondation,Information non communiquée,,,,,Double vitrage,,Equipée,,14 m²,13 m²,,,,,,10 m²,10 m²,45 m²,Américaine,20 m²,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/3290/diest/rbr61760,RBR61760,Immeuble mixte à vendre,374000,Nieuwe Dijkstraat 64,3290 Diest,Normal,,1850,,2,210 m²,Non,,,,,,,,,,1,,Non,,,30,Non,,Oui,,,,,,20241016-0003415768-KNR-1,,"oui, attestation conforme",,,Non,,,Information non communiquée,Information non communiquée,Gaz,,,,,,Semi-équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3290/diest/rbr61757,RBR61757,Maison à vendre,374000,Nieuwe Dijkstraat 64,3290 Diest,Normal,,1850,,2,210 m²,Non,,,,,,,,,,1,,Non,,,30,Non,,Non,,,,,,20241016-0003415768-KNR-1,,"oui, attestation conforme",,,Non,,,Information non communiquée,Information non communiquée,Gaz,,,,,,Semi-équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3294/molenstede/rbt67629,RBT67629,Appartement à vendre,399000,Turnhoutsebaan 2-6 4.1,3294 Molenstede,Nouveau,,2024,,3,109 m²,,Oui,,,,,,,Oui,1,1,1,Oui,,2,,,,Oui,,,,53 kWh/m²/an,,,,"oui, attestation conforme",Oui,,Non,,,Pas de risque d’inondation,Information non communiquée,Air pulsé,,,Oui,Double vitrage,4,Super équipée,,,,,,,,,,,,,,,1,Oui,Oui,Oui,1,26 m²,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3294/molenstede/rbt67628,RBT67628,Appartement à vendre,399000,Turnhoutsebaan 2-6 4.4,3294 Molenstede,Excellent,,2024,,2,110 m²,,Oui,,,,,,,Oui,,1,1,Oui,,2,,,,Oui,,,,46 kWh/m²/an,,,,,Oui,,Non,,,Pas de risque d’inondation,Information non communiquée,Air pulsé,,,Oui,Double vitrage,4,Super équipée,,,,,,,,,,,,,,,1,Oui,Oui,Oui,1,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3294/molenstede/rbt42815,RBT42815,Maison à vendre,820000,Turnhoutsebaan 95,3294 Molenstede,Excellent,Non,1962,,4,,,Non,Oui,Non,Non,Non,Non,Non,Oui,3,1,1,,,4,,Oui,,,344 m²,,,699 kWh/m²/an,,,,"non, pas d'attestation",,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Mazout,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,1,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3294/molenstede/rbt14055,RBT14055,Maison à vendre,295000,Hongarijenstraat 24,3294 Molenstede,,Non,1989,A l’acte,2,104 m²,,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,1,Non,Ouest,2,2,Oui,,,633 m²,,30 m,558 kWh/m²/an,,20250310-0003535153-RES-2,,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Electrique,,,,Double vitrage,,,,,,,,,,,,,,,,Non,,,,,3,,,Non,Non,Non,20 m,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3294/molenstede/rbr58153,RBR58153,Appartement à vendre,365000,,3294 Molenstede,Nouveau,,2025,,3,120 m²,Non,,,,,,,,Oui,1,1,,Non,Sud-ouest,2,1,Non,,Oui,,,,,,,,"oui, attestation conforme",,,,,,Information non communiquée,Information non communiquée,,,,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3294/molenstede/rbr58152,RBR58152,Appartement à vendre,245000,,3294 Molenstede,Nouveau,,2025,,2,80 m²,Non,,,,,,,,Oui,1,1,,Non,Sud-ouest,2,1,Oui,,Oui,,,,,,,,"oui, attestation conforme",,,,,,Information non communiquée,Information non communiquée,,,,,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3300/tienen/rbt67192,RBT67192,Appartement à vendre,435000,Gilainstraat 1 1,3300 Tienen,Excellent,Non,2001,,3,109 m²,,Oui,Non,Non,Non,Non,Non,Non,Oui,,1,1,Oui,,2,1,Oui,,Oui,,,,173 kWh/m²/an,,20250603-0003616442-RES-1,,"oui, attestation non conforme",,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,Gaz,Nord-est,Oui,Oui,Double vitrage,1,Equipée,,15 m²,12 m²,,,,,,8 m²,,,,9 m²,,,,Oui,,3,58 m²,,Non,,,,,,2 m²,5 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3300/kumtich/rwc39838,RWC39838,Maison à vendre,425000,Kumtichstraat 110,3300 Kumtich,Excellent,Non,2015,A convenir,3,182 m²,,Oui,,Non,,,,Oui,Oui,,1,,,Est,2,,Oui,170 m²,Oui,244 m²,,,112 kWh/m²/an,,20230706-0002932941-RES-1,06/07/2033,"oui, attestation conforme",Oui,,Non,,,Pas de risque d’inondation,Information non communiquée,Gaz,Ouest,Oui,Oui,Double vitrage,,Equipée,5 m,32 m²,12 m²,,,,,,13 m²,,35 m²,,,Non,2,Non,,,,30 m²,Oui,,,,,,Non,17 m²,,Non,Non,Oui,Oui,Oui,Non,Ouest,Oui,pas d'application,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3300/tienen/rbt63566,RBT63566,Maison à vendre,190000,Vissenakenstraat 50,3300 Tienen,,,1950,,2,144 m²,,Oui,,Oui,,,,,,,1,,,,,,Oui,196 m²,,300 m²,,60 m,619 kWh/m²/an,,20250528-0003612683-RES-1,,"oui, attestation non conforme",,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Ouest,Oui,Oui,Double vitrage,,,5 m,17 m²,9 m²,,,,,,,,42 m²,,,,,,,,,,,,,,5 m,,,13 m²,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3300/kumtich/rbt46824,RBT46824,Villa à vendre,745000,Leuvenselaan 786,3300 Kumtich,,Non,1967,A l’acte,4,441 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,2,2,3,Non,Sud-ouest,4,5,Oui,3216 m²,Oui,3216 m²,260 m²,110 m,396 kWh/m²/an,,,,"oui, attestation non conforme",,,Non,,,Pas de risque d’inondation,Information non communiquée,Mazout,,,,,,,,,,,,,,,,,75 m²,,,,,,,,,9 m²,,,,,,,,,,,,,,,,,,,17 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3300/tienen/rbt44356,RBT44356,Maison à vendre,531250,Sint-Laurentiusstraat 80,3300 Tienen,Nouveau,Non,2025,,3,150 m²,Non,,,,,,,,Oui,1,1,2,,,3,1,Oui,312 m²,Oui,410 m²,,,,,,,"oui, attestation conforme",Oui,Oui,Non,,,Pas de risque d’inondation,Information non communiquée,Air pulsé,,,Oui,Double vitrage,,Super équipée,7 m,14 m²,13 m²,,,,,Non,9 m²,,32 m²,,9 m²,,1,Oui,,,3,20 m²,Oui,,,Oui,7 m,,,,,,,,,,,Sud,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3300/tienen/rbt44355,RBT44355,Maison à vendre,493500,Sint-Laurentiusstraat 80,3300 Tienen,Nouveau,Non,2025,,3,144 m²,Non,,,,,,,,Oui,1,1,2,,,2,1,Oui,233 m²,Oui,328 m²,,,,,,,"oui, attestation conforme",Oui,Oui,Non,,,Pas de risque d’inondation,Information non communiquée,Air pulsé,,,Oui,Double vitrage,,Super équipée,7 m,15 m²,10 m²,,,,,Non,10 m²,,29 m²,,15 m²,,1,Oui,,,3,20 m²,Oui,,,Oui,7 m,,,,,,,,,,,Sud,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3300/tienen/rbt44354,RBT44354,Maison à vendre,413400,Sint-Laurentiusstraat 80,3300 Tienen,Nouveau,Non,2025,,2,145 m²,Non,,,,,,,,Oui,1,1,2,,,3,1,Oui,,Oui,55 m²,,,,,,,"oui, attestation conforme",Oui,Oui,Non,,,Pas de risque d’inondation,Information non communiquée,Air pulsé,,,Oui,Double vitrage,,Super équipée,6 m,12 m²,10 m²,,,,,Non,,,22 m²,,28 m²,,1,Oui,,,3,11 m²,Oui,,,Oui,6 m,,,,,,,,,,,Sud,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3300/tienen/rbt44353,RBT44353,Maison à vendre,421200,Sint-Laurentiusstraat 80,3300 Tienen,Nouveau,Non,2025,,2,147 m²,Non,,,,,,,,Oui,1,1,2,,,2,1,Oui,,Oui,55 m²,,,,,,,"oui, attestation conforme",Oui,Oui,Non,,,Pas de risque d’inondation,Information non communiquée,Air pulsé,,,Oui,Double vitrage,,Super équipée,6 m,14 m²,10 m²,,,,,Non,,,20 m²,,31 m²,,1,Oui,,,3,12 m²,Oui,,,Oui,6 m,,,,,,,,,,,Sud,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/3300/tienen/rbs77370,RBS77370,Maison de maître à vendre,229000,Delportestraat 71,3300 Tienen,À rénover,Non,1920,,4,191 m²,,Oui,Non,Non,Non,Non,Non,Non,,,1,,,,2,,Oui,27 m²,Oui,135 m²,,,513 kWh/m²/an,,20240930-0003392856-RES-1,,"oui, attestation non conforme",,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,Mazout,Nord-est,,Oui,,,Semi-équipée,,15 m²,21 m²,,,,,,21 m²,15 m²,,,8 m²,,,,,,2,28 m²,,Non,,,,,,20 m²,5 m²,,,,,,,,,,11 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3300/tienen/rbs31101,RBS31101,Maison à vendre,225000,Lombardstraat 14,3300 Tienen,,Non,,A l’acte,6,229 m²,,Non,Oui,Non,Non,Non,Non,Non,,,1,1,Non,Nord,2,,,,Oui,157 m²,,31 m,347 kWh/m²/an,,20240508-0003240787-RES-1,,,,,Non,,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Pas de risque d’inondation,Information non communiquée,Gaz,,,,Double vitrage,,Non équipée,5 m,,,,,,,,,,,,,Non,,,,,5,,,Non,Non,Non,5 m,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/3300/tienen/rbq23410,RBQ23410,Penthouse à vendre,209000,Park Nieuwen Hove 54,3300 Tienen,,Non,1966,A l’acte,4,131 m²,,Non,Non,Non,Non,Non,Non,Non,Oui,2,1,1,Non,,,,,,Oui,,,,203 kWh/m²/an,,20240311-0003171954-RES-1,,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Non specifié,,,,Simple vitrage,8,Non équipée,,,,,,,,,,,,,,Non,,,,,,15 m²,,Non,Non,Non,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3300/bost/rbt36011,RBT36011,Appartement à vendre,195000,Kennedypark 10,3300 Bost,À rénover,,1968,,2,70 m²,Non,Oui,Non,Non,,,,,,,1,,Oui,Nord,,1,,,Oui,,,,182 kWh/m²/an,,20250314-0003553185-RES1,14/03/2035,pas d'application,,Non,,,,Pas de risque d’inondation,Information non communiquée,Gaz,,,,,4,,,,,,,,,,,,,,,,,,,,6,7 m²,,,,Non,,,Non,,4 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3300/tienen/rbt33638,RBT33638,Appartement à vendre,169000,Kabbeekvest 3 bus 1,3300 Tienen,Normal,,1966,,1,65 m²,Non,Oui,Non,Non,,,,,,,1,,Oui,Nord,,,,,Oui,,,,252 kWh/m²/an,,20220610-0002616792-RES-1,10/06/2032,"non, pas d'attestation",,Non,,,,Pas de risque d’inondation,Information non communiquée,Gaz,,,,,1,,,,,,,,,,,,,,,,,,Oui,,5,2 m²,,,,Non,,,Non,,4 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3300/tienen/rbs77368,RBS77368,Appartement à vendre,155000,Kabbeekvest-Breughelhof 73,3300 Tienen,Normal,Non,1971,,1,67 m²,,Non,Non,Non,Non,Non,Non,Non,,,1,1,Oui,,2,1,,,Oui,,,,230 kWh/m²/an,,20231121-0002745724-RES-1,,"oui, attestation non conforme",,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Gaz,,Oui,Oui,Double vitrage,10,Equipée,,13 m²,,,,,,,,,,,7 m²,,,,,,10,20 m²,,Non,,,,,,,4 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3300/tienen/rbs73821,RBS73821,Maison à vendre,665000,Tiensebaan 91,3300 Tienen,Normal,,2003,A l’acte,3,316 m²,Non,,,,,,,,Oui,1,1,,Non,,,,Oui,,Oui,1141 m²,,,263 kWh/m²/an,,20231030-0003028265-RES1,,pas d'application,,,Non,,,Information non communiquée,Information non communiquée,Gaz,,,,,,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3300/tienen/rbs56432,RBS56432,Maison à vendre,349000,Beauduinstraat 99 101,3300 Tienen,,Non,,A l’acte,5,265 m²,,Non,Oui,Non,Non,Non,Non,Non,,,1,2,Non,,2,,Oui,,Oui,237 m²,,22 m,0 kWh/m²/an,,20250207-0003524610-KNR-1,,,,,Non,,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Pas de risque d’inondation,Information non communiquée,Gaz,,,,Simple vitrage,,Equipée,12 m,,,,,,,,,,,,,Non,,,,,2,9 m²,,,Non,Non,12 m,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3300/tienen/rbt22481,RBT22481,Maison à vendre,450000,Jodenstraat 13,3300 Tienen,Excellent,Oui,1937,,3,198 m²,Non,Oui,Oui,,Oui,,,,Oui,1,1,2,,Sud,3,2,Oui,243 m²,Oui,375 m²,,,363 kWh/m²/an,363 kWh/an,,30/06/2031,"oui, attestation conforme",Oui,Non,Non,,,Risque moyen,Information non communiquée,Gaz,,Oui,Oui,Double vitrage,,Super équipée,,20 m²,12 m²,,,,,Non,21 m²,,31 m²,,15 m²,,1,,,,3,25 m²,Oui,,,Non,,,,22 m²,16 m²,Oui,,Oui,,,,Ouest,,,,12 m²,32 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3300/tienen/rbt20490,RBT20490,Appartement à vendre,195000,Kabbeekvest-Breugelhof 46,3300 Tienen,Remis à neuf,,1971,,1,55 m²,Non,Non,Non,Non,,,,,,,1,,Oui,Est,,,,,Oui,,,,176 kWh/m²/an,,20240910-0003365559-RES-1,10/09/2034,pas d'application,,Non,,,,Pas de risque d’inondation,Information non communiquée,Gaz,,,,Double vitrage,1,,,,,,,,,,,,,,,,,,Oui,,12,,,,,Non,,,Non,,3 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3300/tienen/rbt17559,RBT17559,Maison à vendre,,Beauduinstraat 111,3300 Tienen,À rénover,,,,4,189 m²,Non,Oui,Oui,Non,,,,,,,1,,Non,Nord-est,,,Oui,70 m²,Oui,70 m²,,,462 kWh/m²/an,,20240515-0003247101-RES-1,15/05/2034,"non, pas d'attestation",,Non,,,,Pas de risque d’inondation,Information non communiquée,Gaz,,,,Simple vitrage,,,4 m,,,,,,,,,,,,,,,,,,,6 m²,,,,Non,4 m,,Non,14 m²,6 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3300/tienen/rbt16033,RBT16033,Appartement à vendre,345000,Beauduinstraat 107,3300 Tienen,Normal,,,,2,114 m²,Non,Non,Non,Non,,,,,,,2,,Non,Nord,,,,,Oui,,,,503 kWh/m²/an,,20200727-0000162571-RES-4,27/07/2030,"non, pas d'attestation",,Non,,,,Pas de risque d’inondation,Information non communiquée,Electrique,,,,Double vitrage,1,,,,,,,,,,,,,,,,,,,,3,,,,,Non,,,Non,,5 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3300/tienen/rbt10108,RBT10108,Appartement à vendre,249000,Kapelstraat 38 bus 6,3300 Tienen,Normal,,1997,,2,136 m²,Non,Non,Oui,Non,,,,,,,1,,Oui,Ouest,,2,,,Oui,,,,189 kWh/m²/an,,20250416-0003579502-RES-1,16/04/2035,"non, pas d'attestation",,Non,,,,Pas de risque d’inondation,Information non communiquée,Gaz,,,,Double vitrage,3,,,,,,,,,,,,,,,,,,Oui,,3,,,,,Non,,,Non,,4 m²,,,,,,,,,,,,,66 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3300/tienen/rbt01725,RBT01725,Maison à vendre,199000,Sint-Odulphusstraat 24,3300 Tienen,À rénover,,,,3,134 m²,Non,Oui,Non,Oui,,,,,,,1,,Non,Nord-est,,,Oui,509 m²,,509 m²,,,493 kWh/m²/an,,20210125-0002364221-RES-1,25/01/2031,"non, pas d'attestation",,Non,,,,Pas de risque d’inondation,Information non communiquée,Gaz,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,Non,6 m²,6 m²,,,,,,,,,,,,,,18 m²,,,,,,,,,,
