ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Grenier,Garage,Nombre_de_place_de_parking_intérieur,Équipement_de_la_cuisine,Type_de_cuisine,Nombre_de_salles_de_bain,Maison_basse_énergie,Panneaux_solaires,Type_de_chauffage,Chauffage_au_sol,Pompe_à_chaleur,Type_de_vitrage,Compteur_Bihoraire,Parlophone,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Niveau_E,Attestation__Installation_électrique,Permis_durbanisation_accordé,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Caves,Salle_à_manger,Surface_salle_à_manger,Nombre_de_Garages,Surface_de_la_cuisine,Nombre_de_douches,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Meublé,Surface_du_séjour,Surface_du_bureau,Surface_des_caves,Surface_du_grenier,Véranda,Alarme_antieffraction,Ascenseur,Feu_ouvert,Accessible_aux_moins_valides,Orientation_du_jardin,Piscine_extérieure,Date_de_validité_PEB,Emission_de_CO2,Permis_de_bâtir_obtenu,Le_bien_fait_lobjet_dun_droit_de_préemption,Orientation_de_la_terrasse,Air_conditionné,Dressing,Buanderie,Local_vélo,Étage_de_lappartement,Référence_PEB,Panneaux_solaires_thermiques,Compteur_deau_individuel,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Surface_du_dressing,Surface_du_garage,Adoucisseur_deau,Possibilités_pour_profession_libérale,Surface_constructible,Surface_totale,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Porte_de_garage_motorisée,Balcon,Attestation__Installation_électrique__Validité,Station_de_charge_électrique,Attestation__Citernes_à_mazout__Validité,Espace_ouvert_sensible_à_leau__WORG,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Appartement_de_service
https://immovlan.be/fr/detail/appartement/a-vendre/1370/jodoigne/vbb72048,VBB72048,Appartement à vendre,175000,Chaussée de Tirlemont 77 4,1370 Jodoigne,À rénover,,,A l’acte,2,81 m²,Oui,Oui,,Super équipée,,1,,,Mazout,,,,,,3,1,Non,,,,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,1,,Ouest,,,,Non,,,,451 kWh/m²/an,43768 kWh/an,Non,29 m²,,,,,,Non,,,,,,112,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/melin/vbc91866,VBC91866,Maison à vendre,1250000,Rue des trois héros 19-21,1370 Mélin,Normal,Non,1900,A l’acte,6,625 m²,,,,Equipée,Américaine,1,,Oui,Mazout,,,Double vitrage,,,3,43,Oui,3773 m²,Oui,,Oui,,,"non, pas d'attestation",Non,Pas de risque d’inondation,Information non communiquée,19 m²,15 m²,21 m²,22 m²,1921 m²,Oui,Oui,21 m²,,17 m²,3,5,,,26 m,2,2941 m²,Oui,150 m²,52 m,26 m,228 kWh/m²/an,98906 kWh/an,Non,27 m²,22 m²,41 m²,,Oui,Oui,Oui,Oui,Oui,Sud-ouest,Oui,08/02/2034,24084,Non,Non,Sud-ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/saint-remy-geest/vbc90061,VBC90061,Maison à vendre,295000,Rue Basse Hollande 21,1370 Saint-Remy-Geest,,Non,,A l’acte,3,150 m²,Non,Oui,,,,1,,Oui,Mazout,,,,,,3,2,Oui,1791 m²,,,Oui,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,2,,,1,,Sud-ouest,,,,Oui,,,,373 kWh/m²/an,,Non,18 m²,,,,Non,,Non,,,,,23/04/2035,92,,,,,Non,Non,Non,,20250423024056,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/zetrud-lumay/vbc87722,VBC87722,Maison à vendre,235000,Rue du Relais 15,1370 Zétrud-Lumay,À rénover,Non,,A l’acte,4,220 m²,Non,,,Semi-équipée,,1,,,Mazout,,,,,,2,2,Oui,300 m²,,,Oui,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,1,,Ouest,,,,,,,,484 kWh/m²/an,,Non,25 m²,7 m²,,,Non,,Non,,,,,05/06/2035,119,,,,,Non,Non,Non,,20250605024115,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/melin/vbc80418,VBC80418,Maison à vendre,385000,,1370 Mélin,,Non,2017,A convenir,2,110 m²,Non,Oui,,Super équipée,,1,,,Gaz,,,,,,4,3,Oui,2380 m²,,Oui,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,2,,Sud,,,,Oui,,,,106 kWh/m²/an,,Non,41 m²,,,,Non,,Non,,,,,07/08/2027,21,,,,,Non,Non,Non,,RWPEB-059821,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/zetrud-lumay/vbc75978,VBC75978,Maison à vendre,485000,Rue du Relais 24,1370 Zétrud-Lumay,,Non,,A l’acte,4,214 m²,Oui,Oui,,Super équipée,,2,,,Mazout,,,,,,4,6,Oui,2976 m²,,,Oui,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,1,,,2,,Sud-ouest,,,,Oui,60 m²,,,279 kWh/m²/an,,Non,37 m²,10 m²,,,Non,,Non,,,,Oui,14/05/2035,69,,,,,Non,Non,Non,,20250514029133,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1370/pietrain/rwc39300,RWC39300,Villa à vendre,380800,,1370 Piétrain,Excellent,Non,2025,A convenir,3,1430 m²,,Oui,1,Super équipée,Américaine,1,Oui,Oui,Gaz,Oui,Oui,Double vitrage,Oui,Oui,4,1,Oui,1430 m²,Oui,Oui,Oui,Oui,23,"oui, attestation conforme",Oui,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,Non,,1430 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jauchelette/vbc66029,VBC66029,Maison à vendre,275000,Rue Haute 21,1370 Jauchelette,À rénover,,,A l’acte,3,140 m²,Oui,Oui,,,,1,,,Mazout,,,,,,4,2,Oui,2560 m²,,,Oui,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,,,,1,,,1,,Sud-est,,,,Oui,,,,595 kWh/m²/an,107034 kWh/an,Non,31 m²,11 m²,,,,,Non,,,,,23/04/2035,146,,,,,,,,,20250423021367,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/lathuy/vbc64099,VBC64099,Maison à vendre,295000,Champ de la Pierre 42,1370 Lathuy,,Non,2006,Immédiatement,3,210 m²,Non,Oui,,Super équipée,,1,,,Mazout,,,,,,4,4,Oui,1274 m²,,,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,2,,,2,,Sud,,,,Oui,,,,292 kWh/m²/an,,Non,56 m²,30 m²,,,Non,,Non,,,,,02/10/2034,72,,,,,Non,Non,Non,,20241002004961,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/zetrud-lumay/vbc55446,VBC55446,Maison à vendre,469000,Rue du Relais,1370 Zétrud-Lumay,,,,,4,142 m²,,Oui,,Semi-équipée,,1,,Oui,Non specifié,,,,,,2,,Oui,353 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,1,,1,,,Nord-ouest,,2,,Oui,,,,42 kWh/m²/an,7622 kWh/an,Non,,,,,,,Non,,,,,,1854,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/zetrud-lumay/vbc55445,VBC55445,Maison à vendre,459000,Rue du Relais,1370 Zétrud-Lumay,,,,A partir du : 30/12/2025,3,134 m²,,,,Semi-équipée,,,,Oui,Non specifié,,,,,,3,1,Oui,528 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,,,2,,,Nord-ouest,,2,,Oui,,,,45 kWh/m²/an,6287 kWh/an,Non,,,,,,,Non,,,,,,1293,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/pietrain/vbc49769,VBC49769,Maison à vendre,235000,Rue longue 224,1370 Piétrain,À rénover,Non,1900,A l’acte,3,180 m²,Oui,Oui,,,,1,,,Gaz,,,Double vitrage,,,3,2,Oui,791 m²,Oui,Oui,Oui,,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,11 m²,14 m²,30 m²,,,,,,1,10 m²,1,2,8 m²,,20 m,1,607 m²,,,34 m,20 m,218 kWh/m²/an,47810 kWh/an,Non,25 m²,16 m²,,5 m²,Oui,,Non,Oui,Oui,Nord-ouest,Non,15/03/2035,40,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1370/pietrain/vbc49314,VBC49314,Villa à vendre,980000,,1370 Piétrain,À rénover,,,,3,308 m²,Oui,Oui,2,,,1,,,Gaz,,,,,,4,4,Oui,29650 m²,Oui,,Oui,,,,,Information non communiquée,Information non communiquée,13 m²,15 m²,,,,Oui,Oui,12 m²,1,13 m²,1,2,,Nord-ouest,60 m,2,29080 m²,Oui,25 m²,232 m,,309 kWh/m²/an,49651 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jauchelette/vbc49267,VBC49267,Maison à vendre,995000,,1370 Jauchelette,Normal,,1700,A l’acte,5,450 m²,Oui,Oui,,Equipée,Américaine,3,,,Gaz,,,Double vitrage,,,4,4,Oui,13000 m²,Oui,Oui,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,26 m²,17 m²,11 m²,27 m²,24 m²,Oui,Oui,,1,16 m²,1,4,,,,2,5000 m²,Oui,,,,353 kWh/m²/an,212020 kWh/an,Non,83 m²,16 m²,,,,,Non,,Non,,Oui,19/04/2034,68,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/dongelberg/vbc46665,VBC46665,Maison à vendre,547000,Rue du bois godet 14,1370 Dongelberg,Normal,Non,,,5,309 m²,Oui,,,,,2,,,Mazout,,,Double vitrage,,,4,12,Oui,5595 m²,Oui,,Oui,,,"oui, attestation non conforme",Non,Risque moyen,Inondable délimitée,8 m²,19 m²,13 m²,23 m²,8 m²,Oui,Oui,23 m²,,16 m²,3,5,,,15 m,2,5272 m²,Oui,113 m²,68 m,15 m,415 kWh/m²/an,161558 kWh/an,Non,,,27 m²,51 m²,,Oui,Non,Oui,Oui,Sud-ouest,Non,06/12/2032,104,Non,Non,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1370/melin/rwc37832,RWC37832,Villa à vendre,321550,,1370 Mélin,Excellent,Non,2025,A convenir,3,820 m²,Oui,Oui,1,Super équipée,Américaine,,,Oui,Non specifié,Oui,,,,,4,1,,,Oui,Oui,,Oui,23,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1370/pietrain/rwc37827,RWC37827,Villa à vendre,331550,,1370 Piétrain,Excellent,Non,2025,A convenir,3,1090 m²,Oui,Oui,1,Super équipée,Américaine,,,Oui,Non specifié,Oui,,,,,4,1,,,Oui,Oui,,Oui,23,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/zetrud-lumay/vbb82433,VBB82433,Maison à vendre,375000,Chaussée de tirlemont 470,1370 Zétrud-Lumay,Normal,Non,1995,A l’acte,4,219 m²,Oui,Oui,2,Semi-équipée,Kitchenette,1,,Oui,Mazout,,,Double vitrage,,,4,6,Oui,1460 m²,Oui,,Oui,,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,17 m²,15 m²,14 m²,22 m²,,,,,,27 m²,,1,11 m²,,12 m,1,1042 m²,Oui,30 m²,92 m,12 m,298 kWh/m²/an,67143 kWh/an,Non,60 m²,,,11 m²,Oui,,Non,Oui,Oui,Sud,Non,07/10/2034,298,,Non,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jauchelette/vbc77872,VBC77872,Maison à vendre,595000,Rue de la Dîme 39,1370 Jauchelette,,Non,1850,A l’acte,4,225 m²,Non,Oui,,Super équipée,,2,,,Gaz,,,,,,4,5,Oui,1097 m²,,Oui,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,2,,Est,,,,Oui,,,,189 kWh/m²/an,,Non,40 m²,,,,Non,,Non,,,,Oui,14/05/2035,35,,,,,Non,Non,Non,,20250514029419,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/dongelberg/vbc48252,VBC48252,Maison à vendre,275000,Rue d'Incourt 21,1370 Dongelberg,,Non,,Immédiatement,3,160 m²,Non,Oui,,Semi-équipée,,1,,,Mazout,,,,,,3,2,Oui,500 m²,,,Oui,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,1,,,2,,Nord,,,,Oui,,,,329 kWh/m²/an,,Non,35 m²,25 m²,,,Non,,Non,,,,,12/03/2035,82,,,,,Non,Non,Non,,20250312027267,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc91737,VBC91737,Maison à vendre,1350000,,1380 Lasne,Normal,Non,1960,,4,250 m²,,Oui,,Super équipée,,4,,,Mazout,,,Double vitrage,,,4,,Oui,7800 m²,Non,,Oui,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,18 m²,17 m²,12 m²,11 m²,,Oui,,,1,,2,2,,,,,7800 m²,Oui,100 m²,,,407 kWh/m²/an,,Non,,,,,,Oui,Non,Oui,Non,Sud-ouest,Oui,08/01/2035,,,Non,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc91155,VBC91155,Villa à vendre,850000,Route de l'etat 26,1380 Lasne,Excellent,Non,1984,,5,299 m²,,Oui,,Super équipée,,2,,,Mazout,,,Double vitrage,,Oui,4,6,Oui,2224 m²,,,Oui,Oui,,"oui, attestation conforme",Oui,Pas de risque d’inondation,Information non communiquée,12 m²,21 m²,15 m²,14 m²,27 m²,,Oui,12 m²,2,12 m²,2,3,,,9 m,2,1940 m²,Oui,23 m²,56 m,9 m,265 kWh/m²/an,79321 kWh/an,Non,33 m²,18 m²,,,Oui,Oui,Non,Oui,Non,Ouest,Non,16/05/2029,67,Oui,Non,Ouest,,,,,,,,,,,,,,,,,,,,,,,05/08/2020,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc89200,VBC89200,Villa à vendre,1750000,,1380 Lasne,Excellent,,1985,A l’acte,5,335 m²,Oui,Oui,,,,3,,,,Oui,,Double vitrage,,Oui,4,,Oui,8700 m²,Oui,,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,24 m²,12 m²,12 m²,14 m²,16 m²,Oui,,,4,,1,3,,,,2,,Oui,,,,375 kWh/m²/an,127283 kWh/an,Non,,,,,,Oui,Non,Oui,Non,Sud-ouest,Oui,,,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc89164,VBC89164,Maison à vendre,399000,Route de Genval 175,1380 Lasne,À rénover,Non,1931,A l’acte,4,173 m²,Oui,Oui,,,,1,,,Gaz,,,,,,2,,Oui,315 m²,Oui,Oui,Oui,,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,10 m²,13 m²,14 m²,10 m²,,,Oui,14 m²,1,20 m²,1,2,6 m²,Nord-ouest,6 m,4,,Oui,13 m²,,6 m,329 kWh/m²/an,123525 kWh/an,Non,,,,47 m²,,,Non,,Non,,Non,04/06/2035,62,Non,Non,Sud-est,,,,,,,,,,,,,,,25 m²,,,,,,,,06/03/2025,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc87518,VBC87518,Maison à vendre,2350000,,1380 Lasne,Excellent,Non,2015,A l’acte,5,500 m²,,Oui,3,Super équipée,,4,,Oui,,,,Triple vitrage,,,4,3,Oui,2440 m²,Oui,Oui,Oui,Oui,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,24 m²,23 m²,32 m²,21 m²,12 m²,Oui,Oui,,1,25 m²,1,5,,,,1,1500 m²,Oui,30 m²,,,15 kWh/m²/an,7483 kWh/an,Non,76 m²,17 m²,,,,Oui,Non,,Non,,Oui,12/11/2024,2,,,Sud,Oui,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc87517,VBC87517,Maison à vendre,2350000,,1380 Lasne,Excellent,Non,2015,A l’acte,5,500 m²,,Oui,3,Super équipée,,4,,Oui,,,,Triple vitrage,,,4,3,Oui,2440 m²,Oui,Oui,Oui,Oui,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,24 m²,23 m²,32 m²,21 m²,12 m²,Oui,Oui,,1,25 m²,1,5,,,,1,1500 m²,Oui,30 m²,,,15 kWh/m²/an,7483 kWh/an,Non,76 m²,17 m²,,,,Oui,Non,,Non,,Oui,12/11/2024,2,,,Sud,Oui,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc61715,VBC61715,Maison à vendre,595000,Rue du printemps 26,1380 Lasne,À rénover,Non,1918,,4,278 m²,Oui,Oui,,,Indépendante,1,,,Mazout,,,,,,4,,Oui,1549 m²,Oui,,,,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,11 m²,30 m²,30 m²,,,Oui,Oui,20 m²,1,13 m²,1,2,6 m²,Ouest,9 m,1,1291 m²,Oui,,,9 m,146633 kWh/m²/an,446 kWh/an,Non,37 m²,,51 m²,,,,Non,,Non,,Non,22/07/2033,,Oui,Non,,,Oui,Oui,,,,,,,,,,,9 m²,26 m²,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc86436,VBC86436,Maison à vendre,575000,Avenue de Manhattan 23,1380 Lasne,Excellent,,1991,A l’acte,3,165 m²,,Oui,,Super équipée,,1,,,Gaz,,,,,,4,2,Oui,556 m²,Oui,Oui,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,16 m²,15 m²,14 m²,,,,,,,17 m²,1,2,,Sud-ouest,,1,556 m²,Oui,20 m²,,,230 kWh/m²/an,,Non,35 m²,,,,,,Non,,Non,Nord-est,Non,28/04/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc85094,VBC85094,Villa à vendre,1495000,,1380 Lasne,Normal,Non,2007,Immédiatement,4,388 m²,Oui,Oui,,Non équipée,,3,Non,Non,Mazout,Oui,,Double vitrage,,Oui,4,,Oui,2628 m²,Oui,,Oui,,,"oui, attestation conforme",Oui,Information non communiquée,Information non communiquée,,,,,,Oui,Oui,,1,,,3,,Sud,7 m,2,,,,,,181 kWh/m²/an,70205 kWh/an,,,,,,,Non,,Oui,,,,,45,Oui,Oui,,Non,Oui,,,,20250411007674,Non,Oui,Non,Non,Non,"oui, attestation conforme",Oui,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/1380/lasne/vbc80663,VBC80663,Fermette à vendre,765000,,1380 Lasne,Normal,Non,1800,A l’acte,4,260 m²,,,,,,3,,,Mazout,,,Double vitrage,,,4,2,Oui,2236 m²,,,Oui,Oui,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,28 m²,16 m²,14 m²,12 m²,,Oui,,,,26 m²,,3,,,,1,1500 m²,Oui,40 m²,,,368 kWh/m²/an,96554 kWh/an,Non,37 m²,,,,,,Non,Oui,Non,Sud,Non,,,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1380/lasne/vbc80254,VBC80254,Appartement à vendre,350000,Place du jeu de balle 1,1380 Lasne,Normal,Non,1999,Immédiatement,3,113 m²,,Oui,1,Equipée,Américaine,1,,,Gaz,,,Double vitrage,,Oui,,1,,,Oui,Oui,Oui,,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,12 m²,10 m²,9 m²,,,Oui,,,1,,,2,,Nord,,1,,,,,,145 kWh/m²/an,16397 kWh/an,Non,34 m²,,,,,,Non,,Non,,Non,19/09/2033,27,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc78722,VBC78722,Maison à vendre,995000,,1380 Lasne,Excellent,Non,1850,A l’acte,4,371 m²,Oui,Oui,,Super équipée,,2,,Oui,Mazout,,,Double vitrage,,,4,,Oui,1890 m²,,,,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,35 m²,23 m²,20 m²,16 m²,,Oui,Oui,,,20 m²,2,3,,,,2,1690 m²,Oui,,,,187 kWh/m²/an,69211 kWh/an,Non,70 m²,20 m²,,,,,Non,,Non,,Non,03/06/2025,46,,,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc78016,VBC78016,Villa à vendre,1075000,,1380 Lasne,Normal,Non,1974,,6,345 m²,Oui,Oui,,Equipée,Américaine,2,,,Mazout,,,,,,4,3,Oui,5513 m²,Oui,,,,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,26 m²,15 m²,11 m²,12 m²,19 m²,,Oui,20 m²,2,24 m²,2,3,,,24 m,1,5513 m²,Oui,,,24 m,292 kWh/m²/an,121979 kWh/an,Non,64 m²,16 m²,,,,,Non,,Non,,Non,26/04/2023,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc77370,VBC77370,Villa à vendre,1750000,,1380 Lasne,Excellent,,1925,Immédiatement,5,350 m²,,Oui,,Non équipée,,4,Non,Non,Gaz,Non,,Double vitrage,,Oui,4,,Oui,2380 m²,Oui,,Oui,,,"oui, attestation conforme",Oui,Pas de risque d’inondation,Information non communiquée,,,,,,Oui,Oui,,2,,,1,,Sud,,2,,Oui,,,,296 kWh/m²/an,102239 kWh/an,,,,,,,Oui,,Oui,,,,,55,Oui,Oui,,Non,Oui,Oui,,,20231027018503,Non,Oui,Non,Non,Non,pas d'application,Oui,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc75152,VBC75152,Villa à vendre,1499000,,1380 Lasne,À rénover,,1990,Immédiatement,4,520 m²,,Oui,,Non équipée,,3,Non,Non,Gaz,Non,,Double vitrage,,Oui,4,,Oui,7529 m²,Non,Oui,Oui,,,"oui, attestation non conforme",Oui,Information non communiquée,Information non communiquée,,,,,,Oui,Oui,,2,,,2,,,,1,,,,,,198 kWh/m²/an,79450 kWh/an,,,,,,,Oui,,Oui,,,,,,Oui,Oui,,Non,Oui,Oui,,,20210225020450,Non,Oui,Non,Non,Non,"oui, attestation non conforme",Oui,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc75031,VBC75031,Maison à vendre,1499000,,1380 Lasne,Normal,Non,,A l’acte,5,475 m²,Oui,Oui,6,Super équipée,,5,,,Mazout,,,Double vitrage,,,4,6,Oui,7220 m²,,Oui,,,,"oui, attestation non conforme",,Risque moyen,Information non communiquée,20 m²,20 m²,13 m²,15 m²,10 m²,Oui,Oui,21 m²,2,21 m²,1,5,,,,1,7000 m²,Oui,40 m²,,,198 kWh/m²/an,79450 kWh/an,Non,74 m²,1 m²,,,,,Non,,Non,,Non,25/02/2031,37,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc74651,VBC74651,Villa à vendre,985000,,1380 Lasne,À rénover,,1978,A l’acte,6,495 m²,,Oui,4,,,5,,,Mazout,,,,,,4,4,Oui,3850 m²,Oui,,Oui,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,Oui,,,5,,,4,,,,1,2000 m²,Oui,100 m²,,,245 kWh/m²/an,134265 kWh/an,Non,,,,,Oui,,Non,,Oui,Est,Non,,,,,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc74310,VBC74310,Villa à vendre,1150000,,1380 Lasne,Normal,Non,1995,A l’acte,5,260 m²,Oui,Oui,,Super équipée,,4,,,Mazout,,,,,,4,,Oui,4973 m²,Oui,,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,20 m²,19 m²,18 m²,9 m²,7 m²,Oui,Oui,,2,,3,4,,,,1,4973 m²,Oui,,,,326 kWh/m²/an,86951 kWh/an,Non,,8 m²,,,,Oui,Non,,Non,,Non,15/06/2032,68,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
