ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_habitable,Meublé,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Type_de_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Panneaux_solaires,Type_de_chauffage,Pompe_à_chaleur,Type_de_vitrage,Parlophone,Ascenseur,Feu_ouvert,Accessible_aux_moins_valides,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Bien_actuellement_loué,Surface_du_séjour,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Surface_constructible,Profondeur_du_terrain,Référence_PEB,Surface_de_la_terrasse,Surface_du_garage,Surface_de_la_cuisine,Surface_de_lades_salles_de_bain,Orientation_du_jardin,Alarme_antieffraction,Nombre_détages_de_limmeuble,Air_conditionné,Largeur_du_terrain_à_rue,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Adoucisseur_deau,Orientation_de_la_terrasse,Nombre_de_place_de_parking_intérieur,Surface_des_caves,Surface_du_grenier,Station_de_charge_électrique,Maison_basse_énergie,Chauffage_au_sol,Compteur_Bihoraire,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Adaptations_pour_les_seniors,Raccordé_au_gaz_de_ville,Attestation__Citernes_à_mazout,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Étage_de_lappartement,Surface_salle_à_manger,Attestation__Asbuilt,Affectation_urbanistique_la_plus_récente,Balcon,Panneaux_solaires_thermiques,Niveau_E,Niveau_K,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Porte_de_garage_motorisée,Clef_électronique,Attestation__Installation_électrique__Validité,Surface_du_bureau,Attestation__Citernes_à_mazout__Validité,Espace_ouvert_sensible_à_leau__WORG,Possibilités_pour_profession_libérale,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Appartement_de_service,Niveau_S,Surface_de_la_véranda,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Surface_du_dressing
https://immovlan.be/fr/detail/maison/a-vendre/1340/ottignies/vbc92029,VBC92029,Maison à vendre,450000,,1340 Ottignies,Normal,2006,A l’acte,4,,,,150 m²,Non,Oui,1,,,1,,2,,Gaz,,,,Non,,,3,,Oui,,Oui,516 m²,,,,,176 kWh/m²/an,,17/06/2031,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Non,33 m²,Non,,Non,Non,Non,Non,Non,Sud,,,,20210617006215,24 m²,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1200/woluwe-saint-lambert/vbc92028,VBC92028,Appartement à vendre,295000,,1200 Woluwe-Saint-Lambert,Excellent,1965,A l’acte,1,19 m²,,,73 m²,Non,,,Super équipée,,1,1,1,,Gaz,,Double vitrage,Oui,Oui,,Non,2,,,,Oui,,Oui,Oui,,,149 kWh/m²/an,10912 kWh/an,15/06/2035,29,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,22 m²,Oui,,,,,,,,8 m,,,,3 m²,,10 m²,,,,7,,8 m,,,,Sud-est,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1030/schaerbeek/vbc92027,VBC92027,Maison à vendre,425000,Rue Verboeckhaven 115,1030 Schaerbeek,,,,5,,,,242 m²,Non,,,,,3,,3,,,,,,Non,,,,,Oui,40 m²,,120 m²,,,,,,,,,pas d'application,,,,Information non communiquée,Information non communiquée,Non,40 m²,Non,,Non,Non,Non,Non,Non,,,75 m²,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2310/rijkevorsel/rbt73280,RBT73280,Maison à vendre,359000,Sint-Jozef 34,2310 Rijkevorsel,À rénover,,A l’acte,3,27 m²,16 m²,13 m²,226 m²,,,,Equipée,Américaine,1,,2,,Gaz,,Double vitrage,,,,,3,,Oui,,Oui,420 m²,Oui,Oui,,,514 kWh/m²/an,,,,,Oui,,Non,Information non communiquée,Information non communiquée,,,,,,,,,,,10 m,,,,,,,,,,,,10 m,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9550/herzele/rbt73279,RBT73279,Maison à vendre,349000,Holmanstraat 36,9550 Herzele,Normal,1957,A l’acte,3,,,,153 m²,Non,Oui,1,Equipée,Américaine,1,,1,,Gaz,,Double vitrage,,Non,,,3,3,Oui,970 m²,Oui,1324 m²,Oui,Oui,,,361 kWh/m²/an,,20/11/2032,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,,Oui,Oui,,,,,,Nord-est,13 m,,,,,,,,,,,,,,,,Sud-ouest,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7120/estinnes-au-val/vbc92026,VBC92026,Maison à vendre,80000,Rue Mouligneaux 15,7120 Estinnes-au-Val,À rénover,,A l’acte,2,,,,,,,,,,1,,1,,Gaz,,,,,,,3,,,,,,Oui,,,,578 kWh/m²/an,,,,,,,,Information non communiquée,Information non communiquée,Non,,Non,,Non,Non,Non,Non,Non,,,,,20250609015645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1180/uccle/vbc92025,VBC92025,Appartement à vendre,295000,Rue Emile Lecomte 41,1180 Uccle,Excellent,1966,A l’acte,1,13 m²,,,84 m²,,,,Super équipée,,1,1,1,,Mazout,,Double vitrage,Oui,Oui,,Oui,2,,,,,,,,,,286 kWh/m²/an,,20/02/2034,74,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Non,32 m²,Oui,,,,,,,,,,,,,,14 m²,,,,4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1210/saint-josse-ten-noode/vbc92024,VBC92024,Maison à vendre,549000,Rue de la Poste 76,1210 Saint-Josse-ten-Noode,À rénover,1900,A l’acte,6,30 m²,22 m²,22 m²,268 m²,,,,,,2,2,2,,,,Double vitrage,Oui,Non,,Non,2,,Oui,75 m²,Oui,100 m²,,,,,410 kWh/m²/an,113725 kWh/an,14/09/2033,107,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,Non,23 m²,Oui,,,Oui,,,,,6 m,,,,30 m²,,9 m²,,,,4,,6 m,15 m²,14 m²,,,,,,,,,,,,,,,,,,22 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/4000/liege/vbc92022,VBC92022,Maison de maître à vendre,499000,Rue Publémont 43,4000 Liège,Normal,,,6,6 m²,16 m²,18 m²,355 m²,Non,,,,,3,,,,,,Double vitrage,,Non,,Non,2,,Oui,,Oui,193 m²,,,,,151 kWh/m²/an,,,87,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,13 m²,9 m²,,,3,,,6 m²,16 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3450/geetbets/rbt73278,RBT73278,Maison à vendre,,Kolkstraat 2A,3450 Geetbets,Nouveau,2023,,5,17 m²,13 m²,11 m²,225 m²,Non,Oui,1,,,2,,2,Oui,Air pulsé,Oui,Double vitrage,,Non,,Non,3,1,Oui,226 m²,Oui,316 m²,Oui,Oui,Oui,,30 kWh/m²/an,,,,"oui, attestation conforme",Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,,33 m²,,Oui,,,,,,,9 m,,,,26 m²,,8 m²,,,,2,,9 m,16 m²,17 m²,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3450/geetbets/rbt73277,RBT73277,Maison à vendre,,Kolkstraat 2B,3450 Geetbets,,2023,,4,21 m²,17 m²,10 m²,195 m²,Non,,,,Indépendante,1,,2,Oui,Air pulsé,Oui,Double vitrage,,Non,,Non,3,2,Oui,183 m²,Oui,214 m²,Oui,Oui,Oui,,30 kWh/m²/an,,,,"oui, attestation conforme",Oui,Oui,Non,Risque moyen,Information non communiquée,,36 m²,,Oui,,,,,,,8 m,,,,21 m²,,8 m²,,,,2,,8 m,20 m²,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7850/enghien/vbc92021,VBC92021,Maison à vendre,586220,,7850 Enghien,Nouveau,,,4,,,,233 m²,,Oui,1,,,2,,2,,,,,,,,,4,,,,,1200 m²,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,15 m,,,,,,,,,,,,15 m,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7860/lessines/vbc92020,VBC92020,Maison à vendre,382061,,7860 Lessines,Nouveau,,,3,,,,158 m²,,Oui,1,,,1,,2,,,,,,,,,4,,,,,1290 m²,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,11 m,,,,,,,,,,,,11 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7822/ghislenghien/vbc92019,VBC92019,Maison à vendre,432084,,7822 Ghislenghien,Nouveau,,,3,,,,184 m²,,Oui,1,,,1,,2,,,,,,,,,4,,,,,1077 m²,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,12 m,,,,,,,,,,,,12 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3530/houthalen-helchteren/rbt73276,RBT73276,Maison à vendre,248000,De Standaard 26,3530 Houthalen-Helchteren,À rénover,1977,A l’acte,3,,,,109 m²,Non,,,,,1,,,,Gaz,,Double vitrage,,Non,,,3,1,Oui,,Oui,217 m²,Oui,,,,440 kWh/m²/an,,,,,,Non,Non,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/wepion/vbc92015,VBC92015,Maison à vendre,795000,Chaussée de Dinant 780,5100 Wépion,Normal,1899,A l’acte,2,25 m²,23 m²,,210 m²,Non,,,,,1,1,2,,Mazout,,Double vitrage,,Non,,Non,2,,Oui,,Oui,1699 m²,,Oui,,,439 kWh/m²/an,72420 kWh/an,18/06/2035,109,"oui, attestation non conforme",,,,Information non communiquée,Information non communiquée,Non,,Oui,Oui,,,,,,Nord-est,,,,,45 m²,,,,,,3,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1180/uccle/vbc92014,VBC92014,Maison à vendre,1075000,Avenue Beau-Séjour 23,1180 Uccle,Excellent,1911,A l’acte,4,30 m²,27 m²,16 m²,250 m²,Non,,,Super équipée,,2,2,2,,Gaz,,Double vitrage,,Non,,Non,2,,Oui,115 m²,Oui,150 m²,Oui,Oui,,,230 kWh/m²/an,58133 kWh/an,25/03/2034,43,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,32 m²,Oui,,,,,,,,6 m,,,,35 m²,,20 m²,,,,3,,6 m,12 m²,,,Sud-ouest,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9400/ninove/rbt73275,RBT73275,Maison à vendre,289000,Ter Duystlaan 29,9400 Ninove,À rénover,1965,A l’acte,4,23 m²,21 m²,10 m²,150 m²,Non,Oui,1,Semi-équipée,Kitchenette,1,,,,Mazout,,Double vitrage,Non,Non,,,3,1,Oui,502 m²,Oui,616 m²,Oui,Oui,Oui,,345 kWh/m²/an,,,,"oui, attestation non conforme",Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,29 m²,Non,,,,,,,,10 m,,,,,22 m²,7 m²,5 m²,Nord-est,Non,2,Non,10 m,9 m²,,Oui,,1,,,Non,,,,,,Non,,Non,,Non,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9320/erembodegem/rbt73274,RBT73274,Maison à vendre,519000,D’uitseweg 12,9320 Erembodegem,Normal,1995,,4,,,,220 m²,Non,Oui,1,,,1,,,Oui,,,Double vitrage,Oui,Non,,,3,4,Oui,,Oui,575 m²,Oui,Oui,Oui,,183 kWh/m²/an,,,,"oui, attestation conforme",Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,Non,,,,,,,,7 m,,,,,,,,Nord-ouest,Oui,2,,7 m,,,,,2,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2300/turnhout/rbt73273,RBT73273,Maison à vendre,259000,Gildenstraat 53,2300 Turnhout,,1937,A l’acte,4,14 m²,15 m²,9 m²,120 m²,,,,Super équipée,,3,,3,,Gaz,,Double vitrage,,,,,2,,,,Oui,84 m²,,,,,319 kWh/m²/an,,,,"oui, attestation conforme",,Non,Non,Pas de risque d’inondation,Information non communiquée,,15 m²,Oui,Oui,,,,Oui,,,,,,,,,16 m²,3 m²,,,,,,15 m²,12 m²,,,,,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2340/beerse/rbt73272,RBT73272,Maison à vendre,145000,D'Aestenstraat 31,2340 Beerse,Normal,1990,A l’acte,2,12 m²,8 m²,,60 m²,,,,Semi-équipée,Kitchenette,1,,,,,,Double vitrage,,,,,4,,Oui,,,1800 m²,,,,,,,,,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,30 m²,,,,,,,,,7 m,,,,,,5 m²,3 m²,,,,,7 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9000/gand/rbt73271,RBT73271,Maison à vendre,285000,Groendreef 155,9000 Gand,Normal,,A l’acte,3,,,,,,,,,,1,,2,,,,Double vitrage,,,,,,,,,,70 m²,,,,,282 kWh/m²/an,,,,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,Non,,Non,,Non,Non,Non,Non,Non,,,,,20240917-0003374682-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2370/arendonk/rbt73270,RBT73270,Maison à vendre,245000,Hoogakkers 4,2370 Arendonk,À rénover,1967,A l’acte,3,13 m²,13 m²,,105 m²,,Oui,1,Semi-équipée,Kitchenette,1,,1,,Gaz,,Double vitrage,,,,,3,,Oui,,,226 m²,,,,,355 kWh/m²/an,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,27 m²,Oui,Oui,Oui,,,,,,,,,,,12 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8460/oudenburg/rbt73267,RBT73267,Maison à vendre,269000,Nieuwstraat 20,8460 Oudenburg,À rénover,1956,A l’acte,3,,,,145 m²,,Oui,,Semi-équipée,Kitchenette,1,,,,Gaz,,Double vitrage,,,,,3,,Oui,,Oui,338 m²,Oui,Oui,Oui,,460 kWh/m²/an,,27/01/2035,,"oui, attestation non conforme",Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,Nord,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8470/gistel/rbt73266,RBT73266,Maison à vendre,350000,Vaartstraat 4,8470 Gistel,À restaurer,,A l’acte,8,,,,,,,,,,,,,,,,,,,,,4,,,,,609 m²,,,,,,,,,,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,40 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1050/ixelles/vwd13943,VWD13943,Appartement à vendre,435000,Rue du Consei 51,1050 Ixelles,Excellent,,,2,,,,90 m²,,,,,,1,,,,Gaz,Non,Triple vitrage,,,,,,,Oui,11 m²,,,Oui,Oui,Non,,145 kWh/m²/an,,25/05/2035,,"oui, attestation conforme",Oui,,Non,Pas de risque d’inondation,Information non communiquée,Non,,Oui,,Non,,,,Non,,,,,20250525-0000715692-01-9,,,,,Sud-est,,,Non,,,,,,,,,Non,Non,,,,,,,Oui,pas d'application,Non,,,Non,,,,,,,,,,,,,,,,Non,,,,,Non,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6220/lambusart/vbc92007,VBC92007,Maison à vendre,160000,Avenue de la Terrienne 37,6220 Lambusart,,,A l’acte,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510 kWh/m²/an,,,,,,,,Information non communiquée,Information non communiquée,Non,,Non,,Non,Non,Non,Non,Non,,,,,20250612021870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7160/pieton/vbc92006,VBC92006,Maison à vendre,119000,,7160 Piéton,À rénover,1900,A l’acte,3,18 m²,20 m²,36 m²,153 m²,Non,,,Semi-équipée,Kitchenette,2,1,2,,Gaz,,Double vitrage,,Non,,Non,2,,Oui,,Oui,159 m²,Oui,Oui,,,232 kWh/m²/an,35539 kWh/an,11/06/2035,43,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Non,14 m²,Oui,Oui,,Oui,,,,,,,,,,,9 m²,,,,3,,,,,,,,,,,,,,,,,,Oui,,,,18 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6020/dampremy/vbc92004,VBC92004,Maison à vendre,195000,Rue Jean Jaures 284,6020 Dampremy,Normal,,,4,13 m²,14 m²,10 m²,178 m²,Non,Oui,1,Equipée,Américaine,1,,2,,Mazout,,Double vitrage,,Non,,Non,2,,Oui,85 m²,Oui,200 m²,Oui,Oui,,,219 kWh/m²/an,47296 kWh/an,17/10/2034,,,,,,Information non communiquée,Information non communiquée,,,Oui,,Oui,Oui,,,,Ouest,6 m,,32 m,,20 m²,,29 m²,,,Oui,2,,6 m,18 m²,,,,,,,,,,,,,,,Oui,,,,14 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4000/liege/vbc92003,VBC92003,Maison à vendre,249000,Rue du Petit Chene 45,4000 Liège,À rénover,,A l’acte,4,14 m²,15 m²,16 m²,169 m²,,,,,,2,2,2,,Mazout,,Double vitrage,,Non,,Non,2,,Oui,70 m²,Oui,182 m²,Oui,Oui,,,462 kWh/m²/an,91413 kWh/an,,114,"oui, attestation non conforme",,,,Information non communiquée,Information non communiquée,,38 m²,Oui,,,,,,,Sud,6 m,,34 m,,16 m²,,15 m²,,Nord,,2,,6 m,19 m²,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc92002,VBC92002,Maison à vendre,155000,Impasse des Fours à Chaux 18,7080 Frameries,Excellent,1962,,3,15 m²,13 m²,8 m²,133 m²,,,,Equipée,Américaine,1,1,1,,Gaz,,Double vitrage,,,,,3,,Oui,,Oui,180 m²,Oui,Oui,,,191 kWh/m²/an,25525 kWh/an,30/05/2035,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,37 m²,Oui,Oui,,,,,,,,,,,,,10 m²,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6700/arlon/vbc92001,VBC92001,Maison à vendre,489000,Route de Bouillon 267,6700 Arlon,,2025,Immédiatement,4,,,,165 m²,Non,,,Equipée,Américaine,1,,,,Gaz,,,,Non,,Non,4,,Oui,374 m²,Oui,374 m²,,,,,,,12/06/2035,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6800/libramont-chevigny/vbc92000,VBC92000,Maison à vendre,369900,Dessous la Ville,6800 Libramont-Chevigny,Nouveau,2025,,4,13 m²,12 m²,9 m²,155 m²,Non,,,,,1,1,2,,Gaz,,Double vitrage,,Non,,Non,3,2,Oui,588 m²,Oui,,,,,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,43 m²,,,,,,,,,,,,,6 m²,,,7 m²,,,,,,10 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6800/libramont-chevigny/vbc91999,VBC91999,Appartement à vendre,259900,Dessous la Ville,6800 Libramont-Chevigny,Nouveau,2026,,2,,,,88 m²,Non,,,,,1,1,1,,Gaz,,Double vitrage,,Non,,Oui,,,,,Oui,,,,,,85 kWh/m²/an,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,Sud,,,,,6 m²,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1730/asse/rbt73265,RBT73265,Maison à vendre,279000,Kapellestraat 35,1730 Asse,À rénover,1952,Immédiatement,3,16 m²,12 m²,20 m²,140 m²,Non,Oui,1,Equipée,Américaine,1,,2,,Mazout,,Double vitrage,,,,,3,2,Oui,300 m²,Oui,435 m²,Oui,Oui,,,595 kWh/m²/an,,30/03/2035,,"oui, attestation non conforme",Oui,Non,Oui,Pas de risque d’inondation,Information non communiquée,,35 m²,Oui,,,,,,,,8 m,,,,20 m²,,15 m²,8 m²,,,,,8 m,,,,,,60 m²,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5570/winenne/vbc91989,VBC91989,Maison à vendre,195000,RUE DES ARDENNES 505,5570 Winenne,À rénover,,Immédiatement,4,19 m²,13 m²,14 m²,325 m²,Non,,,,,2,,2,,,,Double vitrage,,Non,Non,Non,,,,,Oui,,,Oui,,,308 kWh/m²/an,,,,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,Non,37 m²,Non,,Non,Non,Non,Non,Non,,,232 m²,,20250306019803,30 m²,,16 m²,15 m²,,Oui,,Non,,20 m²,,,,,,,,,Non,,Non,,Non,,Non,"oui, attestation non conforme",Non,,,Non,,Non,Non,,,,,,,Non,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5570/winenne/vbc91988,VBC91988,Maison à vendre,175000,Château d'Eau 4,5570 Winenne,Normal,,Immédiatement,2,14 m²,14 m²,,120 m²,Non,Oui,,,,1,,1,,,,Triple vitrage,,Non,Oui,Non,,1,Oui,250 m²,,,,Oui,,,457 kWh/m²/an,,,,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,Oui,33 m²,Non,,Non,Non,Non,Non,Non,,,376 m²,,20250306022401,,,13 m²,5 m²,,Non,,Non,,,,,,1,,,,,Non,,Non,,Non,,Non,"oui, attestation non conforme",Non,,,Non,,Non,Non,,,,,,,Non,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5001/belgrade/vbc91984,VBC91984,Maison à vendre,170000,Rue Edmond Delahaut 121,5001 Belgrade,À rénover,,A l’acte,4,12 m²,19 m²,11 m²,147 m²,,,,,,1,,3,,Gaz,,Double vitrage,,,,,2,,Oui,163 m²,,163 m²,Oui,,,,296 kWh/m²/an,,,,,,,,Information non communiquée,Information non communiquée,Non,26 m²,Oui,,Non,Non,Non,Non,Non,Est,,,,20250530001596,,,11 m²,,,,2,,,19 m²,,,,,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9000/gand/rbt73264,RBT73264,Appartement à vendre,310000,Smidsestraat 6E,9000 Gand,Normal,2000,,1,,,,80 m²,,,,,,1,,,,Gaz,,,Oui,Non,,Non,,,,,,,,,,,,,23/12/2031,,"non, pas d'attestation",,Non,,Pas de risque d’inondation,Information non communiquée,,,Non,,Non,,,,,,,,,20211223-0002514805-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
